a	/ɑː/
symmetrisk	/sʏm'eːtrɪsk/
sympatisera	/sʏmpatɪs'eːra/
sympatiserar	/sʏmpatɪs'eːrar/
sympatisk	/sʏmp'ɑːtɪsk/
sympatisör	/sʏmpatɪs'øːr/
sympatistrejk	/²sʏmpat'iːstrɛjːk/
sympati	/sʏmpat'iː/
symposium	/sʏmp'oːsɪɵm/
symptom	/sʏmt'oːm/, /sʏmpt'oːm/
syna	/²s'yːna/
synar	/²s'yːnar/
synagoga	/²s'yːnaguːga/
synål	/²s'yːnoːl/
synas	/²s'yːnɛs/
synas	/sʏnːs/
synbar	/²s'yːnbɑːr/
synbarligen	/²s'yːnbɑːɭɪgɛn/
syncentral	/²s'yːnsɛntrɑːl/
syndabock	/²s'ʏnːdabɔkː/
syndikalist	/sʏndɪkal'ɪsːt/
syndikat	/sʏndɪk'ɑːt/
syndrom	/sʏndr'oːm/
synd	/sʏnːd/
synd	/sʏnːd/, /sʏnː/
synfält	/²s'yːnfɛlːt/
synkronisera	/sʏŋkrɔnɪs'eːra/
synkroniserar	/sʏŋkrɔnɪs'eːrar/
synlig	/²s'yːnlɪg/
synnerhet	/²s'ʏnːɛrheːt/
synnerligen	/²s'ʏnːɛɭiːgɛn/
synod	/sʏn'oːd/
synonym	/sʏnʊn'yːm/
synpunkt	/²s'yːnpɵŋːkt/
synsätt	/²s'yːnsɛtː/
synskadad	/²s'yːnskɑːdad/
synskärpa	/²s'yːnɧärːpa/
syn	/syːn/
syntax	/sʏnt'akːs/
syntes	/sʏnt'eːs/
syntet-	/²sʏnt'eːt/
syntetisk	/sʏnt'eːtɪsk/
synthesizer	/s'ʏnːtɛsajsɛr/
synt	/sʏnːt/
synvilla	/²s'yːnvɪlːa/
synvinkel	/²s'yːnvɪŋːkɛl/
syo-funktionär	/²s'yːʊfɵŋkɧʊnɛːr/
SYO	/s'yːʊ/
syra	/²s'yːra/
syre	/²s'yːrɛ/
syren	/sʏr'eːn/
syrier	/s'yːrɪɛr/
syrisk	/s'yːrɪsk/
syrlig	/²s'yːɭɪg/
syrra	/²s'ʏrːa/
syrsa	/²s'ʏʂːa/
syskon	/²s'ʏsːkɔn/
syskongrupp	/²s'ʏsːkɔngrɵpː/
sysselsätta	/²s'ʏsːɛlsɛtːɛr/
syssla	/²s'ʏsːla/
sysslar	/²s'ʏsːlar/
syssling	/²s'ʏsːlɪŋ/
sysslolös	/²s'ʏsːlʊløːs/
systematisk	/sʏstɛm'ɑːtɪsk/
Systembolaget	/²sʏst'eːmbuːlɑːgɛt/
systembutik	/²sʏst'eːmbɵtiːk/
systemerare	/²sʏstɛm'eːrarɛ/
Systemet	/sʏst'eːmɛt/
systemman	/²sʏst'eːmanː/
system	/sʏst'eːm/
syster	/²s'ʏsːtɛr/
systerfartyg	/²s'ʏsːtɛrfɑːʈyːg/
systuga	/²s'yːstʉːga/
sy	/syːr/
ta åt sig	/tɑːr'oːtsɛj/
tabbe	/²t'abːɛ/
tabell	/tab'ɛlː/
tablå	/tabl'oː/
tablett	/tabl'ɛtː/
tabloid	/tablʊ'iːd/
taburett	/tabɵr'ɛtː/
tabu	/tab'ʉː/
tacka	/²t'akːa/
tackar	/²t'akːar/
täcka	/t'ɛkːɛr/
täcke	/²t'ɛkːɛ/
täckjacka	/²t'ɛkːjakːa/
tackla	/²t'akːla/
tacklar	/²t'akːlar/
täckmantel	/²t'ɛkːmanːtɛl/
tacknämlig	/²t'akːnɛːmlɪg/
täcknamn	/²t'ɛkːnamːn/
täckning	/²t'ɛkːnɪŋ/
tacksägelse	/²t'akːsɛjːɛlsɛ/, /²t'akːsɛːgɛlsɛ/
tacksam	/²t'akːsamː/
tack	/takː/
ta efter	/²tɑːr'ɛfːtɛr/, /tɑːr'ɛfːtɛr/
ta emot	/tɑːrɛm'uːt/
ta fasta på	/²tɑːrf'asːtapoː/
tafatt	/²t'ɑːfatː/
tafsa	/²t'afːsa/
tafsar	/²t'afːsar/
tåga	/²t'oːga/
tågar	/²t'oːgar/
tagel	/t'ɑːgɛl/
tagen	/²t'ɑːgɛn/
tager	/t'ɑːgɛr/
taggig	/²t'agːɪg/
tagg	/tagː/
taggtråd	/²t'agːtroːd/
tagit	/²t'ɑːgɪt/
tag	/tɑːg/
tåg	/toːg/
ta igen sig	/tɑːrɪj'ɛnːsɛj/
ta in	/tɑːr'ɪnː/
tajmning	/²t'ajːmnɪŋ/
tajt	/tajːt/
takräcke	/²t'ɑːkrɛkːɛ/
tak	/tɑːk/
taktfull	/²t'akːtfɵlː/
taktik	/takt'iːk/
taktlös	/²t'akːtløːs/
takt	/takːt/
tala	/²t'ɑːla/
talar	/²t'ɑːlar/
tålamod	/²t'oːlamuːd/
talan	/²t'ɑːlan/
talande	/²t'ɑːlandɛ/
talang	/tal'aŋː/
talarlista	/²t'ɑːlaɭɪsːta/
talarstol	/²t'ɑːlaʂʈuːl/
tåla	/toːl/
talbok	/²t'ɑːlbuːk/
talesätt	/²t'ɑːlɛsɛtː/
talesman	/²t'ɑːlɛsmanː/
talför	/²t'ɑːlføːr/
talgoxe	/²t'alːjʊkːsɛ/
talg	/talːj/
tålig	/²t'oːlɪg/
talja	/²t'alːja/
täljare	/²t'ɛlːjarɛ/
tälja	/t'ɛlːjɛr/
täljkniv	/²t'ɛlːjkniːv/
talkör	/²t'ɑːlkøːr/
talk	/talːk/
tallrik	/²t'alːrɪk/, /²t'alːrɪkː/
tall	/talː/
talman	/²t'ɑːlmanː/
tålmodig	/²t'oːlmuːdɪg/
talong	/tal'ɔŋː/
talpedagog	/²t'ɑːlpɛdagoːg/
talrik	/²t'ɑːlriːk/
talspråk	/²t'ɑːlsproːk/
tälta	/²t'ɛlːta/
tältar	/²t'ɛlːtar/
tal	/tɑːl/
taltidning	/²t'ɑːltiːdnɪŋ/
tält	/tɛlːt/
tamburin	/tambɵr'iːn/
tambur	/tamb'ʉːr/
ta med sig	/tɑːrm'eːdsɛj/
ta miste	/²tɑːrm'ɪsːtɛ/
tämja	/t'ɛmːjɛr/
tämligen	/²t'ɛmːlɪgɛn/
tampas	/²t'amːpas/
tampong	/tamp'ɔŋː/
tam	/tɑːm/
tandad	/²t'anːdad/
tändare	/²t'ɛnːdarɛ/
tända	/t'ɛnːdɛr/
tandborste	/²t'anːdbɔʂʈɛ/
tandborstning	/²t'anːdbɔʂʈɳɪŋ/
tandemcykel	/²t'anːdɛmsʏkːɛl/
tänder	/t'ɛnːdɛr/
tandhygienist	/²t'anːdhʏgɪɛnɪsːt/
tandkött	/²t'anːdɕœtː/
tandkräm	/²t'anːdkrɛːm/
tandläkare	/²t'anːdlɛːkarɛ/
tandlös	/²t'anːdløːs/
tandlossning	/²t'anːdlɔsːnɪŋ/
tändning	/²t'ɛnːdnɪŋ/
tandpetare	/²t'anːdpeːtarɛ/
tandprotes	/²t'anːdprʊteːs/
tandsköterska	/²t'anːdɧøːtɛʂka/
tandställning	/²t'anːdstɛlːnɪŋ/
tandsten	/²t'anːdsteːn/
tändsticka	/²t'ɛnːdstɪkːa/
tändstift	/²t'ɛnːdstɪfːt/
tand	/tanːd/
tandtråd	/²t'anːdtroːd/
tandvård	/²t'anːdvoːɖ/
tandvårdsförsäkring	/²t'anːdvoːɖʂfœʂɛːkrɪŋ/
tandvårdstaxa	/²t'anːdvoːɖʂtakːsa/
tandvärk	/²t'anːdvärːk/
tangent	/tanj'ɛnːt/, /taŋg'ɛnːt/
tangera	/tanj'eːrar/, /taŋgeːra/
tangerar	/tanj'eːrar/, /taŋgeːrar/
tänger	/t'ɛŋːɛr/
tango	/t'aŋːgʊ/
tång	/tɔŋː/
tanig	/²t'ɑːnɪg/
tänja	/t'ɛnːjɛr/
tänjbar	/²t'ɛnːjbɑːr/
tanka	/²t'aŋːka/
tankar	/²t'aŋːkar/
tänka om	/tɛŋkɛr'ɔmː/
tänka över	/tɛŋkɛr'øːvɛr/
tänkare	/²t'ɛŋːkarɛ/
tänka	/t'ɛŋːkɛr/
tänka ut	/tɛŋkɛr'ʉːt/
tänkbar	/²t'ɛŋːkbɑːr/
tanke	/²t'aŋːkɛ/
tankegång	/²t'aŋːkɛgɔŋː/
tanker	/t'aŋːkɛr/
tänkespråk	/²t'ɛŋːkɛsproːk/
tankeställare	/²t'aŋːkɛstɛlːarɛ/
tankeväckande	/²t'aŋːkɛvɛkːandɛ/
tankfull	/²t'aŋːkfɵlː/
tanklös	/²t'aŋːkløːs/
tankspridd	/²t'aŋːksprɪdː/
tankstreck	/²t'aŋːkstrɛkː/
tank	/taŋːk/
tänkt	/tɛŋːkt/
tänkvärd	/²t'ɛŋːkvɛːɖ/
tantig	/²t'anːtɪg/
tant	/tanːt/
ta över	/tɑːr'øːvɛr/
ta på sig	/tɑːrp'oːsɛj/
tape	/tɛjːp/
tapetserare	/²tapɛts'eːrarɛ/
tapetsera	/tapɛts'eːra/
tapetserar	/tapɛts'eːrar/
tapet	/tap'eːt/
tappa	/²t'apːa/
tappar	/²t'apːar/
täppa	/²t'ɛpːa/
täppa	/t'ɛpːɛr/
tapper	/t'apːɛr/
tappning	/²t'apːnɪŋ/
tapp	/tapː/
tappt	/tapːt/
täppt	/tɛpːt/
tåras	/²t'oːras/
tära	/tɛːr/
tårdrypande	/²t'oːɖryːpandɛ/
tärd	/tɛːɖ/
ta reda på	/²tɑːr'eːdapoː/
tårgas	/²t'oːrgɑːs/
tariff	/tar'ɪfː/
tarm	/tarːm/
tarmvred	/²t'arːmvreːd/
tärna	/²t'ɛːɳa/
tärnar	/²t'ɛːɳar/
tärning	/²t'ɛːɳɪŋ/
tårta	/²t'oːʈa/
tår	/toːr/
tarva	/²t'arːva/
tarvar	/²t'arːvar/
tarvlig	/²t'arːvlɪg/
ta sig an	/tɑːʂɛj'anː/
ta sig för	/tɑːʂɛjf'øːr/
ta sig till	/tɑːʂɛjt'ɪlː/
taskig	/²t'asːkɪg/
task	/tasːk/
tassa	/²t'asːa/
tassar	/²t'asːar/
tassemark	/²t'asːɛmarːk/
tasslar	/²t'asːlar/
tass	/tasː/
tå	/toː/
täta	/²t'ɛːta/
tätar	/²t'ɛːtar/
ta	/tɑːgɛr/, /tɑːr/
tätort	/²t'ɛːtʊʈː/
tattare	/²t'atːarɛ/
tät	/tɛːt/
tättbebyggd	/²t'ɛtːbɛbʏgːd/
tätting	/²t'ɛtːɪŋ/
tatuera	/tatɵ'eːra/
tatuerar	/tatɵ'eːrar/
ta upp	/tɑːr'ɵpː/
tavla	/²t'ɑːvla/
tävla	/²t'ɛːvla/
tävlar	/²t'ɛːvlar/
tävlan	/²t'ɛːvlan/
tävling	/²t'ɛːvlɪŋ/
taxa	/²t'akːsa/
taxera	/taks'eːra/
taxerar	/taks'eːrar/
taxeringsvärde	/²taks'eːrɪŋsvɛːɖɛ/
taxi	/t'akːsɪ/
tax	/takːs/
T-bana	/²t'eːbɑːna/
tbc	/teːbeːs'eː/
TBV	/teːbeːv'eː/
TCO	/²t'eːseːuː/
teak	/tiːk/
team	/tiːm/
teater	/tɛ'ɑːtɛr/
teatralisk	/tɛatr'ɑːlɪsk/
tecken	/t'ɛkːɛn/
teckna	/²t'ɛkːna/
tecknar	/²t'ɛkːnar/
teckning	/²t'ɛkːnɪŋ/
teddybjörn	/²t'ɛdːʏbjøːɳ/
tefat	/²t'eːfɑːt/
teflon	/tɛfl'oːn/
tegelpanna	/²t'eːgɛlpanːa/
tegel	/t'eːgɛl/
teg	/teːg/
tejpa	/²t'ɛjːpa/
tejpar	/²t'ɛjːpar/
tejp	/tɛjːp/
tekniker	/t'ɛkːnɪkɛr/
teknik	/tɛkn'iːk/
teknisk	/t'ɛkːnɪsk/
teknokrat	/tɛknʊkr'ɑːt/
teknologi	/tɛknʊlʊg'iː/
tekoindustri	/²t'eːkʊɪndɵstriː/
tele-	/²t'eːlɛ/, /tɛlɛ/
telefax	/tɛlɛf'axː/
telefonautomat	/²tɛlɛf'oːnaʊtʊmɑːt/
telefonera	/tɛlɛfɔn'eːra/
telefonerar	/tɛlɛfɔn'eːrar/
telefonist	/tɛlɛfɔn'ɪsːt/
telefonkatalog	/²tɛlɛf'oːnkataloːg/
telefonkiosk	/²tɛlɛf'oːnɕɔsːk/
telefonkö	/²tɛlɛf'oːnkøː/
telefonlur	/²tɛlɛf'oːnlʉːr/
telefonnummer	/²tɛlɛf'oːnɵmːɛr/
telefonsvarare	/²tɛlɛf'oːnsvɑːrarɛ/
telefon	/tɛlɛf'oːn/
telefontid	/²tɛlɛf'oːntiːd/
telefonväckning	/²tɛlɛf'oːnvɛkːnɪŋ/
telefonväktare	/²tɛlɛf'oːnvɛkːtarɛ/
telefonväxel	/²tɛlɛf'oːnvɛkːsɛl/
telegrafera	/tɛlɛgraf'eːra/
telegraferar	/tɛlɛgraf'eːrar/
telegraf	/tɛlɛgr'ɑːf/
telegram	/tɛlɛgr'amː/
teleobjektiv	/²t'eːlɛɔbjɛktiːv/
teleprinter	/tɛlɛpr'ɪnːtɛr/
teleskop	/tɛlɛsk'oːp/
television	/tɛlɛvɪɧ'uːn/
telex	/t'eːlɛks/
telning	/²t'eːlnɪŋ/
tel	/tɛlɛf'oːn/
tema	/²t'eːma/
tempel	/t'ɛmːpɛl/
temperament	/tɛmpɛram'ɛnːt/
temperatur	/tɛmpɛrat'ʉːr/
tempererad	/tɛmpɛr'eːrad/
tempoarbete	/²t'ɛmːpʊarbeːtɛ/
temporär	/tɛmpʊr'ɛːr/
tempo	/t'ɛmːpʊ/
temp	/tɛmːp/
tempus	/t'ɛmːpɵs/
tendens	/tɛnd'ɛnːs/
tendentiös	/tɛndɛnsɪ'øːs/
tendera	/tɛnd'eːra/
tenderar	/tɛnd'eːrar/
tennis	/t'ɛnːɪs/
tenn	/tɛnː/
tenor	/tɛn'oːr/, /tɛn'uːr/
tenta	/²t'ɛnːta/
tentar	/²t'ɛnːtar/
tentamen	/tɛnt'ɑːmɛn/
tentativ	/t'ɛnːtatiːv/, /tɛnːtat'iːv/
tentera	/tɛnt'eːra/
tenterar	/tɛnt'eːrar/
teologi	/tɛʊlʊg'iː/
teolog	/tɛʊl'oːg/
teoretiker	/tɛʊr'eːtɪkɛr/
teoretisk	/tɛʊr'eːtɪsk/
teori	/tɛʊr'iː/
tepåse	/²t'eːpoːsɛ/
terapeutisk	/tɛrap'ɛvːtɪsk/, /tɛrapɛfːtɪsk/
terapeut	/tɛrap'ɛvːt/, /tɛrap'ɛfːt/
terapi	/tɛrap'iː/
terminal	/tärmɪn'ɑːl/
terminologi	/tärmɪnʊlɔg'iː/
termin	/tärm'iːn/
termometer	/tärmʊm'eːtɛr/
termos	/t'ɛrːmɔs/
termostat	/tärmʊst'ɑːt/
term	/tärːm/
terpentin	/tärpɛnt'iːn/
terrakotta	/²tärak'ɔtːa/
terräng	/tär'ɛŋː/
terrass	/tär'asː/
terrier	/t'ɛrːɪɛr/
territoriell	/tärɪtʊrɪ'ɛlː/
territorium	/²tärɪt'uːrɪɵm/, /tärɪt'uːrɪɵm/
terrorism	/tärʊr'ɪsːm/
terrorist	/tärʊr'ɪsːt/
terror	/t'ɛrːʊr/
tertial	/täʈʂɪ'ɑːl/
tesaurus	/tɛs'aɵrɵs/
te sig	/t'eːʂɛj/
tesked	/²t'eːɧeːd/
testa	/²t'ɛsːta/
testar	/²t'ɛsːtar/
testamente	/tɛstam'ɛnːtɛ/
tes	/teːs/
testikel	/tɛst'ɪkːɛl/
test	/tɛsːt/
te	/teː/
teve	/²t'eːveː/
texta	/²t'ɛkːsta/
textar	/²t'ɛkːstar/
t ex	/tɪlɛks'ɛmːpɛl/
textilier	/tɛkst'iːlɪɛr/
textil	/tɛkst'iːl/
text	/tɛkːst/
text-TV	/²t'ɛkːsteːvɛ/
tf	/²t'ɪlːfœroːɖɳad/, /²t'eːɛfː/
TFA	/²tr'ʏgːheːtsfœʂɛːkrɪŋ viːd ²'arːbeːtskɑːda/
thailändsk	/²t'ajːlɛnːdsk/, /²t'ajːlɛnːsk/
thinner	/t'ɪnːɛr/
thorax	/t'uːraks/
thriller	/tr'ɪlːɛr/
tia	/²t'iːa/
tiara	/²tɪ'ɑːra/
ticka	/²t'ɪkːa/
tickar	/²t'ɪkːar/
ticktack	/²t'ɪkːtakː/
tic	/tɪkː/
tidevarv	/²t'iːdɛvarːv/
tidig	/²t'iːdɪg/
tidlön	/²t'iːdløːn/
tidlös	/²t'iːdløːs/
tidning	/²tiːdnɪŋ/
tidningsanka	/²t'iːdnɪŋsːsaŋːka/
tidpunkt	/²t'iːdpɵŋːkt/
tidrymd	/²t'iːdrʏmːd/
tidsålder	/²t'iːdsɔlːdɛr/
tidsanda	/²t'iːdsɑːnda/
tidsenlig	/²t'iːdseːnlɪg/
tidsfördriv	/²t'iːdsfœɖriːv/
tidsfråga	/²t'iːdsfroːga/
tidskrift	/²t'iːdskrɪfːt/
tidsmässig	/²t'iːdsmɛsːɪg/
tidsnöd	/²t'iːdsnøːd/
tidsödande	/²t'iːdsøːdandɛ/
tidssignal	/²t'iːdsɪŋnɑːl/
tidsstudie	/²t'iːdstʉːdɪɛ/
tidtabell	/²t'iːdtabɛlː/
tidtagare	/²t'iːdtɑːgarɛ/
tid	/tiːd/
tidvatten	/²t'iːdvatːɛn/
tidvis	/²t'iːdviːs/
tiga	/t'iːgɛr/
tiger	/t'iːgɛr/
tigga	/t'ɪgːɛr/
tik	/tiːk/
tilde	/²t'ɪlːdɛ/
tilja	/²t'ɪlːja/
tillade	/²t'ɪlːɑːdɛ/
tillägg	/²t'ɪlːɛgː/
tillägga	/²t'ɪlːɛgːɛr/
tilläggspension	/²t'ɪlːɛgspaŋɧuːn/, /²t'ɪlːɛgspɛnɧuːn/
tillägna	/²t'ɪlːɛŋːna/
tillägnar	/²t'ɪlːɛŋːnar/
tillägna sig	/²t'ɪlːɛŋːnaʂɛj/
tillagt	/²t'ɪlːakːt/
tillämpa	/²t'ɪlːɛmːpa/
tillämpar	/²t'ɪlːɛmːpar/
tillämplig	/²t'ɪlːɛmːplɪg/
tillämpning	/²t'ɪlːɛmːpnɪŋ/
tillät	/²t'ɪlːɛːt/
tillåta	/²t'ɪlːoːtɛr/
tillåtelse	/²t'ɪlːoːtɛlsɛ/
tillåten	/²t'ɪlːoːtɛn/
tillbakadragen	/²tɪlb'ɑːkadrɑːgɛn/
tillbakagång	/²tɪlb'ɑːkagɔŋː/
tillbaka	/tɪlb'ɑːka/
tillbakavisa	/²tɪlb'ɑːkaviːsa/
tillbakavisar	/²tɪlb'ɑːkaviːsar/
tillbaks	/tɪlb'ɑːks/
tillbe	/²t'ɪlːbeːr/
tillbehör	/²t'ɪlːbɛhøːr/
tillblivelse	/²t'ɪlːbliːvɛlsɛ/
tillbörlig	/²t'ɪlːbøːɭɪg/
tillbringa	/²t'ɪlːbrɪŋːa/
tillbringar	/²t'ɪlːbrɪŋːar/
tillbringare	/²t'ɪlːbrɪŋːarɛ/
tillbud	/²t'ɪlːbʉːd/
till buds	/tɪlb'ʉːds/
tilldela	/²t'ɪlːdeːla/
tilldelar	/²t'ɪlːdeːlar/
tilldelning	/²t'ɪlːdeːlnɪŋ/
tilldöma	/²t'ɪlːdœmːɛr/
tilldragande	/²t'ɪlːdrɑːgandɛ/
tilldragelse	/²t'ɪlːdrɑːgɛlsɛ/
tilldra sig	/²t'ɪlːdrɑːʂɛj/
tillerkänna	/²t'ɪlːɛrɕɛnːɛr/
tillfalla	/²t'ɪlːfalːɛr/
tillfälle	/²t'ɪlːfɛlːɛ/
tillfällig	/²t'ɪlːfɛlːɪg/
tillfällighet	/²t'ɪlːfɛlːɪgheːt/
tillfångata	/²tɪlf'ɔŋːatɑːr/
tillfart	/²t'ɪlːfɑːʈ/
tillflöde	/²t'ɪlːfløːdɛ/
tillflykt	/²t'ɪlːflʏkːt/
tillflyktsort	/²t'ɪlːflʏktsuːʈ/, /²t'ɪlːflʏktsʊʈː/
tillfoga	/²t'ɪlːfuːga/
tillfogar	/²t'ɪlːfuːgar/
tillföra	/²t'ɪlːføːr/
tillförlitlig	/²t'ɪlːfœɭiːtlɪg/
tillförordnad	/²t'ɪlːfœroːɖɳad/
tillförsäkra	/²t'ɪlːfœʂɛːkra/
tillförsäkrar	/²t'ɪlːfœʂɛːkrar/
tillförsel	/²t'ɪlːfœʂːɛl/
tillförsikt	/²t'ɪlːfœʂɪkːt/
tillfrågad	/²t'ɪlːfroːgad/
tillfredsställa	/²t'ɪlːfreːdstɛlːɛr/
tillfredsställande	/²t'ɪlːfreːdstɛlːandɛ/
tillfredsställelse	/²t'ɪlːfreːdstɛlːɛlsɛ/
tillfreds	/tɪlfr'eːds/
tillfriskna	/²t'ɪlːfrɪsːkna/
tillfrisknar	/²t'ɪlːfrɪsːknar/
tillgång	/²t'ɪlːgɔŋː/
tillgänglig	/²t'ɪlːjɛŋːlɪg/
tillgiven	/²t'ɪlːjiːvɛn/
tillgjord	/²t'ɪlːjuːɖ/
tillgodo	/²tɪlg'uːdʊ/
tillgodogöra sig	/²tɪlg'uːdʊjøːʂɛj/
tillgodose	/²tɪlg'uːdʊseːr/
tillgrepp	/²t'ɪlːgrɛpː/
tillgripa	/²t'ɪlːgriːpɛr/
tillhåll	/²t'ɪlːhɔlː/
tillhandahålla	/²tɪlh'anːdahɔlːɛr/
tillhöra	/²t'ɪlːhøːr/
tillhörighet	/²t'ɪlːhøːrɪgheːt/
tillhygge	/²t'ɪlːhʏgːɛ/
tillika	/²tɪl'iːka/
tillintetgöra	/²tɪl'ɪnːtɛtjøːr/
tillit	/²t'ɪlːiːt/
tillkalla	/²t'ɪlːkalːa/
tillkallar	/²t'ɪlːkalːar/
tillkännage	/²tɪlɕ'ɛnːajeːr/
tillknäppt	/²t'ɪlːknɛpːt/
tillkomma	/²t'ɪlːkɔmːɛr/
tillkommande	/²t'ɪlːkɔmːandɛ/
tillmäle	/²t'ɪlːmɛːlɛ/
tillmäta	/²t'ɪlːmɛːtɛr/
tillmötesgående	/²tɪlːm'øːtɛsgoːɛndɛ/
tillmötesgående	/²tɪlm'øːtɛsgoːɛndɛ/
tillnamn	/²t'ɪlːnamːn/
tillnärmelsevis	/tɪln'ɛrːmɛlsɛviːs/
tillökning	/²t'ɪlːøːknɪŋ/
tillönska	/²t'ɪlːœnːska/
tillönskar	/²t'ɪlːœnːskar/
till övers	/tɪl'øːvɛrs/
tillräcklig	/²t'ɪlːrɛkːlɪg/
tillrådlig	/²t'ɪlːroːdlɪg/
tillräknelig	/²t'ɪlːrɛːknɛlɪg/
tillrättalägga	/²tɪlr'ɛtːalɛgːɛr/
tillrättavisa	/²tɪlr'ɛtːaviːsa/
tillrättavisar	/²tɪlr'ɛtːaviːsar/
tillreda	/²t'ɪlːreːdɛr/
tillryggalägga	/²tɪlr'ʏgːalɛgːɛr/
tillsägelse	/²t'ɪlːsɛːgɛlsɛ/, /²t'ɪlːsɛjːɛlsɛ/
tillsammans	/tɪls'amːans/
tillsats	/²t'ɪlːsatːs/
tillsätta	/²t'ɪlːsɛtːɛr/
tillskansa sig	/²t'ɪlːskanːsaʂɛj/
tillskärare	/²t'ɪlːɧɛːrarɛ/
tillskott	/²t'ɪlːskɔtː/
tillskriva	/²t'ɪlːskriːvɛr/
tillskyndare	/²t'ɪlːɧʏnːdarɛ/
tillsluta	/²t'ɪlːslʉːtɛr/
tillspetsad	/²t'ɪlːspɛtːsad/
tillstå	/²t'ɪlːstoːr/
tillställning	/²t'ɪlːstɛlːnɪŋ/
tillstånd	/²t'ɪlːstɔnːd/
tills	/tɪlːs/
tillstöta	/²t'ɪlːstøːtɛr/
tillströmning	/²t'ɪlːstrœmːnɪŋ/
tillstymmelse	/²t'ɪlːstʏmːɛlsɛ/
tillstyrka	/²t'ɪlːstʏrːkɛr/
tillsvidareanställning	/²tɪlsv'iːdarɛanstɛlːnɪŋ/
tillsyn	/²t'ɪlːsyːn/
till synes	/tɪls'yːnɛs/
tillsynslärare	/²t'ɪlːsyːnslɛːrarɛ/
tillta	/²t'ɪlːtɑːgɛr/, /²t'ɪlːtɑːr/
tilltag	/²t'ɪlːtɑːg/
tilltal	/²t'ɪlːtɑːl/
tilltala	/²t'ɪlːtɑːla/
tilltalar	/²t'ɪlːtɑːlar/
tilltalad	/²t'ɪlːtɑːlad/
tilltalsnamn	/²t'ɪlːtɑːlsnamːn/
tilltänkt	/²t'ɪlːtɛŋːkt/
till	/tɪlː/
tillträda	/²t'ɪlːtrɛːdɛr/
tillträde	/²t'ɪlːtrɛːdɛ/
tilltrasslad	/²t'ɪlːtrasːlad/
tilltro	/²t'ɪlːtruː/
tilltugg	/²t'ɪlːtɵgː/
tilltygad	/²t'ɪlːtyːgad/
tillvägagångssätt	/²tɪlv'ɛːgagɔŋsɛtː/
tillval	/²t'ɪlːvɑːl/
tillvand	/²t'ɪlːvɑːnd/
tillvänjning	/²t'ɪlːvänːjnɪŋ/
tillvarata	/²tɪlv'ɑːratɑːr/
tillvaratog	/²tɪlv'ɑːratuːg/
tillvaro	/²t'ɪlːvɑːrʊ/
tillväxt	/²t'ɪlːvɛkːst/
tillverka	/²t'ɪlːvärːka/
tillverkar	/²t'ɪlːvärːkar/
tillverkning	/²t'ɪlːvärːknɪŋ/
till viljes	/tɪlv'ɪlːjɛs/
timer	/t'ajːmɛr/
timjan	/²t'ɪmːjan/
timma	/²t'ɪmːa/
timme	/²t'ɪmːɛ/
timmerman	/²t'ɪmːɛrmanː/
timmer	/t'ɪmːɛr/
timpenning	/²t'ɪmːpɛnːɪŋ/
tina	/²t'iːna/
tinar	/²t'iːnar/
tindra	/²t'ɪnːdra/
tindrar	/²t'ɪnːdrar/
tingeltangel	/²t'ɪŋːɛltaŋːɛl/
tingest	/t'ɪŋːɛst/
tingsrätt	/²t'ɪŋːsrɛtː/
ting	/tɪŋː/
tinne	/²t'ɪnːɛ/
tinner	/tɪnːɛr/
tinning	/²t'ɪnːɪŋ/
tio	/²t'iːʊ/
tiokrona	/²t'iːʊkruːna/
tionde	/²t'iːɔndɛ/
tiondel	/²t'iːɔndeːl/
tippa	/²t'ɪpːa/
tippar	/²t'ɪpːar/
tipp	/tɪpː/
tipsa	/²t'ɪpːsa/
tipsar	/²t'ɪpːsar/
tips	/tɪpːs/
tisdag	/t'iːsdɑːg/, /t'iːsda/
tissel	/t'ɪsːɛl/
tissla	/²t'ɪsːla/
tisslar	/²t'ɪsːlar/
tistel	/²t'ɪsːtɛl/
titel	/²t'ɪtːɛl/
titelroll	/²t'ɪlːtɛlrɔlː/
titta	/²t'ɪtːa/
tittar	/²t'ɪtːar/
titta in	/tɪtar'ɪnː/
titta på	/tɪtarp'oː/
tittare	/²t'ɪtːarɛ/
titt	/tɪtː/
tivoli	/tiːvʊlɪ/, /t'ɪvːʊlɪ/
tja	/ɕɑː/
tjack	/ɕakː/
tjäder	/ɕ'ɛːdɛr/
tjafsa	/²ɕ'afːsa/
tjafsar	/²ɕ'afːsar/
tjafs	/ɕafːs/
tjäle	/²ɕ'ɛːlɛ/
tjalla	/²ɕ'alːa/
tjallar	/²ɕ'alːar/
tjäna	/²ɕ'ɛːna/
tjänar	/²ɕ'ɛːnar/
tjänare	/²ɕ'ɛːnarɛ/
tjänst	/ɕɛnːst/
tjänstebostad	/²ɕ'ɛnːstɛbuːstɑːd/
tjänstefel	/²ɕ'ɛnːstɛfeːl/
tjänstegrupplivförsäkring	/²ɕ'ɛnːstɛgrɵpliːvfœʂɛːkrɪŋ/
tjänsteman	/²ɕ'ɛnːstɛmanː/
tjänstepension	/²ɕ'ɛnːstɛpanɧuːn/
tjänsteplikt	/²ɕ'ɛnːstɛplɪkːt/
tjänstgjorde	/²ɕ'ɛnːstjuːɖɛ/
