آی	/ɒːj/
معذرت می‌خواهم	/mæʔzeɾæt miːxɒːhæm/
معرفی	/moʔæɾɾefiː/
معرفت	/mæʔɾefæt/
معرفی شدن	/moʔæɾɾefiːʃodæn/
معرفی کردن	/moʔæɾɾefiːkæɾdæn/
معشوق	/mæʔʃuːɢ/
معشوقه	/mæʔʃuːɢe/
معلق	/mællæɢ/, /moʔællæɢ/
معلق زدن	/mællæɢzædæn/
معلم	/moʔællem/
معلّم	/moællem/
معلوم	/mæʔluːm/
معمار	/meʔmɒːɾ/
معماری	/meʔmɒːɾiː/
معمول	/mæʔmuːl/
معمولی	/mæʔmuːliː/
معمولا	/mæʔmuːlæn/
معنی	/mæʔniː/
معنی‌شناسی	/mæʔniːʃenɒːsiː/
معنی کردن	/mæʔniːkæɾdæn/
مغ	/moɢ/
مغاره	/mæɢɒːɾe/
مغازه	/mæɢɒːze/
مغازه زدن	/mæɢɒːzezædæn/
مغرب	/mæɢɾeb/
مغرب عربی	/mæɢɾeb ʔæɾæbiː/
مغرور	/mæɢɾuːɾ/
مغز	/mæɢz/
مغولی	/moɢuːliː/
مغولستان	/moɢolestɒːn/
مفت	/moft/
مفتی	/moftiː/
مفید	/mofiːd/
مفصل	/mæfsæl/
مفعول	/mæfʔuːl/
مفقود	/mæfɢuːd/
مفهوم	/mæfhuːm/
مقیاس ریشتر	/meɢjɒːs ɾiːʃteɾ/
مقایسه	/moɢɒːjese/
مقایسه کردن	/moɢɒːjesekæɾdæn/
مقاله	/mæɢɒːle/
مقام	/mæɢɒːm/
مقدار	/meɢdɒːɾ/
مقدار زیاد	/meɢdɒːɾe ziːjɒːd/
مقدس	/moɢæddæs/
مقدمه	/moɢæddæme/
مقدونی	/mæɢduːniː/
مقدونیه	/mæɢduːniːje/
مقعد	/mæɢʔæd/
مقعدی	/mæɢʔædiː/
مک	/mek/
مکاتبه	/mokɒːtebe/
مکاتبه داشتن	/mokɒːbebedɒːʃtæn/
مکادونی	/mækɒːduːniː/
مکادونیه	/mækɒːduːniːje/
میکاییل	/miːkɒːjiːl/
میکال	/miːkɒːl/
مکان	/mækɒːn/
مکانیک	/mekɒːniːk/
مکانیک کوانتوم	/mekɒːniːke kvɒːntuːm/
مکان‌ها	/mækɒːnhɒː/
میکائیل	/miːkɒːʔiːl/
مکیدن	/mækiːdæn/
مک‌دونالدز	/mækdonɒːldz/
میکرب	/miːkɾob/
مک زدن	/mekzædæn/
مکزیک	/mekziːk/
مکعب	/mokæʔæb/
مکعب روبیک	/mokæʔæbe ɾuːbiːk/
مکه	/mække/
مگر	/mæɡæɾ/
مگس	/mæɡæs/
مگس انگبین	/mæɡæsænɡæbiːn/
میگو	/mejɡuː/
میل	/mejl/
ملاحظه	/molɒːheze/
ملاحظه فرمودن	/molɒːhezekæɾdæn/
ملافه	/mælɒːfe/
ملاقات	/molɒːɢɒːt/
ملاقات کردن	/molɒːɢɒːtkæɾdæn/
ملال آور	/mælɒːlɒːvæɾ/
ملیت	/melliːjjæt/
ملخ	/mælæx/
ملخ زدن	/mælæxzædæn/
میل زدن	/mejlzædæn/
میل کردن	/mejlkæɾdæn/
میلک شیک	/miːlk ʃejk/
میلیون	/miːljon/
میلیون	/miːljuːn/
ممکن	/momken/
ممنوع	/memnuː/
ممنوع است	/memnuː æst/
ممنون	/mæmnuːn/
ممنونم	/mæmnúnæm/
میمون	/mejmuːn/
میمون	/mejmuːn/, /mejmuːn/
یمن	/jæmæn/
من	/mæn/
منی	/mæniː/
مین	/miːn/
منی	/moniː/
منار	/menɒːɾ/
مناره	/menɒːɾe/
منبع	/mænbæ/
منت	/mennæt/
منتظر شدن	/montæzeɾ ʃodæn/
منچوری	/mænt͡ʃuːɾiː/
منداغان	/mændɒːɢɒːn/
منزل	/mænzel/
منزلت	/mænzelæt/
منزل داشتن	/mænzeldɒːʃtæn/
مینسک	/miːnsk/
منشی	/monʃiː/
منشار	/menʃɒːɾ/
منطق	/mænteɢ/
منظره	/mænzæɾe/
منظومه شمسی	/mænzuːmeʃæmsiː/
منقرض	/monɢæɾez/
منگنز	/mænɡènèz/
منگنه	/mænɡæne/
منگنه زدن	/mænɡænezædæn/
منگنه کردن	/mænɡænekæɾdæn/
مینو	/miːnuː/
مه	/mæh/
مه	/me/
مه	/mə/, /me/
مه	/mɒːh/
مهاجر	/mohɒːd͡ʒeɾ/
مهاجرت	/mohɒːd͡ʒeɾæt/
مهاچین	/mæhɒːt͡ʃiːn/
مهار	/mæhɒːɾ/
مهار زدن	/mæhɒːɾzædæn/
مهار کردن	/mæhɒːɾkæɾdæn/
مهبانگ	/mæhbɒːnɡ/
مهبل	/mæhbæl/
مهتاب	/mæhtɒːb/
مهتر	/mæhtæɾ/
مهتر	/mehtæɾ/
مه تنک	/mee tonok/
مهر	/mehɾ/
مهر	/mohɾ/
مهرابه	/mehɾɒːbe/
مهربان	/mehɾæbɒːn/
مهربانی	/mehɾæbɒːniː/
مهربان	/mehɾæbɒːn/, /mehæɾbɒːn/
مهر خوردن	/mohɾxoɾdæn/
مهر زدن	/mohɾzædæn/
مهر کردن	/mohɾkæɾdæn/
مهره‌دار	/mohɾedɒːɾ/
مهر ورزیدن	/mehɾ væɾziːdæn/
مهم	/mohem/
مهمان	/mehmɒːn/
مهمانی	/mehmɒːniː/
مهمانسرا	/mehmɒːnsæɾɒː/
مهمانی منزل مبارکی	/mehmɒːniːje mænzele mobɒːɾækiː/
میهن	/miːhæn/
مهندس	/mohændes/
مهندسی	/mohændesiː/
میو	/miːjuː/
مو	/mo/
مو	/muː/
موافق بودن	/movɒːfeɢ buːdæn/
میوآن	/mjuːɒːn/
موبایل	/mobɒːiːl/
موبایل	/mobɒːjl/
موت	/mouːt/
موتور	/اسم/
موتورسیکلت	/motoɾsiːklet/
موتورگازی	/motoɾɡɒːziː/
موتورولا	/motoɾolɒː/
موج	/moʊd͡ʒ/
موج زدن	/moʊd͡ʒzædæn/
مؤدب	/moʔæddæb/
مؤذن	/moʔæzzen/
مور	/muːɾ/
موریانه	/muːɾiːjɒːne/
مورچه	/muːɾt͡ʃe/
مورمانسک	/muːɾmɒːnsk/
موز	/mouːz/
موز	/moʊz/
موزامبیک	/muːzɒːmbiːk/
مو زدن	/muːzædæn/
موزیک	/muːziːk/
موزه	/muːze/
موی زهار	/muːj e zæhɒːɾ/
موژیک	/muːʒiːk/
موس	/moʊs/
موسی	/muːsɒː/
موس	/muːs/
موسیقی	/muːsiːɢiː/
موسم	/mæuːsæm/
موسولینی	/muːsuːliːniː/
موش	/muːʃ/
موشی	/muːʃiː/
موش شبگرد	/muːʃe ʃæbɡæɾd/
موشک	/muːʃæk/
موشکافی کردن	/muːŝekɒːfiː kæɾdæn/
موشک خوردن	/muːʃækxoɾdæn/
موشک زدن	/muːʃækzædæn/
موش‌مردگی	/muːʃmoɾdeɡiː/
موش‌مردگی زدن	/muːʃmoɾdeɡiːzædæn/
موشواره	/muːʃvɒːɾæ/
موضوع	/moʊzuː/
موعظه	/moʔeze/
موعظه کردن	/moʔezekæɾdæn/
موفق باشی	/movæffæɢ bɒːʃiː/
موفق باشید	/movæffæɢ bɒːʃiːd/
مولداوی	/muːldɒːviː/
مؤلف	/moʔællef/
مولکول	/molekuːl/
موم	/muːm/
مومیا	/muːmjɒː/
موم عسل	/muːm æsæl/
مونته‌نگرو	/monteneɡɾuː/
مونیخ	/muːniːx/
میوه	/miːve/
ميانه	/miːjɒːnæ/, /miːjɒːne/
مياني	/miːjɒːniː/
ميليارد	/miːljɒːɾd/
نی	/nej/
نای	/nɒːj/
نایاب	/nɒːjɒːb/
ناامید	/næomiːd/
ناب	/nɒːb/
نابرادری	/nɒːbæɾɒːdæɾiː/
نابکار	/nɒːbekɒːɾ/
نابینا	/nɒːbiːnɒː/
نابینایی	/nɒːbiːnɒːjiː/
نابه هنگام	/nɒːbehænɡɒːm/
نابودی	/nɒːbuːdiː/
نابود کردن	/nɒːbuːd kæɾdæn/
نایپیداو	/nɒːjpiːdɒːv/
ناپدری	/nɒːpedæɾiː/
ناپسری	/nɒːpesæɾiː/
ناتاراجا	/nɒːtɒːɾɒːd͡ʒɒː/
ناتنی	/nɒːtæniː/
ناتو	/nɒːto/
ناجور	/nɒːd͡ʒuːɾ/
ناخدا	/nɒːxodæ/
ناخن	/nɒːxon/
ناخن زدن	/nɒːxonzædæn/
ناخنک 	/nɒːxonæk/
ناخنک	/nɒːxonæk/
ناخنک  زدن	/nɒːxonækzædæn/
ناخن کشیدن	/nɒːxonzædæn/
ناخنک کردن	/nɒːxonækkæɾdæn/
ناخواهری	/nɒːxwɒːhæɾiː/
ناخوشی	/nɒːxoʃiː/
ناخوشی	/nɒːxuːʃiː/
ناخوشایند	/nɒːxuːʃɒːjænd/
ناخوشی زدن	/nɒːxoʃiːzædæn/
نادیا	/nɒːdiːjɒː/
نادانی	/nɒːdɒːniː/
نادانی زدن	/nɒːdɒːniːzædæn/
نادختری	/nɒːdoxtæɾiː/
نادر	/nɒːdeɾ/
نارسا گویی	/nɒːɾæsɒː ɡuːjiː/
نارگیل	/nɒːɾɡiːl/
نارگیله	/nɒːɾɡiːle/
نارنج	/nɒːɾænd͡ʒ/
نارنجی	/nɒːɾænd͡ʒiː/
نارنج	/nɒːɾend͡ʒ/
نارنجی	/nɒːɾend͡ʒiː/
نارنجی سیر	/nɒːɾend͡ʒiː siːɾ/
نارنجک	/nɒːɾend͡ʒæk/
نارنگ	/nɒːɾænɡ/, /nɒːɾenɡ/
نارنگی	/nɒːɾenɡiː/
نارو	/nɒːɾo/
نارو خوردن	/nɒːɾoxoɾdæn/
نارو زدن	/nɒːɾozædæn/
نیاز	/niːjɒːz/
ناز	/nɒːz/
نازی	/nɒːziː/
نازیسم	/nɒːziːsæm/
نازک	/nɒːzek/
نازنین	/nɒːzæniːn/
ناسا	/nɒːsɒː/
ناسازگار	/nɒːsɒːzɡɒːɾ/
ناسازگاری	/nɒːsɒːzɡɒːɾiː/
نیایش	/niːjɒːjeʃ/
ناشایست	/nɒːʃɒːjest/
ناشتا	/nɒːʃtɒː/
ناشنوا	/nɒːʃenævɒː/
ناف	/nɒːf/
نافرمان	/nɒːfæɾmɒːn/
نافرمانی	/nɒːfæɾmɒːniː/
ناقص	/nɒːɢes/
ناكار	/nɒːkɒːɾ/
ناکارامد	/nɒːkɒːɾɒːmæd/
ناکافی	/nɒːkɒːfiː/
ناگازاکی	/næɡæzɒːkiː/
ناگهان	/nɒːɡæhɒːn/
نالیدن	/nɒːliːdæn/
ناله	/nɒːlæ/
ناله	/nɒːlæ/, /nɒːle/
ناله	/nɒːle/
ناله زدن	/nɒːlezædæn/
ناله کردن	/nɒːlekæɾdæn/
ناله کشیدن	/nɒːlekeʃiːdæn/
نایلون	/nɒːjlon/
نام	/nɒːm/
نامادری	/nɒːmɒːdæɾiː/
نام‌آوا	/nɒːmɒːvɒː/
نامبردن	/nɒːmboɾdæn/
نام خانوادگی	/nɒːme xɒːnevɒːdeɡiː/
نامیدن	/nɒːmiːdæn/
نامزد	/nɒːmzæd/
نامزدن	/nɒːmzædæn/
نامک	/nɒːmæk/
نامه	/nɒːme/
نامه به افسسیان	/næmh bh æfssɒːn/
نام‌واژه	/nɒːmvɒːʒe/
نامْور	/nɒːmvæɾ/
نان	/nɒːn/
نان تست	/nɒːne tost/
نانوا	/nɒːnvɒː/
نانوایی	/nɒːnvɒːjiː/
نانوائی	/nɒːnvɒːʔiː/, /nɒːnevɒːʔiː/
ناهار	/nɒːhɒːɾ/
ناهید	/nɒːhiːd/
ناهمگون	/nɒːhæmɡuːn/
نیاهندوایرانی	/niːjɒːhendoiːɾɒːniː/
نیاهندواروپایی	/niːjɒːhendooɾuːpɒːjiː/
نیاهندو‌اروپایی	/niːjɒːhendooɾuːpɒːjiː/
نیاهندواروپایی‌زبان	/niːjɒːhendooɾuːpɒːjiːzæbɒːn/
ناو	/nɒːv/
ناواهو	/nɒːvɒːho/
نبرد	/næbæɾd/
نبیره	/næbiːɾe/
نبض	/næbz/
نبض گرفتن	/næbzɡeɾeftæn/
نپال	/nepɒːl/
نتیجه	/nætiːd͡ʒe/
نیتریک اسید	/niːtɾiːk æsiːd/
نجات	/ned͡ʒɒːt/
نجات دادن	/ned͡ʒɒːtdɒːdæn/
نجّار	/næd͡ʒd͡ʒɒːɾ/
نجیب	/næd͡ʒiːb/
نیجر	/niːd͡ʒeɾ/
نیجریه	/niːd͡ʒeɾiːje/
نجم	/næd͡ʒm/
ینی‌چری	/jeniːt͡ʃeɾiː/
نحو	/næhv/
نخجوان	/næxd͡ʒevɒːn/
نخیر	/næxejɾ/
نخست	/noxost/
نخستین	/noxostiːn/
نخست وزیر	/noxost væziːɾ/
نخود	/noxod/
ندا	/nedɒː/
ندیده	/nædiːde/
نر	/næɾ/
نراد	/næɾɒːd/
نرد	/næɾd/
نردبان	/næɾdæbɒːn/, /næɾdebɒːn/, /næɾdobɒːn/
نرگس	/næɾɡes/
نرم	/næɾm/
نرم‌افزار	/næɾmæfzɒːɾ/
نرم‌تن	/næɾmtæn/
نرمهٔ گوش	/næɾmeje ɡuːʃ/
نیرنگ	/nejɾænɡ/
نیرنگباز	/nejɾænɡbɒːz/
نیرنگ زدن	/nejɾænɡzædæn/
نیروی برانگیزنده	/niːɾuːje bæɾɒːnɡiːzænde/
نیروی دریایی	/niːɾuːjedæɾjɒːjiː/
نروژ	/noɾveʒ/
نیروگاه	/niːɾuːɡɒːh/
نیروی هوائی	/niːɾuːje hævɒːjiː/
نیز	/niːz/
نزد	/næzd/
نزدیک	/næzdiːk/
نزدیکان	/næzdiːkɒːn/
نزدیک شدن	/næzdiːk ŝodæn/
نی زدن	/nejzædæn/
نیزه	/nejze/
نیزه‌دار	/nejzedɒːɾ/
نژاد	/neʒɒːd/
نژادی	/neʒɒːdiː/
نژاد برتر	/neʒɒːde bæɾtæɾ/
نژادپرستی	/neʒɒːdpæɾæstiː/
نژاد پرستی	/neʒɒːd pæɾæstiː/
نیس	/niːs/
نسبی	/nesbiː/
نسبت	/nesbæt/
نسبت دادن	/nesbætdɒːdæn/
نستعلیق	/næstæʔliːɢ/
نسخه خطی	/nosxeje xættiː/
نسک	/næsk/
نسل	/næsl/
نیش	/niːʃ/
نشان	/neʃɒːn/
نشان	/neŝɒːn/
نشان دادن	/neʃɒːn dædɒːn/
نشان دادن	/neʃɒːn dɒːdæn/
نشان دادن	/neʃɒːndɒːdæn/
نشان زرین	/neʃɒːn e zæɾiːn/
نشانه	/neʃɒːne/neʃɒːn/
نشانه‌شناسی	/neʃɒːneʃenɒːsiː/
نشانه‌گذاری	/neʃɒːneɡozɒːɾiː/
نشانه‌گذاری شدن	/neʃɒːneɡozɒːɾiːʃodæn/
نشانه‌گذاری کردن	/neʃɒːneɡozɒːɾiːkæɾdæn/
نشانه گرفتن	/neʃɒːneɡeɾeftæn/
نشانه‌های سجاوندی	/neʃɒːnehɒːje sæd͡ʒɒːvændiː/
نیشتر	/niːʃtæɾ/
نیشتر زدن	/niːʃtæɾzædæn/
نیشخند	/niːʃxænd/
نیشخند زدن	/niːʃxændzædæn/
نشریه	/næʃɾiːje/
نشریه زدن	/næʃɾiːjezædæn/
نیش زدن	/niːʃzædæn/
نشست	/neʃæst/
نشستن	/neʃæstæn/
نیشکر	/nejʃækæɾ/
نیشگون	/niːʃɡuːn/
نیشگون گرفتن	/niːʃɡuːnɡeɾeftæn/
نشیمن	/neʃiːmæn/
نشین	/neʃiːn/
نیش و کنایه	/niːʃ o kenɒːje/
نیش و کنایه زدن	/niːʃokenɒːjezædæn/
نصب	/næsb/
نصب شدن	/næsbʃodæn/
نصب کردن	/næsb kæɾdæn/
نصب کردن	/næsbkæɾdæn/
نصیحت	/næsiːhæt/
نصف	/nesf/
نطفه	/notfæ/
نطق	/notɢ/
نطق کردن	/notɢkæɾdæn/
نظاره	/nezɒːɾe/
نظاره کردن	/nezɒːɾekæɾdæn/
نظر	/næzæɾ/
نظر خوردن	/næzæɾxoɾdæn/
نظر داشتن	/næzæɾdɒːʃtæn/
نظر زدن	/næzæɾzædæn/
نظر کردن	/næzæɾkæɾdæn/
نظر گرفتن	/næzæɾɡeɾeftæn/
نظم	/næzm/
نظم دادن	/næzmdɒːdæn/
نعره	/næ’ɾe/
نعره زدن	/næ’ɾezædæn/
نعره کشیدن	/næ’ɾekeʃiːdæn/
نعل	/næʔl/
نعل اسب	/næʔle æsb/
نعلبند	/nælbænd/
نعلچیک	/næʔlt͡ʃiːk/
نعل کردن	/næʔlkæɾdæn/
نعناع	/næʔnɒːʔ/
نعوظ	/noʻuːz/
نفت	/næft/
نفر	/næfæɾ/
نفرت	/næfɾæt/
نفرت داشتن	/nefɾæt dɒːʃtæn/
نفرین	/nefɾiːn/
نفرین ابدی	/nefɾiːne æbædiː/
نفرین کردن	/nefɾiːnkæɾdæn/
نفس	/næfæs/
نفس	/næfs/
نفس زدن	/næfæszædæn/
نفس کشیدن	/næfæskeʃiːdæn/
نفس نفس	/næfæsnæfæs/
نفس نفس زدن	/næfæsnæfæszædæn/
نفهمی	/næfæhmiː/
نفهمی زدن	/næfæhmiːzædæn/
نفوس بد	/nofuːse bæd/
نفوس بد زدن	/nofuːsebædzædæn/
نق	/neɢ/
نقاب	/neɢɒːb/
نقاب زدن	/neɢɒːbzædæn/
نقاد	/næɢɒːd/
نقاش	/næɢɢɒːʃ/
نقّاش	/næɢɢɒːʃ/
نقاشی	/næɢɢɒːʃiː/
نقاشی شدن	/næɢɢɒːʃiːʃodæn/
نقاشی کردن	/næɢɢɒːʃiːkæɾdæn/
نقاله	/næɢɢɒːle/
نقب	/næɢb/
نقب زدن	/næɢbzædæn/
نقد	/næɢd/
نقره	/noɢɾe/
نقره‌ای	/noɢɾeʔiː/
نقره‌ای	/noɢɾejiː/
نقره فام	/noɢɾefæm/
نقره‌فام	/noɢɾefɒːm/
نق زدن	/neɢ zædæn/
نق زدن	/neɢzædæn/
نقش	/næɢʃ/
نقش زدن	/næɢʃzædæn/
نقش کشیدن	/næɢʃkeʃiːdæn/
نقشه	/næɢʃe/
نقشه کشیدن	/næɢʃekeʃiːdæn/
نقصان	/noɢsɒːn/
نقصان یافتن	/noɢsɒːnjɒːftæn/
نقصان گرفتن	/noɢsɒːnɡeɾeftæn/
نقطه	/noɢte/
نقطه‌ی ذوب	/noɢteje zob/
نقطه لاگرانژی	/noɢteje lɒːɡɾɒːnʒiː/
نقطه‌ویرگول	/noɢteviːɾɡuːl/
نقل	/næɢl/
نقلی	/næɢliː/
نقل	/noɢl/
نقل کردن	/næɢlkæɾdæn/
نیک	/niːk/
نکاح	/nekɒːh/
نیکاراگوئه	/niːkɒːɾɒːɡuːʔe/
نیکل	/niːkel/
نکن	/nækon/
نگار	/neɡɒːɾ/
نگاره	/neɡɒːɾæ/, /neɡɒːɾe/
نگاه	/neɡɒːh/
نگاه انداختن	/neɡɒːhændɒːxtæn/
نگاه داشتن	/neɡɒːhdɒːʃtæn/
نگاه دزدانه	/neɡɒːhe dozdɒːnæ/
نگاه کردن	/neɡɒːh kæɾdæn/
نگاه کردن	/neɡɒːhkæɾdæn/
نگاه‌کردن	/neɡɒːhkæɾdæn/
نگران	/neɡæɾɒːn/
نگریستن	/neɡæɾiːstæn/
نگره	/neɡæɾe/
نگهبان	/neɡæhbɒːn/
نگهداری	/neɡæhdɒːɾiː/
نگهداری کردن	/neɡæhdɒːɾiːkæɾdæn/
نگه داشتن	/neɡæh dɒːʃtæn/
نیل	/niːl/
نیلی	/niːliː/
نیلوفر آبی	/niːluːfæɾe ɒːbiː/
نم	/næm/
نیم	/niːm/
نمایاندن	/næmɒːjɒːndæn/
نماد	/næmɒːd/
نماز	/næmɒːz/
نماز خواندن	/næmɒːz xɒːndæn/
نمایش	/næmɒːjeʃ/
نمایشگاه	/næmɒːjeʃɡɒːh/
نمایه	/næmɒːje/
نیم‌خط	/niːmxæt/
نیمروز	/niːmɾuːz/
نم زدن	/næmzædæn/
نیمسال تحصیلی	/niːmsɒːl tæhsiːliː/
نمک	/næmæk/
نیمکت	/niːmkæt/
نم کردن	/næmkæɾdæn/
نمک زدن	/næmækzædæn/
نم کشیدن	/næmkeʃiːdæn/
نمکین	/næmækiːn/
نیمه‌عمر	/niːmeʔomɾ/
نمودار	/nemuːdɒːɾ/
نمودن	/nemuːdæn/
نمونه	/nemuːne/, /nomuːne/
نینجوتسو	/niːnd͡ʒuːtsuː/
ننگ	/nænɡ/
ننگ زدن	/nænɡzædæn/
نینوا	/nejnævɒː/
نه	/næ/
نه	/næh/
نه	/noh/
نهایتا	/næhɒːjætæn/
نهان	/nehɒːn/
نهانی	/nehɒːniː/
نهیب	/næhiːb/
نهیب زدن	/næhiːbzædæn/
نهر	/næhɾ/
نهسد	/nohsæd/
نهصد	/nohsæd/
نهم	/nohom/
نهنگ	/næhænɡ/
نه هزار	/noh hæzɒːɾ/
نو	/noʊ/
نو	/nouː/
نو	/nuː/
نواختر	/nouːæxtæɾ/
نوازش	/nævɒːzeʃ/
نوازش دادن	/nævɒːzeʃdɒːdæn/
نوازش کردن	/nævɒːzeʃkæɾdæn/
نوامبر	/novɒːmbɾ/
نوتلا	/nuːtelɒː/
نود	/nævæd/
نور	/nuːɾ/
نورنبرگ	/nuːɾænbeɾɡ/
نوروز	/nouːɾuːz/
نوزاد	/nouːzɒːd/
نوزده	/nuːzdæh/
نیوزیلند	/niːjuːziːlend/
نویسنده	/neviːsænde/
نویسه	/neviːsæ/
نویسه‌گردانی	/neviːseɡæɾdɒːniː/
نوشابه	/nuːʃɒːbæ/
نوشابه	/nuːʃɒːbe/
نوشابه زدن	/nuːʃæbezædæn/
نوشتن	/næveʃtæn/, /neveʃtæn/
نوشتن	/neveʃtæn/
نوشته	/neveʃte/
نوش جان	/nuːʃe d͡ʒɒːn/
نوشیدن	/nuːʃiːdæn/
نوشیدنی	/nuːʃiːdæniː/
نوشیدنی الکلی	/nuːʃiːdæniːje ælkoliː/
نوع	/noʊʔ/
نوع	/noʊ/, /noʊʔ/
نوک	/nok/
نوکیا	/nuːkiːjɒː/
نوک‌اردکی	/nokoɾdækiː/
نوک پستان	/noke pestɒːn/
نوکر	/nouːkæɾ/
نوک زدن	/nokzædæn/
نوگل	/noʊɡol/
نوین	/noviːn/
نون	/nuːn/
نوه	/næve/
نیویورک	/njuːjuːɾk/
نئره	/næɾe/
نئونازی	/neʔuːnɒːziː/
نيز	/niːz/
یه	/je/
یه ی	/je iː/
ها	/hɒː/
هابیل	/hɒːbiːl/
هات داگ	/hɒːt dɒːɡ/
هاید پارک	/hɒːjd pɒːɾk/
هادرون	/hɒːdɾon/
هادسون	/hɒːdsuːn/
هارد راک	/hɒːɾd ɾɒːk/
هاردکور	/hɒːɾdkoɾ/
هاسی	/hɒːsej/
هاشور	/hɒːʃuːɾ/
هاشور خوردن	/hɒːʃuːɾxoɾdæn/
هاشور زدن	/hɒːʃuːɾzædæn/
هاکی	/hɒːkiː/
هالتر	/hɒːlteɾ/
هالتر زدن	/hɒːlteɾzædæn/
هاله	/hɒːle/
هالو	/hɒːluː/
هالیوود	/hɒːliːvuːd/
هالووین	/hɒːlouːviːn/
هامین	/hɒːmiːn/
هاینه	/hɒːjne/
هانوی	/hɒːnuːj/
هاوانا	/hɒːvɒːnɒː/
هاوائ	/hævɒːiː/
هپاتیت	/hiːpɒːtiːt/
هتل	/hotel/
هیجان	/hæjæd͡ʒɒːn/
هیجان	/hiːd͡ʒɒːn/
هیجان آمدن	/hæjæd͡ʒɒːnɒːmædæn/
هیجان آوردن	/hæjæd͡ʒɒːnɒːvæɾdæn/
هجده	/hed͡ʒdæh/
هیجده	/hiːd͡ʒdæh/
هجوم	/hod͡ʒuːm/
هجوم آوردن	/hod͡ʒuːmɒːvæɾdæn/
هیچ	/hiːt͡ʃ/
هیچ‌چیز	/hiːt͡ʃt͡ʃiːz/
هیچ‌کس	/hiːt͡ʃkæs/
هیچ گرداندن	/hiːt͡ʃ ɡæɾdɒːndæn/
هیچ وقت	/hiːt͡ʃ væɢt/
هخامنشی	/hæxɒːmæneʃiː/
هخامنشیان	/hæxɒːmæneʃiːɒːn/
هدایت	/hedɒːjæt/
هدایت شدن	/hedɒːjætʃodæn/
هدایت کردن	/hedɒːjætkæɾdæn/
هیدروژن	/hiːdɾod͡ʒen/
هیدروژن پراکسید	/hiːdɾoʒen peɾɒːksiːd/
هیدروکلریک اسید	/hiːdɾokoloɾiːk æsiːd/
هیدرولیک	/hiːdɾoliːk/
هیدرولیکی	/hiːdɾoliːkiː/
هدف	/hædæf/
هدیه	/hædiːje/, /hediːje/
هدیه	/hedje/
هدهد	/hod hod/
هدیه کردن	/hedjekæɾdæn/
هر	/hæɾ/
هرات	/heɾɒːt/
هرازدان	/heɾɒːzdɒːn/
هر از گاهی	/hæɾæzɡɒːhiː/
هراس	/hæɾɒːs/
هر چیز	/hæme t͡ʃiːz/
هرچند	/hæɾt͡ʃænd/
هر چند وقت یک بار	/hæɾt͡ʃændvæɢtjekbɒːɾ/
هرچه زودتر	/hæɾt͡ʃe zuːdtæɾ/
هردو	/hæɾdo/
هر دو	/hæɾ do/
هرزه	/hæɾzæ/
هرزه‌نگاری	/hæɾzeneɡɒːɾiː/
هرگز	/hæɾɡez/
هرم بزرگ جیزه	/hæɾæm bozoɾɡ d͡ʒîze/
هیره	/hiːɾe/
هریوا	/hæɾejvɒː/
هزار	/hezɒːɾ/
هزارپا	/hezɒːɾpɒː/
هزاردستان	/hæzɒːɾdæstɒːn/
هزاره	/hezɒːɾe/
هزاره‌ی سوم	/hezɒːɾeje sevvom/
هیزم	/hiːzom/
هسپانیه	/hespɒːniːje/
هستی	/hæsiː/
هست	/hæst/
هستی	/hæstiː/
هستی‌گرایی	/hæstiːɡeɾɒːjiː/
هستم	/hæstæm/
هسته	/hæstæ/, /hæste/
هسته‌ای	/hæsteʔiː/
هش	/hæʃ/
هشیاری	/hoʃjɒːɾiː/
هشت	/hæʃt/
هشتاد	/hæʃtɒːd/
هشت‌پا	/hæʃtpɒː/
هشتسد	/hæʃtsæd/
هشتصد	/hæʃtsæd/
هشتم	/hæʃtom/
هفت	/hæft/
هفتاد	/hæftɒːd/
هفتصد	/hæftsæd/
هفتم	/hæftom/
هفته	/hæfte/
هفته‌ی آینده	/hæfteje ɒːjænde/
هفته‌ی گذشته	/hæfteje ɡozæʃte/
هفده	/hefdæʔ/
هفده	/hefdæh/
هکر	/hækeɾ/
یه کمی	/je kæmiː/
هل	/hel/
هیل	/hiːl/
هیلاری	/hiːlɒːɾiː/
هلال احمر	/helɒːle æhmæɾ/
هلال حاصلخیز	/helɒːlehɒːselxiːz/
هل دادن	/hol dɒːdæn/
هلیکوپتر	/heliːkuːpteɾ/
هلنی	/heleniː/
هلند	/holænd/
هلندی	/holændiː/
هلندی‌ها	/holændiːhɒː/
هله‌لویا	/hæleluːjɒː/
هله‌هوله	/hælehuːle/
هلو	/holuː/
هم	/hæm/
هما	/homɒː/
همایش	/hæmɒːjeʃ/
همانی	/hæmɒːniː/
هماهنگ	/hæmɒːhænɡ/
هماورد	/hæmɒːvæɾd/
همايش	/hæmɒːjeʃ/
همبرگر	/hæmbeɾɡeɾ/
همبستر	/hæmbæstæɾ/
هم​بستر شدن	/hæmbæstæɾ ʃodæn/
همجنس‌گرا	/hæmd͡ʒensɡæɾɒː/
هم‌جنس‌گرایی	/hæmd͡ʒensɡæɾɒːjiː/
همچنین	/hæmt͡ʃeniːn/
همخوابگی	/hæmxɒːbeɡj/
هم خوردن	/hæmxoɾdæn/
همدستی	/hæmdæstiː/
همدستی در جرم	/hæmdæstiː dæɾ d͡ʒoɾm/
همدستی کردن	/hæmdæstiː kæɾdæn/
همرقص	/hæmɾæɢs/
