ก ข ไม่กระดิกหู	/mâj kràʔ dìk hǔː/
การศึกษา	/kaːn sɯ̀k sǎː/
การศึกษา	/kaːn sɯ̀k sǎː/
การศึกษาเกี่ยวกับการดัดแปลงวัฒนธรรมของมนุษย์ให้เข้ากับสิ่งแวดล้อม	/kaːn sɯ̀k sǎː kìːaw kàp kaːn dàt plɛːŋ wát tʰá ná tʰam kʰɔ̌ːŋ má nút hâj kʰâw kàp sìŋ wɛ̂ːt lɔ́ːm/
การศึกษาเกี่ยวกับภูมิคุ้มกันโรค และการสร้างภูมิคุ้มกันโรค	/kaːn sɯ̀k sǎː kìːaw kàp pʰuːm kʰúm kan rôːk lɛ́ʔ kaːn sâːŋ pʰuːm kʰúm kan rôːk/
การศึกษาดูงาน	/kaːn sɯ̀k sǎː duː ŋaːn/
การศึกษาตามอัธยาศัย	/kaːn sɯ̀k sǎː taːm ʔàt tʰá jaː sǎj/
การศึกษานอกระบบ	/kaːn sɯ̀k sǎː nɔ̂ːk ráʔ bòp/
การศึกษาเบื้องต้น	/kaːn sɯ̀k sǎː bɯ̂ːaŋ tôn/
การศึกษาพิเศษ	/kaːn sɯ̀k sǎː pʰíʔ sèːt/
การศึกษาภาษา	/kaːn sɯ̀k sǎː pʰaː sǎː/
การศึกษามวลชน	/kaːn sɯ̀k sǎː muːan tɕʰon/
การศึกษาหรือการสะสมเหรียญกษาปณ์	/kaːn sɯ̀k sǎː rɯ̌ː kaːn sàʔ sǒm rǐːan kà sàːp/
การสกัด	/kaːn sà kàt/
การสกัด	/kaːn sà kàt/
การส่ง	/kaːn sòŋ/
การส่งจดหมาย	/kaːn sòŋ tɕòt mǎːj/
การส่งเสริม	/kaːn sòŋ sɤ̌ːm/
การส่งออก	/kaːn sòŋ ʔɔ̀ːk/
การสงคราม	/kaːn sǒŋ kʰraːm/
การสงบศึก	/kaːn sà ŋòp sɯ̀k/
การสนทนา	/kaːn sǒn tʰá naː/
การสนับสนุน	/kaːn sà nàp sà nǔn/
การสมรส	/kaːn sǒm rót/
การสร้าง	/kaːn sâːŋ/
คูเมือง	/kʰuː mɯːaŋ/
คู่	/kʰûː/
คู่กรณี	/kʰûː kà rá niː/
คู่การแข่งขัน	/kʰûː kaːn kʰɛ̀ŋ kʰǎn/
คู่ขนาน	/kʰûː kʰà nǎːn/
คู่ขนาน	/kʰûː kʰà nǎːn/
คู่แข่ง	/kʰûː kʰɛ̀ŋ/
คู่แข่งขัน	/kʰûː kʰɛ̀ŋ kʰǎn/
คู่ครอง	/kʰûː kʰrɔːŋ/
คู่ควร	/kʰûː kʰuːan/
คู่คี่	/kʰûː kʰîː/
คู่แค้น	/kʰûː kʰɛ́ːn/
คู่ใจ	/kʰûː tɕaj/
คู่ชก	/kʰûː tɕʰók/
คู่ชีวิต	/kʰûː tɕʰiː wít/
คู่ซี้	/kʰûː síː/
คู่ต่อสู้	/kʰûː tɔ̀ː sûː/
คู่ตุนาหงัน	/kʰûː tùʔ naː ŋǎn/
คู่แต่งงาน	/kʰûː tɛ̀ŋ ŋaːn/
คู่ทุกข์คู่ยาก	/kʰûː tʰúk kʰûː jâːk/
คู่แท้	/kʰûː tʰɛ́ː/
คู่นอน	/kʰûː nɔːn/
คู่นี้	/kʰûː níː/
คู่บ่าวสาว	/kʰûː bàːw sǎːw/
คู่บ่าวสาว	/kʰûː bàːw sǎːw/
คู่บุญคู่กรรม	/kʰûː bun kʰûː kam/
คู่ปรับ	/kʰûː pràp/
คู่ผัวตัวเมีย	/kʰûː pʰǔːa tuːa miːa/
คู่แฝด	/kʰûː fɛ̀ːt/
คู่รัก	/kʰûː rák/
คู่รักเกย์	/kʰûː rák keː/
คู่รักที่พรากจากกันมานาน	/kʰûː rák tʰîː pʰrâːk tɕàːk kan maː naːn/
คู่สมรส	/kʰûː sǒm rót/
คู่สร้างคู่สม	/kʰûː sâːŋ kʰûː sǒm/
คู่สัญญา	/kʰûː sǎn jaː/
คู่สัญญาทางธุรกิจ	/kʰûː sǎn jaː tʰaːŋ tʰúʔ rá kìt/
คู่สามีภรรยา	/kʰûː sǎː miː pʰan rá jaː/
อัพภาส	/ʔàp pʰâːt/
อัพโหลด	/ʔàp lòːt/
อัฟ	/ʔàf/
อัฟกัน	/ʔàf kan/
อัฟกานิสถาน	/ʔàf kaː níʔ sà tʰǎːn/
อัฟริกัน	/ʔàf ríʔ kan/
อัมบาบาเน	/ʔam baː baː neː/
อัมพฤกษ์	/ʔam má pʰrɯ́k/
อัมพา	/ʔam pʰaː/
อัมพาต	/ʔam má pʰâːt/
อัมมาน	/ʔam maːn/
อัมสเตอร์ดัม	/ʔam sà tɤː dam/
อัยการ	/ʔaj já kaːn/
อัยการสูงสุด	/ʔaj já kaːn sǔːŋ sùt/
อั้ยยะ	/ʔâj jáʔ/
อัยยิกา	/ʔaj jíʔ kaː/
อัล	/ʔan/
อัลกุรอาน	/ʔan lá kùʔ rá ʔaːn/
อัลไคดา	/ʔan kʰaj daː/
อัลไซเมอร์	/ʔan saj mɤː/
อัลตร้าซาวด์	/ʔan trâː saːw/
อัลตราไวโอเลต	/ʔan traː waj ʔoː lêːt/
อัลเทอร์เนต	/ʔan tʰɤː nêːt/
อัลบั้ม	/ʔàʔ láʔ bâm/
อัลบั้มใส่รูป 	/ʔàʔ láʔ bâm sàj rûːp/
อัลเบิร์ต	/ʔan bɤ̀ːt/
อัลแบร์โต	/ʔan bɛː toː/
อัลฟอนซ์	/ʔan fɔːn/
อัลฟอนโซ่	/ʔan fɔːn sôː/
อัลฟา	/ʔan faː/
อัลฟี่	/ʔan fîː/
อัลเฟรด	/ʔan frêːt/
อัลเฟรโด	/ʔan freː doː/
อัลมาอาตา	/ʔan maː ʔaː taː/
อัลลอฮ์	/ʔan lɔː/
ห้องนิรภัย	/hɔ̂ːŋ níʔ rá pʰaj/
ห้องในโรงแรม	/hɔ̂ːŋ naj roːŋ rɛːm/
ห้องบรรยาย	/hɔ̂ːŋ ban jaːj/
ห้องปฏิบัติการทดลอง	/hɔ̂ːŋ pà tìʔ bàt kaːn tʰót lɔːŋ/
ห้องปฏิบัติการวิทยาศาสตร์	/hɔ̂ːŋ pà tìʔ bàt kaːn wít tʰá jaː sàːt/
ห้องปฏิบัติการ	/hɔ̂ːŋ pà tìʔ bàt kaːn/
ห้องผู้โดยสาร	/hɔ̂ːŋ pʰûː doːj sǎːn/
ห้องผู้โดยสารขาออก	/hɔ̂ːŋ pʰûː doːj sǎːn kʰǎː ʔɔ̀ːk/
ห้องพัก	/hɔ̂ːŋ pʰák/
ห้องพักชั้นบน	/hɔ̂ːŋ pʰák tɕʰán bon/
ห้องพักชั้นล่าง	/hɔ̂ːŋ pʰák tɕʰán lâːŋ/
ห้องพักผู้โดยสาร	/hɔ̂ːŋ pʰák pʰûː doːj sǎːn/
ห้องรับแขก	/hɔ̂ːŋ ráp kʰɛ̀ːk/
ห้องรับแขก	/hɔ̂ːŋ ráp kʰɛ̀ːk/
ห้องรับประทานอาหาร	/hɔ̂ːŋ ráp pràʔ tʰaːn ʔaː hǎːn/
ห้องเรียน	/hɔ̂ːŋ riːan/
ห้องลองเสื้อผ้า	/hɔ̂ːŋ lɔːŋ sɯ̂ːa pʰâː/
ห้องล้างหน้า	/hɔ̂ːŋ láːŋ nâː/
ห้องเล็ก	/hɔ̂ːŋ lék/
ห้องแล็บ	/hɔ̂ːŋ lɛ́p/
ห้องวิว	/hɔ̂ːŋ wiw/
ห้องสมุด	/hɔ̂ːŋ sà mùt/
ห้องส่วนตัว	/hɔ̂ːŋ sùːan tuːa/
ห้องส้วม	/hɔ̂ːŋ sûːam/
ห้องสุขา	/hɔ̂ːŋ sùʔ kʰǎː/
ห้องโสตทัศนศึกษา	/hɔ̂ːŋ sòːt tʰát sà ná sɯ̀k sǎː/
ห้องอาบน้ำ	/hɔ̂ːŋ ʔàːp náːm/
ห้องอาหาร	/hɔ̂ːŋ ʔaː hǎːn/
ห้องแอร์	/hɔ̂ːŋ ʔɛː/
หอน	/hɔ̌ːn/
ห่อน	/hɔ̀ːn/
หอบ	/hɔ̀ːp/
หอบหืด	/hɔ̀ːp hɯ̀ːt/
หอม	/hɔ̌ːm/
หอมกรุ่น	/hɔ̌ːm krùn/
หอมแก้ม	/hɔ̌ːm kɛ̂ːm/
หอมตลบ	/hɔ̌ːm tà lòp/
หอมปากหอมคอ	/hɔ̌ːm pàːk hɔ̌ːm kʰɔː/
หอมยี่หร่า	/hɔ̌ːm jîː ràː/
หอมใหญ่	/hɔ̌ːm jàj/
ห้อม	/hɔ̂ːm/
เรือลำเลียงพล	/rɯːa lam liːaŋ pʰon/
เรือสงคราม	/rɯːa sǒŋ kʰraːm/
เรือสองน้ำเรือสามน้ำ	/rɯːa sɔ̌ːŋ náːm rɯːa sǎːm náːm/
เรือสำเภา	/rɯːa sǎm pʰaw/
เรือสำราญ	/rɯːa sǎm raːn/
เรือสินค้า	/rɯːa sǐn kʰáː/
เรือสินค้าท้องแบน	/rɯːa sǐn kʰáː tʰɔ́ːŋ bɛːn/
เรือสีดอ	/rɯːa sǐː dɔː/
เรือหางยาว 	/rɯːa hǎːŋ jaːw/
เรือเหาะ	/rɯːa hɔ̀ʔ/
เรืออากาศตรี	/rɯːa ʔaː kàːt triː/
เรืออากาศโท	/rɯːa ʔaː kàːt tʰoː/
เรืออากาศเอก	/rɯːa ʔaː kàːt ʔèːk/
เรือเอก	/rɯːa ʔèːk/
เรือเอก	/rɯːa ʔèːk/
เรื่อ	/rɯ̂ːa/
เรื่อแดง	/rɯ̂ːa dɛːŋ/
เรื้อ	/rɯ́ːa/
เรือก	/rɯ̂ːak/
เรือกสวน	/rɯ̂ːak sǔːan/
เรือกสวนไร่นา	/rɯ̂ːak sǔːan râj naː/
เรือง	/rɯːaŋ/
เรืองนาม	/rɯːaŋ naːm/
เรืองรอง	/rɯːaŋ rɔːŋ/
เรืองแสง	/rɯːaŋ sɛ̌ːŋ/
เรืองอำนาจ	/rɯːaŋ ʔam nâːt/
เรื่อง	/rɯ̂ːaŋ/
เรื่องกระจอก	/rɯ̂ːaŋ kràʔ tɕɔ̀ːk/
เรื่องกล้วย ๆ	/rɯ̂ːaŋ klûaj klûaj/
เรื่องโกหกเหลวไหล	/rɯ̂ːaŋ koː hòk lěːw lǎj/
เรื่องขบขัน	/rɯ̂ːaŋ kʰòp kʰǎn/
เรื่อง ขอสมัครงาน	/rɯ̂ːaŋ kʰɔ̌ː sà màk ŋaːn/
เรื่องของเรื่อง	/rɯ̂ːaŋ kʰɔ̌ːŋ rɯ̂ːaŋ/
เรื่องของวัฒนธรรม	/rɯ̂ːaŋ kʰɔ̌ːŋ wát tʰá ná tʰam/
เรื่องขำขัน	/rɯ̂ːaŋ kʰǎm kʰǎn/
เรื่องงมงาย	/rɯ̂ːaŋ ŋom ŋaːj/
เรื่องจริง	/rɯ̂ːaŋ tɕiŋ/
ไม่ดูตาม้าตาเรือ	/mâj duː taː máː taː rɯːa/
ไม่เดิน	/mâj dɤːn/
ไม่ได้	/mâj dâj/
ไม่ได้	/mâj dâj/
ไม่ได้	/mâj dâj/
ไม่ได้	/mâj dâj/
ไม่ได้	/mâj dâj/
ไม่ได้กำลัง	/mâj dâj kam laŋ/
ไม่ได้กำลังช่วย	/mâj dâj kam laŋ tɕʰûaj/
ไม่ได้กำลังเชื่อ	/mâj dâj kam laŋ tɕʰɯ̂ːa/
ไม่ได้กำลังดื่ม	/mâj dâj kam laŋ dɯ̀ːm/
ไม่ได้กำลังมี	/mâj dâj kam laŋ miː/
ไม่ได้กำลังวิ่ง	/mâj dâj kam laŋ wîŋ/
ไม่ได้กิน	/mâj dâj kin/
ไม่ได้เขียน	/mâj dâj kʰǐːan/
ไม่ได้ความ	/mâj dâj kʰwaːm/
ไม่ได้ช่วย	/mâj dâj tɕʰûaj/
ไม่ได้เชื่อ	/mâj dâj tɕʰɯ̂ːa/
ไม่ได้ดื่ม	/mâj dâj dɯ̀ːm/
ไม่ได้เดิน	/mâj dâj dɤːn/
ไม่ได้ทำ	/mâj dâj tʰam/
ไม่ได้ปิด	/mâj dâj pìt/
ไม่ได้เป็น	/mâj dâj pen/
ไม่ได้เปิด	/mâj dâj pɤ̀ːt/
ไม่ได้ไป	/mâj dâj paj/
ไม่ได้ผล	/mâj dâj pʰǒn/
ไม่ได้พูด	/mâj dâj pʰûːt/
ไม่ได้มา	/mâj dâj maː/
ไม่ได้มี	/mâj dâj miː/
ไม่ได้ยิน	/mâj dâj jin/
ไม่ได้ยิ้ม	/mâj dâj jím/
ไม่ได้รัก	/mâj dâj rák/
ไม่ได้รับ	/mâj dâj ráp/
ไม่ได้เรื่อง	/mâj dâj rɯ̂ːaŋ/
ไม่ได้เรื่อง	/mâj dâj rɯ̂ːaŋ/
ไม่ได้เรื่องได้ราว	/mâj dâj rɯ̂ːaŋ dâj raːw/
ไม่ได้เล่น	/mâj dâj lên/
ไม่ได้ว่า	/mâj dâj wâː/
ไม่ได้วิ่ง	/mâj dâj wîŋ/
ไม่ได้สติ	/mâj dâj sà tìʔ/
ไม่ได้ให้	/mâj dâj hâj/
สะดุ้งสะเทือน	/sàʔ dûŋ sàʔ tʰɯːan/
สะดุ้งสะเทือน	/sàʔ dûŋ sàʔ tʰɯːan/
สะดุ้งโหยง	/sàʔ dûŋ jǒːŋ/
สะดุด	/sàʔ dùt/
สะดุดใจ	/sàʔ dùt tɕaj/
สะดุดตา	/sàʔ dùt taː/
สะดุดหยุดชะงัก	/sàʔ dùt jùt tɕʰáʔ ŋák/
สะดุดหยุดลง	/sàʔ dùt jùt loŋ/
สะเด็ด	/sàʔ dèt/
สะเด็ดน้ำ	/sàʔ dèt náːm/
สะเด็ดน้ำ	/sàʔ dèt náːm/
สะเด็ดสะเด่า	/sàʔ dèt sàʔ dàw/
สะเดา	/sàʔ daw/
สะเด่า	/sàʔ dàw/
สะเดาะ	/sàʔ dɔ̀ʔ/
สะเดาะเคราะห์	/sàʔ dɔ̀ʔ kʰrɔ́ʔ/
สะเดาะเคราะห์	/sàʔ dɔ̀ʔ kʰrɔ́ʔ/
สะตอ	/sàʔ tɔː/
สะตุ	/sàʔ tùʔ/
สะเต๊ะ	/sàʔ téʔ/
สะเตา	/sàʔ taw/
สะทก	/sàʔ tʰók/
สะทกสะท้าน	/sàʔ tʰók sàʔ tʰáːn/
สะทกสะเทิ้น	/sàʔ tʰók sàʔ tʰɤ́ːn/
สะท้อน	/sàʔ tʰɔ́ːn/
สะท้อนแสง	/sàʔ tʰɔ́ːn sɛ̌ːŋ/
สะท้อนใจ	/sàʔ tʰɔ́ːn tɕaj/
สะท้าน	/sàʔ tʰáːn/
สะเทิน	/sàʔ tʰɤːn/
สะเทินน้ำสะเทินบก	/sàʔ tʰɤːn náːm sàʔ tʰɤːn bòk/
สะเทินบกสะเทินน้ำ	/sàʔ tʰɤːn bòk sàʔ tʰɤːn náːm/
สะเทิ้น	/sàʔ tʰɤ́ːn/
สะเทิ้นอาย	/sàʔ tʰɤ́ːn ʔaːj/
สะเทือน	/sàʔ tʰɯːan/
สะเทือนขวัญ	/sàʔ tʰɯːan kʰwǎn/
สะเทือนใจ	/sàʔ tʰɯːan tɕaj/
สะเทือนอารมณ์	/sàʔ tʰɯːan ʔaː rom/
สะบัก	/sàʔ bàk/
สะบักสะบอม	/sàʔ bàk sàʔ bɔːm/
สะบัด	/sàʔ bàt/
สะบัดร้อนสะบัดหนาว	/sàʔ bàt rɔ́ːn sàʔ bàt nǎːw/
สะบัดหน้า	/sàʔ bàt nâː/
สะบัดสะบิ้ง	/sàʔ bàt sàʔ bîŋ/
สะบั้น	/sàʔ bân/
สะบั้นหั่นแหลก	/sàʔ bân hàn lɛ̀ːk/
สะบ้า	/sàʔ bâː/
สะบาโต	/sàʔ baː toː/
การสร้างความสมจริงในการแต่งเรียงความ	/kaːn sâːŋ kʰwaːm sǒm tɕiŋ naj kaːn tɛ̀ŋ riːaŋ kʰwaːm/
การสร้างสรรค์	/kaːn sâːŋ sǎn/
การสวนสนาม	/kaːn sǔːan sà nǎːm/
การสวมสิทธิ์	/kaːn sǔːam sìt/
การส่องกล้องตรวจลำไส้ใหญ่	/kaːn sɔ̀ːŋ klɔ̂ːŋ trùːat lam sâj jàj/
การส่องกล้องระบบทางเดินอาหารส่วนต้น	/kaːn sɔ̀ːŋ klɔ̂ːŋ ráʔ bòp tʰaːŋ dɤːn ʔaː hǎːn sùːan tôn/
การส่องดูนก	/kaːn sɔ̀ːŋ duː nók/
การสอดแนม	/kaːn sɔ̀ːt nɛːm/
การสอดใส่	/kaːn sɔ̀ːt sàj/
การสอน	/kaːn sɔ̌ːn/
การสอนภาษาอังกฤษ	/kaːn sɔ̌ːn pʰaː sǎː ʔaŋ krìt/
การสอนหรือเผยแพร่คำสอนของพระเยซูคริสต์	/kaːn sɔ̌ːn rɯ̌ː pʰɤ̌ːj pʰrɛ̂ː kʰam sɔ̌ːn kʰɔ̌ːŋ pʰráʔ jeː suː kʰrít/
การสอบ	/kaːn sɔ̀ːp/
การสอบกลางภาคเรียน	/kaːn sɔ̀ːp klaːŋ pʰâːk riːan/
การสอบเข้ามหาวิทยาลัย	/kaːn sɔ̀ːp kʰâw má hǎː wít tʰá jaː laj/
การสอบถาม	/kaːn sɔ̀ːp tʰǎːm/
การสอบเทียบ	/kaːn sɔ̀ːp tʰîːap/
การสอบสวนสืบสวน	/kaːn sɔ̀ːp sǔːan sɯ̀ːp sǔːan/
การสะกดการันต์	/kaːn sàʔ kòt kaː ran/
การสะกดจิต	/kaːn sàʔ kòt tɕìt/
การสะกดผิด	/kaːn sàʔ kòt pʰìt/
การสะพายเป้ 	/kaːn sàʔ pʰaːj pêʔ/
การสะสม	/kaːn sàʔ sǒm/
การสะสมแสตมป์	/kaːn sàʔ sǒm sà tɛːm/
การสะสมเหรียญ	/kaːn sàʔ sǒm rǐːan/
การสักการะ	/kaːn sàk kaː ráʔ/
การสั่ง	/kaːn sàŋ/
การสังเกต	/kaːn sǎŋ kèːt/
การสังเคราะห์แสง	/kaːn sǎŋ kʰrɔ́ʔ sɛ̌ːŋ/
การสังวาส	/kaːn sǎŋ wâːt/
การสังหารหมู่	/kaːn sǎŋ hǎːn mùː/
การสั่นสะเทือน	/kaːn sàn sàʔ tʰɯːan/
การสั่นสะเทือนเลื่อนลั่น	/kaːn sàn sàʔ tʰɯːan lɯ̂ːan lân/
การสันดาปภายใน	/kaːn sǎn dàːp pʰaːj naj/
การสัมผัสอักษร	/kaːn sǎm pʰàt ʔàk sɔ̌ːn/
การสาน	/kaːn sǎːn/
การสาปแช่ง	/kaːn sàːp tɕʰɛ̂ːŋ/
การสารภาพ	/kaːn sǎː rá pʰâːp/
การสำรวจ	/kaːn sǎm rùːat/
การสำรวจอวกาศ	/kaːn sǎm rùːat ʔà wá kàːt/
คู่สาย	/kʰûː sǎːj/
คู่สายโทรศัพท์	/kʰûː sǎːj tʰoː rá sàp/
คู่หมั้น	/kʰûː mân/
คู่หมั้นคู่หมาย	/kʰûː mân kʰûː mǎːj/
คู่หมั้นชาย	/kʰûː mân tɕʰaːj/
คู่หมั้นหญิง	/kʰûː mân jǐŋ/
คู่อริ	/kʰûː ʔà rìʔ/
คู่อาฆาต	/kʰûː ʔaː kʰâːt/
คู้	/kʰúː/
คู่ควง	/kʰûː kʰuːaŋ/
