a	/a/
potențiometrie	/potentsiometrije/
potențiometru	/potentsiometru/
poteră	/poterə/
poteraș	/poteraʃ/
poterie	/poterije/
poți	/potsʲ/
potică	/potikə/
poticneală	/potiknĕalə/
poticnire	/potiknire/
poticnit	/potiknit/
potâng	/potɨnɡ/
potir	/potir/
potiră	/potirə/
potiraș	/potiraʃ/
potârniche	/potɨrnikʲ̩e/
poțiune	/potsiune/
potlog	/potloɡ/
potlogar	/potloɡar/
potlogăresc	/potloɡəresk/
potlogărește	/potloɡəreʃte/
potlogări	/potloɡəri/
potlogărie	/potloɡərije/
potlogărire	/potloɡərire/
potlogărit	/potloɡərit/
potmolire	/potmolire/
potmolit	/potmolit/
potnog	/potnoɡ/
potocianu	/pototʃ̩anu/
potoleală	/potolĕalə/
potolească	/potolĕaskə/
potoli	/potoli/
potolire	/potolire/
potolit	/potolit/
potolitor	/potolitor/
potop	/potop/
potopea	/potopĕa/
potopenie	/potopenije/
potopire	/potopire/
potopit	/potopit/
potopitor	/potopitor/
potoroacă	/potorŏakə/
potou	/potow/
potpuri	/potpuri/
potpuriu	/potpuriw/
potra	/potra/
potricală	/potrikalə/
potricălire	/potrikəlire/
potricălit	/potrikəlit/
potrivă	/potrivə/
potrivea	/potrivĕa/
potriveală	/potrivĕalə/
potrivesc	/potrivesk/
potrivește	/potriveʃte/
potrivire	/potrivire/
potrivit	/potrivit/
potrivite	/potrivite/
potrivnic	/potrivnik/
potrivnicie	/potrivnitʃije/
potroc	/potrok/
potronic	/potronik/
potropop	/potropop/
potropopeasă	/potropopĕasə/
poturei	/poturej/
poturi	/poturʲ/
povară	/povarə/
povarnă	/povarnə/
povăros	/povəros/
povață	/povatsə/
povățuială	/povətsujalə/
povățuire	/povətsuire/
povățuit	/povətsuit/
povățuitor	/povətsuitor/
povestar	/povestar/
povestaș	/povestaʃ/
poveste	/poveste/
povestea	/povestĕa/
povesteam	/povestĕam/
povestească	/povestĕaskə/
povestesc	/povestesk/
povestești	/povesteʃtʲ/
povesti	/povesti/
poveștilor	/poveʃtilor/
povestim	/povestim/
povestioară	/povestiŏarə/
povestire	/povestire/
povestirea	/povestirĕa/
povestit	/povestit/
povestitor	/povestitor/
povidlă	/povidlə/
povârnire	/povɨrnire/
povârniș	/povɨrniʃ/
povârnit	/povɨrnit/
povoară	/povŏarə/
povod	/povod/
povoi	/povoj/
poza	/poza/
pozare	/pozare/
pozat	/pozat/
pozderie	/pozderije/
poze	/poze/
poziție	/pozitsije/
poziționare	/pozitsionare/
poziționat	/pozitsionat/
pozițiune	/pozitsiune/
pozitiv	/pozitiv/
pozitivă	/pozitivə/
pozitivism	/pozitivism/
pozitivist	/pozitivist/
pozitivitate	/pozitivitate/
pozitron	/pozitron/
pozitroniu	/pozitronju/
poznă	/poznə/
poznaș	/poznaʃ/
pozologie	/pozolodʒije/
pozunar	/pozunar/
prăbușeală	/prəbuʃĕalə/
prăbuși	/prəbuʃi/
prăbușire	/prəbuʃire/
prăbușisem	/prəbuʃisem/
prăbușit	/prəbuʃit/
prăbușitură	/prəbuʃiturə/
practic	/praktik/
practica	/praktika/
practicabil	/praktikabil/
practicant	/praktikant/
practicare	/praktikare/
practicase	/praktikase/
practicat	/praktikat/
practicate	/praktikate/
practice	/praktitʃe/
practici	/praktitʃʲ/
practicile	/praktitʃile/
practicândo	/praktikɨndo/
practicism	/praktitʃism/
practicist	/praktitʃist/
practicitate	/praktitʃitate/
pradă	/pradə/
prădăciune	/prədətʃ̩une/
prădalică	/prədalikə/
prădalnic	/prədalnik/
prădare	/prədare/
prădat	/prədat/
prădător	/prədətor/
prăduire	/prəduire/
prăduit	/prəduit/
praf	/praf/
prăfăraie	/prəfəraje/
prăfărie	/prəfərije/
prăfos	/prəfos/
praftoriță	/praftoritsə/
praftură	/prafturə/
prăfuială	/prəfujalə/
prăfuire	/prəfuire/
prăfuit	/prəfuit/
prăfuleț	/prəfulets/
prăfuriu	/prəfuriw/
prăfuros	/prəfuros/
prăfușor	/prəfuʃor/
prag	/praɡ/
prăgar	/prəɡar/
praghez	/pragʲ̩ez/
pragmatic	/praɡmatik/
pragmatism	/praɡmatism/
pragmatist	/praɡmatist/
pragul	/praɡul/
prăgușor	/prəɡuʃor/
prahovean	/prahovĕan/
prahoveancă	/prahovĕankə/
praj	/praʒ/
prăjeală	/prəʒĕalə/
prăjină	/prəʒinə/
prăjire	/prəʒire/
prăjit	/prəʒit/
prăjite	/prəʒite/
prăjitoare	/prəʒitŏare/
prăjitor	/prəʒitor/
prăjitură	/prəʒiturə/
prăjituri	/prəʒiturʲ/
prăjiturică	/prəʒiturikə/
pralină	/pralinə/
pramatie	/pramatije/
prandial	/prandijal/
prăpăd	/prəpəd/
prăpădenie	/prəpədenije/
prăpădire	/prəpədire/
prăpădit	/prəpədit/
prăpăditor	/prəpəditor/
prăpăstenie	/prəpəstenije/
prăpastie	/prəpastije/
prăpăstii	/prəpəstij/
prăpăstios	/prəpəstios/
prapor	/prapor/
praporcic	/praportʃik/
praporgescu	/prapordʒesku/
praporgic	/prapordʒik/
prapur	/prapur/
prașă	/praʃə/
prașcău	/praʃkəw/
prăsea	/prəsĕa/
praseodim	/praseodim/
prașilă	/praʃilə/
prăsire	/prəsire/
prăsit	/prəsit/
prășitoare	/prəʃitŏare/
prăsitor	/prəsitor/
prășitură	/prəʃiturə/
prăștiaș	/prəʃtijaʃ/
praștie	/praʃtije/
prăștină	/prəʃtinə/
prastol	/prastol/
prav	/prav/
prăval	/prəval/
prăvălatic	/prəvəlatik/
prăvăliaș	/prəvəlijaʃ/
prăvălie	/prəvəlije/
prăvălioară	/prəvəliŏarə/
prăvălire	/prəvəlire/
prăvăliș	/prəvəliʃ/
prăvălit	/prəvəlit/
prăvăliuță	/prəvəliutsə/
pravilă	/pravilə/
pravilicește	/pravilitʃeʃte/
pravilnic	/pravilnik/
pravilnicesc	/pravilnitʃesk/
pravilnicește	/pravilnitʃeʃte/
praxă	/praksə/
praxeologie	/prakseolodʒije/
praxie	/praksije/
praxiologie	/praksiolodʒije/
praxis	/praksis/
praxiu	/praksju/
praz	/praz/
praznic	/praznik/
prăznuire	/prəznuire/
prăznuit	/prəznuit/
prăzuliu	/prəzuliw/
prea	/prĕa/
preabun	/prĕabun/
preacinstit	/prĕatʃinstit/
preacurat	/prĕakurat/
preacurvie	/prĕakurvije/
preacurvire	/prĕakurvire/
preacuvios	/prĕakuvios/
preacuvioșie	/prĕakuvioʃije/
preafericit	/prĕaferitʃit/
preafrumos	/prĕafrumos/
preajm	/prĕaʒm/
preajmă	/prĕaʒmə/
prealuminat	/prĕaluminat/
preamări	/prĕaməri/
preamărire	/prĕamərire/
preamărit	/prĕamərit/
preamilostiv	/prĕamilostiv/
preanevinovată	/prĕanevinovatə/
preaplecat	/prĕaplekat/
preaplin	/prĕaplin/
preaprețios	/prĕapretsios/
preaprindere	/prĕaprindere/
preaputernic	/prĕaputernik/
preasenă	/prĕasenə/
preasfânt	/prĕasfɨnt/
preatcă	/prĕatkə/
preaviza	/prĕaviza/
prebendă	/prebendə/
prebendar	/prebendar/
prebiotic	/prebiotik/
preburghez	/preburgʲ̩ez/
precădere	/prekədere/
precalcula	/prekalkula/
precalculare	/prekalkulare/
precalculat	/prekalkulat/
precambrian	/prekambrijan/
precapitalist	/prekapitalist/
precar	/prekar/
precaria	/prekarija/
precaritate	/prekaritate/
precarpatic	/prekarpatik/
precaut	/prekaut/
precauție	/prekautsije/
precauțiune	/prekautsiune/
preceda	/pretʃeda/
precedare	/pretʃedare/
precedat	/pretʃedat/
precedent	/pretʃedent/
precedență	/pretʃedentsə/
precedente	/pretʃedente/
precedentul	/pretʃedentul/
precedentului	/pretʃedentuluj/
precept	/pretʃept/
preceptor	/pretʃeptor/
precesie	/pretʃesije/
precesiune	/pretʃesiune/
precestă	/pretʃestə/
precipita	/pretʃipita/
precipitabil	/pretʃipitabil/
precipitant	/pretʃipitant/
precipitare	/pretʃipitare/
precipitat	/pretʃipitat/
precipitație	/pretʃipitatsije/
precipitațiune	/pretʃipitatsiune/
precipitină	/pretʃipitinə/
precipițiu	/pretʃipitsju/
precipitron	/pretʃipitron/
preciput	/pretʃiput/
preciroză	/pretʃirozə/
precis	/pretʃis/
precise	/pretʃise/
precistă	/pretʃistə/
precât	/prekɨt/
preciza	/pretʃiza/
precizabil	/pretʃizabil/
precizamente	/pretʃizamente/
precizare	/pretʃizare/
precizat	/pretʃizat/
precizați	/pretʃizatsʲ/
precizează	/pretʃizĕazə/
precizia	/pretʃizija/
precizie	/pretʃizije/
preciziune	/pretʃiziune/
preclasic	/preklasik/
preclasicism	/preklasitʃism/
precoce	/prekotʃe/
precocitate	/prekotʃitate/
precolumbian	/prekolumbijan/
precomă	/prekomə/
precomandă	/prekomandə/
precombustie	/prekombustije/
precomprimare	/prekomprimare/
precomprimat	/prekomprimat/
preconcentrare	/prekontʃentrare/
preconcepție	/prekontʃeptsije/
preconcepțiune	/prekontʃeptsiune/
preconceput	/prekontʃeput/
preconiza	/prekoniza/
preconizare	/prekonizare/
preconizat	/prekonizat/
preconsolidare	/prekonsolidare/
precontract	/prekontrakt/
precontractual	/prekontraktuwal/
precordial	/prekordijal/
precorector	/prekorektor/
precorectură	/prekorekturə/
precovârșire	/prekovɨrʃire/
precovârșit	/prekovɨrʃit/
precreștin	/prekreʃtin/
precum	/prekum/
precumpănire	/prekumpənire/
precumpănit	/prekumpənit/
precumpănitor	/prekumpənitor/
precupeț	/prekupets/
precupeți	/prekupetsʲ/
precupețire	/prekupetsire/
precupețit	/prekupetsit/
precurma	/prekurma/
precurmare	/prekurmare/
precurmat	/prekurmat/
precurmător	/prekurmətor/
precursor	/prekursor/
precuvânta	/prekuvɨnta/
precuvântare	/prekuvɨntare/
precuvântat	/prekuvɨntat/
preda	/preda/
predabil	/predabil/
predai	/predaj/
predare	/predare/
predat	/predat/
predea	/predĕa/
predeal	/predĕal/
predecedat	/predetʃedat/
predecesor	/predetʃesor/
predecesorul	/predetʃesorul/
predelă	/predelə/
predelean	/predelĕan/
predeleancă	/predelĕankə/
predescu	/predesku/
predestina	/predestina/
predestinare	/predestinare/
predestinat	/predestinat/
predestinație	/predestinatsije/
predetermina	/predetermina/
predeterminant	/predeterminant/
predeterminare	/predeterminare/
predeterminat	/predeterminat/
predeterminație	/predeterminatsije/
predeterminism	/predeterminism/
predica	/predika/
predicabil	/predikabil/
predicare	/predikare/
predicat	/predikat/
predicație	/predikatsije/
predicațiune	/predikatsiune/
predicativ	/predikativ/
predicativitate	/predikativitate/
predicator	/predikator/
predicție	/prediktsije/
predicțiune	/prediktsiune/
predigestie	/predidʒestije/
predilect	/predilekt/
predilecte	/predilekte/
predilecție	/predilektsije/
predispozant	/predispozant/
predispoziție	/predispozitsije/
predispune	/predispune/
predispunere	/predispunere/
predispus	/predispus/
predmet	/predmet/
predoiu	/predoju/
predomina	/predomina/
predominant	/predominant/
predominanță	/predominantsə/
predominare	/predominare/
predominat	/predominat/
predominație	/predominatsije/
predominator	/predominator/
predomni	/predomni/
predomnire	/predomnire/
predomnitor	/predomnitor/
preducea	/predutʃ̩a/
preduf	/preduf/
preechipă	/preekʲ̩ipə/
preelectoral	/preelektoral/
preeminent	/preeminent/
preeminență	/preeminentsə/
preempțiune	/preemptsiune/
preemțiune	/preemtsiune/
preexista	/preegzista/
preexistare	/preegzistare/
preexistent	/preegzistent/
preexistență	/preegzistentsə/
prefabrica	/prefabrika/
prefabricare	/prefabrikare/
prefabricat	/prefabrikat/
prefabricație	/prefabrikatsije/
prefăcător	/prefəkətor/
prefăcătorie	/prefəkətorije/
prefăcătură	/prefəkəturə/
preface	/prefatʃe/
prefacere	/prefatʃere/
prefăcu	/prefəku/
prefăcut	/prefəkut/
prefața	/prefatsa/
prefațare	/prefatsare/
prefațat	/prefatsat/
prefațator	/prefatsator/
prefect	/prefekt/
prefectoral	/prefektoral/
prefectul	/prefektul/
prefectură	/prefekturə/
prefer	/prefer/
prefera	/prefera/
preferabil	/preferabil/
preferanț	/preferants/
preferanță	/preferantsə/
preferare	/preferare/
preferat	/preferat/
preferată	/preferatə/
preferate	/preferate/
preferați	/preferatsʲ/
preferență	/preferentsə/
preferențial	/preferentsijal/
preferențiat	/preferentsijat/
preferință	/preferintsə/
preferire	/preferire/
preferit	/preferit/
prefeudal	/prefeudal/
prefigura	/prefiɡura/
prefigurare	/prefiɡurare/
prefigurat	/prefiɡurat/
prefigurație	/prefiɡuratsije/
prefigurativ	/prefiɡurativ/
prefiltrare	/prefiltrare/
prefiltru	/prefiltru/
prefira	/prefira/
prefirare	/prefirare/
prefirat	/prefirat/
prefix	/prefiks/
prefixa	/prefiksa/
prefixal	/prefiksal/
prefixare	/prefiksare/
prefixat	/prefiksat/
prefixație	/prefiksatsije/
prefixoid	/prefiksoid/
prefixoidal	/prefiksoidal/
preflorație	/prefloratsije/
prefoliație	/prefolijatsije/
preforjare	/preforʒare/
preformare	/preformare/
preformație	/preformatsije/
preformism	/preformism/
preformist	/preformist/
pregăteam	/preɡətĕam/
pregăteau	/preɡətĕaw/
pregătesc	/preɡətesk/
pregătește	/preɡəteʃte/
pregăti	/preɡəti/
pregătim	/preɡətim/
pregătire	/preɡətire/
pregătirea	/preɡətirĕa/
pregătirilor	/preɡətirilor/
pregătise	/preɡətise/
pregătit	/preɡətit/
pregătită	/preɡətitə/
pregătite	/preɡətite/
pregătiți	/preɡətitsʲ/
pregătitor	/preɡətitor/
pregeneric	/predʒenerik/
preget	/predʒet/
pregeta	/predʒeta/
pregetare	/predʒetare/
pregnant	/preɡnant/
pregnanță	/preɡnantsə/
pregusta	/preɡusta/
pregustare	/preɡustare/
pregustat	/preɡustat/
prehensil	/prehensil/
preiau	/prejaw/
preimperialist	/preimperijalist/
preâncălzi	/preɨnkəlzi/
preâncălzire	/preɨnkəlzire/
preâncălzit	/preɨnkəlzit/
preâncălzitor	/preɨnkəlzitor/
preinfarct	/preinfarkt/
preânnoire	/preɨnnoire/
preânnoit	/preɨnnoit/
preânregistrare	/preɨnredʒistrare/
preânregistrat	/preɨnredʒistrat/
preântâmpina	/preɨntɨmpina/
preântâmpinare	/preɨntɨmpinare/
preântâmpinat	/preɨntɨmpinat/
preistoric	/preistorik/
preistorie	/preistorije/
prejmă	/preʒmə/
prejmet	/preʒmet/
prejos	/preʒos/
prejudecată	/preʒudekatə/
prejudeț	/preʒudets/
prejudiciat	/preʒuditʃiat/
prejudiciere	/preʒuditʃijere/
prejudițiu	/preʒuditsju/
prelarg	/prelarɡ/
prelat	/prelat/
prelată	/prelatə/
prelatin	/prelatin/
prelatură	/prelaturə/
prelecție	/prelektsije/
prelecțiune	/prelektsiune/
prelegere	/preledʒere/
preleva	/preleva/
prelevare	/prelevare/
prelevat	/prelevat/
prelimina	/prelimina/
preliminar	/preliminar/
preliminare	/preliminare/
preliminariu	/preliminarju/
preliminat	/preliminat/
prelinge	/prelindʒe/
prelingeau	/prelindʒ̩aw/
prelingere	/prelindʒere/
prelins	/prelins/
prelipceanu	/preliptʃ̩anu/
prelogic	/prelodʒik/
prelua	/preluwa/
preluare	/preluware/
preluase	/preluwase/
preluat	/preluwat/
preluată	/preluwatə/
prelucra	/prelukra/
prelucrabil	/prelukrabil/
prelucrare	/prelukrare/
prelucrat	/prelukrat/
prelucrativ	/prelukrativ/
prelucrător	/prelukrətor/
prelucrez	/prelukrez/
preluda	/preluda/
preludare	/preludare/
prelude	/prelude/
preludere	/preludere/
preludiu	/preludju/
prelung	/prelunɡ/
prelungi	/prelundʒi/
prelungire	/prelundʒire/
prelungise	/prelundʒise/
prelungit	/prelundʒit/
prelungitor	/prelundʒitor/
premarxist	/premarksist/
prematur	/prematur/
premedicație	/premedikatsije/
premedita	/premedita/
premeditare	/premeditare/
premeditat	/premeditat/
premeditație	/premeditatsije/
premeditațiune	/premeditatsiune/
premeneală	/premenĕalə/
premenire	/premenire/
premenit	/premenit/
premenopauză	/premenopauzə/
premergător	/premerɡətor/
premerge	/premerdʒe/
premergere	/premerdʒere/
premers	/premers/
premia	/premija/
premial	/premijal/
premiant	/premijant/
premiat	/premijat/
premier	/premijer/
premieră	/premijerə/
premiere	/premijere/
premierul	/premijerul/
premii	/premij/
premiile	/premijile/
premilitar	/premilitar/
premilitărie	/premilitərije/
premisă	/premisə/
premiu	/premju/
premiză	/premizə/
premodern	/premodern/
premolar	/premolar/
premoniție	/premonitsije/
premonitoriu	/premonitorju/
premonopolist	/premonopolist/
premuniție	/premunitsije/
prenadez	/prenadez/
prenarcoză	/prenarkozə/
prenatal	/prenatal/
prenoire	/prenoire/
prenoit	/prenoit/
prenota	/prenota/
prenotare	/prenotare/
prenotat	/prenotat/
prenumăra	/prenuməra/
prenumărare	/prenumərare/
prenumărat	/prenumərat/
prenume	/prenume/
prenumele	/prenumele/
prenumerant	/prenumerant/
prenumerare	/prenumerare/
prenupțial	/prenuptsijal/
preobrajenie	/preobraʒenije/
preocupa	/preokupa/
preocupare	/preokupare/
preocupat	/preokupat/
preocupate	/preokupate/
preocupați	/preokupatsʲ/
preocupație	/preokupatsije/
preolimpic	/preolimpik/
preoperatoriu	/preoperatorju/
preopina	/preopina/
preopinare	/preopinare/
preopinent	/preopinent/
preorășenesc	/preorəʃenesk/
preot	/preot/
preoteasă	/preotĕasə/
preoțesc	/preotsesk/
preoteșică	/preoteʃikə/
preoțește	/preotseʃte/
preoție	/preotsije/
preoțime	/preotsime/
preoțire	/preotsire/
preoțit	/preotsit/
preotul	/preotul/
prepalatal	/prepalatal/
prepara	/prepara/
preparandial	/preparandijal/
preparandie	/preparandije/
preparandist	/preparandist/
preparare	/preparare/
preparat	/preparat/
preparație	/preparatsije/
preparațiune	/preparatsiune/
preparative	/preparative/
preparator	/preparator/
prepeleac	/prepelĕak/
prepeleag	/prepelĕaɡ/
prepelicar	/prepelikar/
prepeliță	/prepelitsə/
prepelițoi	/prepelitsoj/
prepondera	/prepondera/
preponderant	/preponderant/
preponderanță	/preponderantsə/
preponderare	/preponderare/
preponderent	/preponderent/
preponderență	/preponderentsə/
prepotent	/prepotent/
prepotență	/prepotentsə/
prepotrivire	/prepotrivire/
prepozit	/prepozit/
prepoziție	/prepozitsije/
prepozițiune	/prepozitsiune/
prepozitiv	/prepozitiv/
preprint	/preprint/
prepune	/prepune/
prepunere	/prepunere/
prepus	/prepus/
prepuț	/preputs/
prepuțiu	/preputsju/
prerafaelism	/prerafaelism/
prerafaelit	/prerafaelit/
prerafaelitism	/prerafaelitism/
prerepartizare	/prerepartizare/
prerie	/prerije/
prerogativă	/preroɡativə/
preroman	/preroman/
preromantic	/preromantik/
preromantism	/preromantism/
preș	/preʃ/
presa	/presa/
presădire	/presədire/
presădit	/presədit/
presaj	/presaʒ/
presant	/presant/
presăra	/presəra/
presărare	/presərare/
presărat	/presərat/
presărătură	/presərəturə/
presare	/presare/
presat	/presat/
presator	/presator/
preschimbă	/preskʲ̩imbə/
prescria	/preskrija/
prescură	/preskurə/
prescuriță	/preskuritsə/
președinte	/preʃedinte/
președințial	/preʃedintsijal/
președinție	/preʃedintsije/
preseismic	/preseismik/
preselecta	/preselekta/
preselectare	/preselektare/
preselectat	/preselektat/
preselecție	/preselektsije/
preselector	/preselektor/
presen	/presen/
presenă	/presenə/
presentiment	/presentiment/
preserie	/preserije/
presesiune	/presesiune/
presetupă	/presetupə/
presezon	/presezon/
presgarnitură	/presɡarniturə/
presimțământ	/presimtsəmɨnt/
presimțeam	/presimtsĕam/
presimți	/presimtsi/
presimțire	/presimtsire/
presimțiri	/presimtsirʲ/
presimțit	/presimtsit/
presistolă	/presistolə/
presiune	/presiune/
presocialist	/presotʃialist/
presocratic	/presokratik/
presopunctură	/presopunkturə/
presor	/presor/
presoreceptor	/presoretʃeptor/
presortare	/presortare/
presostat	/presostat/
prespan	/prespan/
prespapier	/prespapijer/
presșpan	/presʃpan/
prest	/prest/
presta	/presta/
prestcitadin	/presttʃitadin/
prestigioase	/prestidʒiŏase/
presto	/presto/
prestol	/prestol/
presupoziție	/presupozitsije/
presupun	/presupun/
presupunctură	/presupunkturə/
presupune	/presupune/
presupunere	/presupunere/
presupus	/presupus/
presupusă	/presupusə/
presupuse	/presupuse/
presur	/presur/
presură	/presurə/
presuriza	/presuriza/
presurizare	/presurizare/
presurizat	/presurizat/
presurizator	/presurizator/
presus	/presus/
presviteră	/presviterə/
preț	/prets/
preta	/preta/
pretăbăcire	/pretəbətʃire/
pretabil	/pretabil/
prețăluire	/pretsəluire/
prețăluit	/pretsəluit/
prețăluitor	/pretsəluitor/
pretare	/pretare/
pretcă	/pretkə/
pretcar	/pretkar/
pretendent	/pretendent/
pretenția	/pretentsija/
pretenție	/pretentsije/
pretențios	/pretentsios/
pretențioși	/pretentsioʃʲ/
pretențiozitate	/pretentsiozitate/
preterit	/preterit/
preterițiune	/preteritsiune/
pretermisie	/pretermisije/
pretext	/pretekst/
pretexta	/preteksta/
pretextare	/pretekstare/
pretextat	/pretekstat/
pretextând	/pretekstɨnd/
pretimpuriu	/pretimpuriw/
pretinde	/pretinde/
pretindere	/pretindere/
pretins	/pretins/
pretinzi	/pretinzʲ/
prețioasă	/pretsiŏasə/
prețioase	/pretsiŏase/
prețios	/pretsios/
prețiozitate	/pretsiozitate/
pretor	/pretor/
pretorat	/pretorat/
pretorian	/pretorijan/
pretorianism	/pretorijanism/
pretoriță	/pretoritsə/
pretoriu	/pretorju/
pretort	/pretort/
prețuiește	/pretsujeʃte/
prețuire	/pretsuire/
prețuit	/pretsuit/
prețuită	/pretsuitə/
prețuitor	/pretsuitor/
prețul	/pretsul/
pretură	/preturə/
prețurile	/pretsurile/
prețurilor	/pretsurilor/
pretutindenea	/pretutindenĕa/
pretutindeni	/pretutindenʲ/
preuman	/preuman/
preumbla	/preumbla/
preumblare	/preumblare/
preumblat	/preumblat/
preuniversitar	/preuniversitar/
preursire	/preursire/
preursit	/preursit/
preuscare	/preuskare/
prevala	/prevala/
prevalare	/prevalare/
prevalent	/prevalent/
prevalență	/prevalentsə/
prevarica	/prevarika/
prevaricare	/prevarikare/
prevaricațiune	/prevarikatsiune/
prevaricator	/prevarikator/
prevăzător	/prevəzətor/
prevăzut	/prevəzut/
prevăzute	/prevəzute/
prevedea	/prevedĕa/
prevedere	/prevedere/
preveni	/preveni/
prevenire	/prevenire/
prevenit	/prevenit/
prevenitor	/prevenitor/
prevenție	/preventsije/
