가	/ka̠/
찾아오다	/t͡ɕʰa̠d͡ʑa̠o̞da̠/
채	/t͡ɕʰɛ̝/
채권	/t͡ɕʰɛ̝ɡwʌ̹n/
채널	/t͡ɕʰɛ̝nʌ̹ɭ/
채눈종이	/t͡ɕʰɛ̝nund͡ʑo̞ŋi/
채다	/t͡ɕʰɛ̝da̠/
채무	/t͡ɕʰɛ̝mu/
채산	/t͡ɕʰɛ̝sʰa̠n/
채소	/t͡ɕʰɛ̝sʰo̞/
채송화	/ˈt͡ɕʰɛ̝ːsʰo̞ŋβwa̠/
채식주의자	/t͡ɕʰɛ̝ɕʰik̚t͡ɕ͈uɰid͡ʑa̠/
채신	/t͡ɕʰɛ̝ɕʰin/
채양안경	/t͡ɕʰɛ̝ja̠ŋa̠nɡjʌ̹ŋ/
채용	/t͡ɕʰɛ̝joŋ/
채우다	/t͡ɕʰɛ̝uda̠/
채점	/t͡ɕʰɛ̝d͡ʑʌ̹m/
채증	/ˈt͡ɕʰɛ̝ːd͡ʑɯŋ/
채집	/t͡ɕʰɛ̝d͡ʑip̚/
채치기	/t͡ɕʰɛ̝t͡ɕʰiɡi/
채택하다	/t͡ɕʰɛ̝tʰɛ̝kʰa̠da̠/
채팅	/t͡ɕʰɛ̝tʰiŋ/
책	/t͡ɕʰɛ̝k̚/
책가방	/t͡ɕʰɛ̝k̚k͈a̠ba̠ŋ/
책꽂이	/t͡ɕʰɛ̝k̚k͈o̞d͡ʑi/
책력	/t͡ɕʰɛ̝ŋɲjʌ̹k̚/
책명	/t͡ɕʰɛ̝ŋmjʌ̹ŋ/
책방	/t͡ɕʰɛ̝k̚p͈a̠ŋ/
책벌레	/t͡ɕʰɛ̝k̚p͈ʌ̹ɭɭe̞/
책상	/t͡ɕʰɛ̝ks͈a̠ŋ/
책임	/t͡ɕʰɛ̝ɡim/
책임감	/t͡ɕʰɛ̝ɡimɡa̠m/
책임자	/t͡ɕʰɛ̝ɡimd͡ʑa̠/
책임지다	/t͡ɕʰɛ̝ɡimd͡ʑida̠/
책장	/t͡ɕʰɛ̝k̚t͡ɕ͈a̠ŋ/
책하다	/t͡ɕʰɛ̝kʰa̠da̠/
챔피언	/t͡ɕʰɛ̝mpʰiʌ̹n/
챙	/t͡ɕʰɛ̝ŋ/
챙기다	/t͡ɕʰɛ̝ŋɡida̠/
챠드	/t͡ɕʰja̠dɯ/
처	/t͡ɕʰʌ̹/
처가	/t͡ɕʰʌ̹ɡa̠/
처가속	/t͡ɕʰʌ̹ɡa̠sʰo̞k̚/
처갓집	/t͡ɕʰʌ̹ɡa̠t̚t͡ɕ͈ip̚/
처격	/t͡ɕʰʌ̹ɡjʌ̹k̚/
처결	/t͡ɕʰʌ̹ɡjʌ̹ɭ/
처궁	/t͡ɕʰʌ̹ɡuŋ/
처근처근	/t͡ɕʰʌ̹ɡɯnt͡ɕʰʌ̹ɡɯn/
처근처근하다	/t͡ɕʰʌ̹ɡɯnt͡ɕʰʌ̹ɡɯnɦa̠da̠/
처깔	/t͡ɕʰʌ̹k͈a̠ɭ/
처깔하다	/t͡ɕʰʌ̹k͈a̠ɾɦa̠da̠/
처끈처끈	/t͡ɕʰʌ̹k͈ɯnt͡ɕʰʌ̹k͈ɯn/
처끈처끈하다	/t͡ɕʰʌ̹k͈ɯnt͡ɕʰʌ̹k͈ɯnɦa̠da̠/
처남	/t͡ɕʰʌ̹na̠m/
처녀	/t͡ɕʰʌ̹ɲjʌ̹/
처녀궁	/t͡ɕʰʌ̹ɲjʌ̹ɡuŋ/
처녀림	/t͡ɕʰʌ̹ɲjʌ̹ɾim/
처녀막	/t͡ɕʰʌ̹ɲjʌ̹ma̠k̚/
처녀비행	/t͡ɕʰʌ̹ɲjʌ̹biɦɛ̝ŋ/
처녀생식	/t͡ɕʰʌ̹ɲjʌ̹sʰɛ̝ŋɕʰik̚/
처녀성	/t͡ɕʰʌ̹ɲjʌ̹sʰʌ̹ŋ/
처녀작	/t͡ɕʰʌ̹ɲjʌ̹d͡ʑa̠k̚/
처녀좌	/t͡ɕʰʌ̹ɲjʌ̹d͡ʑwa̠/
처녀지	/t͡ɕʰʌ̹ɲjʌ̹d͡ʑi/
처녀출판	/t͡ɕʰʌ̹ɲjʌ̹t͡ɕʰuɭpʰa̠n/
처녀항해	/t͡ɕʰʌ̹ɲjʌ̹ɦa̠ŋɦɛ̝/
처단	/t͡ɕʰʌ̹da̠n/
처단하다	/t͡ɕʰʌ̹da̠nɦa̠da̠/
처덕	/t͡ɕʰʌ̹dʌ̹k̚/
처덕거리다	/t͡ɕʰʌ̹dʌ̹k̚k͈ʌ̹ɾida̠/
처덕대다	/t͡ɕʰʌ̹dʌ̹k̚t͈ɛ̝da̠/
처덕이다	/t͡ɕʰʌ̹dʌ̹ɡida̠/
처덕처덕	/t͡ɕʰʌ̹dʌ̹k̚t͡ɕʰʌ̹dʌ̹k̚/
처덕처덕하다	/t͡ɕʰʌ̹dʌ̹k̚t͡ɕʰʌ̹dʌ̹kʰa̠da̠/
처뚝	/t͡ɕʰʌ̹t͈uk̚/
처뚝거리다	/t͡ɕʰʌ̹t͈uk̚k͈ʌ̹ɾida̠/
처뚝대다	/t͡ɕʰʌ̹t͈uk̚t͈ɛ̝da̠/
처뚝이다	/t͡ɕʰʌ̹t͈uɡida̠/
처뚝처뚝	/t͡ɕʰʌ̹t͈uk̚t͡ɕʰʌ̹t͈uk̚/
처뚝처뚝하다	/t͡ɕʰʌ̹t͈uk̚t͡ɕʰʌ̹t͈ukʰa̠da̠/
처뚝하다	/t͡ɕʰʌ̹t͈ukʰa̠da̠/
처량	/t͡ɕʰʌ̹ɾja̠ŋ/
처량하다	/t͡ɕʰʌ̹ɾja̠ŋɦa̠da̠/
처량히	/t͡ɕʰʌ̹ɾja̠ŋʝi/
처럼	/t͡ɕʰʌ̹ɾʌ̹m/
처렁	/t͡ɕʰʌ̹ɾʌ̹ŋ/
처렁거리다	/t͡ɕʰʌ̹ɾʌ̹ŋɡʌ̹ɾida̠/
처렁대다	/t͡ɕʰʌ̹ɾʌ̹ŋdɛ̝da̠/
처렁처렁	/t͡ɕʰʌ̹ɾʌ̹ŋt͡ɕʰʌ̹ɾʌ̹ŋ/
처렁처렁하다	/t͡ɕʰʌ̹ɾʌ̹ŋt͡ɕʰʌ̹ɾʌ̹ŋɦa̠da̠/
처렁하다	/t͡ɕʰʌ̹ɾʌ̹ŋɦa̠da̠/
처르렁	/t͡ɕʰʌ̹ɾɯɾʌ̹ŋ/
처르렁거리다	/t͡ɕʰʌ̹ɾɯɾʌ̹ŋɡʌ̹ɾida̠/
처르렁대다	/t͡ɕʰʌ̹ɾɯɾʌ̹ŋdɛ̝da̠/
처르렁처르렁	/t͡ɕʰʌ̹ɾɯɾʌ̹ŋt͡ɕʰʌ̹ɾɯɾʌ̹ŋ/
처르렁하다	/t͡ɕʰʌ̹ɾɯɾʌ̹ŋɦa̠da̠/
처리	/t͡ɕʰʌ̹ɾi/
처리되다	/t͡ɕʰʌ̹ɾidø̞da̠/, /t͡ɕʰʌ̹ɾidwe̞da̠/
처리장	/t͡ɕʰʌ̹ɾid͡ʑa̠ŋ/
처리하다	/t͡ɕʰʌ̹ɾiɦa̠da̠/
처마도리	/t͡ɕʰʌ̹ma̠do̞ɾi/
처먹다	/t͡ɕʰʌ̹mʌ̹k̚t͈a̠/
처방	/t͡ɕʰʌ̹ba̠ŋ/
처방전	/t͡ɕʰʌ̹ba̠ŋd͡ʑʌ̹n/
처방하다	/t͡ɕʰʌ̹ba̠ŋɦa̠da̠/
처벅거리다	/t͡ɕʰʌ̹bʌ̹k̚k͈ʌ̹ɾida̠/
처벅대다	/t͡ɕʰʌ̹bʌ̹k̚t͈ɛ̝da̠/
처벅처벅	/t͡ɕʰʌ̹bʌ̹k̚t͡ɕʰʌ̹bʌ̹k̚/
처벅처벅하다	/t͡ɕʰʌ̹bʌ̹k̚t͡ɕʰʌ̹bʌ̹kʰa̠da̠/
처벌	/t͡ɕʰʌ̹bʌ̹ɭ/
처벌되다	/t͡ɕʰʌ̹bʌ̹ɭdø̞da̠/, /t͡ɕʰʌ̹bʌ̹ɭdwe̞da̠/
처벌하다	/t͡ɕʰʌ̹bʌ̹ɾɦa̠da̠/
처복	/t͡ɕʰʌ̹bo̞k̚/
처부모	/t͡ɕʰʌ̹bumo̞/
처분	/t͡ɕʰʌ̹bun/
처분거리다	/t͡ɕʰʌ̹bunɡʌ̹ɾida̠/
처분권	/t͡ɕʰʌ̹bunɡwʌ̹n/
처분대다	/t͡ɕʰʌ̹bundɛ̝da̠/
처분되다	/t͡ɕʰʌ̹bundø̞da̠/, /t͡ɕʰʌ̹bundwe̞da̠/
처분명령	/t͡ɕʰʌ̹bunmjʌ̹ŋɲjʌ̹ŋ/
처분처분	/t͡ɕʰʌ̹bunt͡ɕʰʌ̹bun/
처분처분하다	/t͡ɕʰʌ̹bunt͡ɕʰʌ̹bunɦa̠da̠/
처분하다	/t͡ɕʰʌ̹bunɦa̠da̠/
처분행위	/t͡ɕʰʌ̹bunɦɛ̝ŋɥi/, /t͡ɕʰʌ̹bunɦɛ̝ŋy/
처사	/t͡ɕʰʌ̹sʰa̠/
처삼촌	/t͡ɕʰʌ̹sʰa̠mt͡ɕʰo̞n/
처상	/t͡ɕʰʌ̹sʰa̠ŋ/
처서	/t͡ɕʰʌ̹sʰʌ̹/
처세	/t͡ɕʰʌ̹sʰe̞/
처세술	/t͡ɕʰʌ̹sʰe̞sʰuɭ/
처소	/t͡ɕʰʌ̹sʰo̞/
처숙	/t͡ɕʰʌ̹sʰuk̚/
처숙부	/t͡ɕʰʌ̹sʰuk̚p͈u/
처시하	/t͡ɕʰʌ̹ɕʰiɦa̠/
처신	/t͡ɕʰʌ̹ɕʰin/
처신술	/t͡ɕʰʌ̹ɕʰinsʰuɭ/
처신하다	/t͡ɕʰʌ̹ɕʰinɦa̠da̠/
처연	/t͡ɕʰʌ̹jʌ̹n/
처외가	/t͡ɕʰʌ̹ø̞ɡa̠/, /t͡ɕʰʌ̹we̞ɡa̠/
처외편	/t͡ɕʰʌ̹ø̞pʰjʌ̹n/, /t͡ɕʰʌ̹we̞pʰjʌ̹n/
처용무	/t͡ɕʰʌ̹joŋmu/
처우	/t͡ɕʰʌ̹u/
처음	/t͡ɕʰʌ̹ɯm/
처자	/t͡ɕʰʌ̹d͡ʑa̠/
처장	/t͡ɕʰʌ̹d͡ʑa̠ŋ/
처절	/t͡ɕʰʌ̹d͡ʑʌ̹ɭ/
처절썩	/t͡ɕʰʌ̹d͡ʑʌ̹ɭs͈ʌ̹k̚/
처절썩거리다	/t͡ɕʰʌ̹d͡ʑʌ̹ɭs͈ʌ̹k̚k͈ʌ̹ɾida̠/
처절썩대다	/t͡ɕʰʌ̹d͡ʑʌ̹ɭs͈ʌ̹k̚t͈ɛ̝da̠/
처절썩처절썩	/t͡ɕʰʌ̹d͡ʑʌ̹ɭs͈ʌ̹k̚t͡ɕʰʌ̹d͡ʑʌ̹ɭs͈ʌ̹k̚/
처절썩처절썩하다	/t͡ɕʰʌ̹d͡ʑʌ̹ɭs͈ʌ̹k̚t͡ɕʰʌ̹d͡ʑʌ̹ɭs͈ʌ̹kʰa̠da̠/
처절썩하다	/t͡ɕʰʌ̹d͡ʑʌ̹ɭs͈ʌ̹kʰa̠da̠/
처제	/t͡ɕʰʌ̹d͡ʑe̞/
처조모	/t͡ɕʰʌ̹d͡ʑo̞mo̞/
처조부	/t͡ɕʰʌ̹d͡ʑo̞bu/
처족	/t͡ɕʰʌ̹d͡ʑo̞k̚/
처지	/t͡ɕʰʌ̹d͡ʑi/
처지다	/t͡ɕʰʌ̹d͡ʑida̠/
처참	/t͡ɕʰʌ̹t͡ɕʰa̠m/
처창	/t͡ɕʰʌ̹t͡ɕʰa̠ŋ/
처처	/t͡ɕʰʌ̹t͡ɕʰʌ̹/
처첩	/t͡ɕʰʌ̹t͡ɕʰʌ̹p̚/
처첩궁	/t͡ɕʰʌ̹t͡ɕʰʌ̹p̚k͈uŋ/
처치	/t͡ɕʰʌ̹t͡ɕʰi/
처치하다	/t͡ɕʰʌ̹t͡ɕʰiɦa̠da̠/
처형	/t͡ɕʰʌ̹ʝjʌ̹ŋ/
처형되다	/t͡ɕʰʌ̹ʝjʌ̹ŋdø̞da̠/, /t͡ɕʰʌ̹ʝjʌ̹ŋdwe̞da̠/
처형하다	/t͡ɕʰʌ̹ʝjʌ̹ŋɦa̠da̠/
척	/t͡ɕʰʌ̹k̚/
척결	/t͡ɕʰʌ̹k̚k͈jʌ̹ɭ/
척결하다	/t͡ɕʰʌ̹k̚k͈jʌ̹ɾɦa̠da̠/
척골	/t͡ɕʰʌ̹k̚k͈o̞ɭ/
척관법	/t͡ɕʰʌ̹k̚k͈wa̠nbʌ̹p̚/
척도	/t͡ɕʰʌ̹k̚t͈o̞/
척량	/t͡ɕʰʌ̹ŋɲja̠ŋ/
척량골	/t͡ɕʰʌ̹ŋɲja̠ŋɡo̞ɭ/
척량산맥	/t͡ɕʰʌ̹ŋɲja̠ŋsʰa̠nmɛ̝k̚/
척력	/t͡ɕʰʌ̹ŋɲjʌ̹k̚/
척리	/t͡ɕʰʌ̹ŋni/
척박	/t͡ɕʰʌ̹k̚p͈a̠k̚/
척박하다	/t͡ɕʰʌ̹k̚p͈a̠kʰa̠da̠/
척불론	/t͡ɕʰʌ̹k̚p͈uɭɭo̞n/
척사회	/t͡ɕʰʌ̹ks͈a̠ɦø̞/, /t͡ɕʰʌ̹ks͈a̠βwe̞/
척삭	/t͡ɕʰʌ̹ks͈a̠k̚/
척삭동물	/t͡ɕʰʌ̹ks͈a̠k̚t͈o̞ŋmuɭ/
척살	/t͡ɕʰʌ̹ks͈a̠ɭ/
척살되다	/t͡ɕʰʌ̹ks͈a̠ɭdø̞da̠/, /t͡ɕʰʌ̹ks͈a̠ɭdwe̞da̠/
척살하다	/t͡ɕʰʌ̹ks͈a̠ɾɦa̠da̠/
척소	/t͡ɕʰʌ̹ks͈o̞/
척속	/t͡ɕʰʌ̹ks͈o̞k̚/
척수	/t͡ɕʰʌ̹ks͈u/
척수막	/t͡ɕʰʌ̹ks͈uma̠k̚/
척수신경	/t͡ɕʰʌ̹ks͈uɕʰinɡjʌ̹ŋ/
척수염	/t͡ɕʰʌ̹ks͈ujʌ̹m/
척식	/t͡ɕʰʌ̹kɕ͈ik̚/
척신	/t͡ɕʰʌ̹kɕ͈in/
척안	/t͡ɕʰʌ̹ɡa̠n/
척애	/t͡ɕʰʌ̹ɡɛ̝/
척연	/t͡ɕʰʌ̹ɡjʌ̹n/
척연하다	/t͡ɕʰʌ̹ɡjʌ̹nɦa̠da̠/
척영	/t͡ɕʰʌ̹ɡjʌ̹ŋ/
척제	/t͡ɕʰʌ̹k̚t͡ɕ͈e̞/
척주	/t͡ɕʰʌ̹k̚t͡ɕ͈u/
척지	/t͡ɕʰʌ̹k̚t͡ɕ͈i/
척창	/t͡ɕʰʌ̹k̚t͡ɕʰa̠ŋ/
척척	/t͡ɕʰʌ̹k̚t͡ɕʰʌ̹k̚/
척척하다	/t͡ɕʰʌ̹k̚t͡ɕʰʌ̹kʰa̠da̠/
척촌	/t͡ɕʰʌ̹k̚t͡ɕʰo̞n/
척추	/t͡ɕʰʌ̹k̚t͡ɕʰu/
척추골	/t͡ɕʰʌ̹k̚t͡ɕʰuɡo̞ɭ/
척추동물	/t͡ɕʰʌ̹k̚t͡ɕʰudo̞ŋmuɭ/
척추뼈	/t͡ɕʰʌ̹k̚t͡ɕʰup͈jʌ̹/
척추염	/t͡ɕʰʌ̹k̚t͡ɕʰujʌ̹m/
척출	/t͡ɕʰʌ̹k̚t͡ɕʰuɭ/
척출되다	/t͡ɕʰʌ̹k̚t͡ɕʰuɭdø̞da̠/, /t͡ɕʰʌ̹k̚t͡ɕʰuɭdwe̞da̠/
척출하다	/t͡ɕʰʌ̹k̚t͡ɕʰuɾɦa̠da̠/
척탄통	/t͡ɕʰʌ̹k̚tʰa̠ntʰo̞ŋ/
척토	/t͡ɕʰʌ̹k̚tʰo̞/
척하다	/t͡ɕʰʌ̹kʰa̠da̠/
척행	/t͡ɕʰʌ̹kʰɛ̝ŋ/
척화	/t͡ɕʰʌ̹kʰwa̠/
척화비	/t͡ɕʰʌ̹kʰwa̠bi/
척후	/t͡ɕʰʌ̹kʰu/
척후대	/t͡ɕʰʌ̹kʰudɛ̝/
척후병	/t͡ɕʰʌ̹kʰubjʌ̹ŋ/
척후전	/t͡ɕʰʌ̹kʰud͡ʑʌ̹n/
천	/t͡ɕʰʌ̹n/
천간	/t͡ɕʰʌ̹nɡa̠n/
천갈궁	/t͡ɕʰʌ̹nɡa̠ɭɡuŋ/
천개	/t͡ɕʰʌ̹nɡɛ̝/
천거	/t͡ɕʰʌ̹nɡʌ̹/
천고	/t͡ɕʰʌ̹nɡo̞/
천고마비	/t͡ɕʰʌ̹nɡo̞ma̠bi/
천고만난	/t͡ɕʰʌ̹nɡo̞ma̠nna̠n/
천고불후	/t͡ɕʰʌ̹nɡo̞buɾβu/
천곡	/t͡ɕʰʌ̹nɡo̞k̚/
천골	/t͡ɕʰʌ̹nɡo̞ɭ/
천공	/t͡ɕʰʌ̹nɡo̞ŋ/
천공기	/t͡ɕʰʌ̹nɡo̞ŋɡi/
천공판	/t͡ɕʰʌ̹nɡo̞ŋpʰa̠n/
천관	/t͡ɕʰʌ̹nɡwa̠n/
천광	/t͡ɕʰʌ̹nɡwa̠ŋ/
천구	/t͡ɕʰʌ̹nɡu/
천구본	/t͡ɕʰʌ̹nɡubo̞n/
천구성	/t͡ɕʰʌ̹nɡusʰʌ̹ŋ/
천구의	/t͡ɕʰʌ̹nɡuɰi/
천구좌표	/t͡ɕʰʌ̹nɡud͡ʑwa̠pʰjo/
천국	/t͡ɕʰʌ̹nɡuk̚/
천군	/t͡ɕʰʌ̹nɡun/
천군만마	/t͡ɕʰʌ̹nɡunma̠nma̠/
천궁	/t͡ɕʰʌ̹nɡuŋ/
천극	/t͡ɕʰʌ̹nɡɯk̚/
천근	/t͡ɕʰʌ̹nɡɯn/
천근역사	/t͡ɕʰʌ̹nɡɯɲjʌ̹ks͈a̠/
천금	/t͡ɕʰʌ̹nɡɯm/
천금연낙	/t͡ɕʰʌ̹nɡɯmjʌ̹nna̠k̚/
천금준마	/t͡ɕʰʌ̹nɡɯmd͡ʑunma̠/
천기	/t͡ɕʰʌ̹nɡi/
천기누설	/t͡ɕʰʌ̹nɡinusʰʌ̹ɭ/
천남성	/t͡ɕʰʌ̹nna̠msʰʌ̹ŋ/
천녀	/t͡ɕʰʌ̹nɲjʌ̹/
천녀손	/t͡ɕʰʌ̹nɲjʌ̹sʰo̞n/
천년	/t͡ɕʰʌ̹nɲjʌ̹n/
천년만년	/t͡ɕʰʌ̹nɲjʌ̹nma̠nɲjʌ̹n/
천년왕국	/t͡ɕʰʌ̹nɲjʌ̹nwa̠ŋɡuk̚/
천년일청	/t͡ɕʰʌ̹nɲjʌ̹niɭt͡ɕʰʌ̹ŋ/
천당	/t͡ɕʰʌ̹nda̠ŋ/
천대	/t͡ɕʰʌ̹ndɛ̝/
천덩	/t͡ɕʰʌ̹ndʌ̹ŋ/
천덩거리다	/t͡ɕʰʌ̹ndʌ̹ŋɡʌ̹ɾida̠/
천도	/t͡ɕʰʌ̹ndo̞/
천도교	/t͡ɕʰʌ̹ndo̞ɡjo/
천동	/t͡ɕʰʌ̹ndo̞ŋ/
천동설	/t͡ɕʰʌ̹ndo̞ŋsʰʌ̹ɭ/
천둥	/t͡ɕʰʌ̹nduŋ/
천랑성	/t͡ɕʰʌ̹ɭɭa̠ŋsʰʌ̹ŋ/
천렵	/t͡ɕʰʌ̹ɭʎjʌ̹p̚/
천륜	/t͡ɕʰʌ̹ɭʎjun/
천륜지정	/t͡ɕʰʌ̹ɭʎjund͡ʑid͡ʑʌ̹ŋ/
천리	/t͡ɕʰʌ̹ɭʎi/
천리교	/t͡ɕʰʌ̹ɭʎiɡjo/
천리마	/t͡ɕʰʌ̹ɭʎima̠/
천리만리	/t͡ɕʰʌ̹ɭʎima̠ɭʎi/
천리안	/t͡ɕʰʌ̹ɭʎia̠n/
천마	/t͡ɕʰʌ̹nma̠/
천마도	/t͡ɕʰʌ̹nma̠do̞/
천마총	/t͡ɕʰʌ̹nma̠t͡ɕʰo̞ŋ/
천막	/t͡ɕʰʌ̹nma̠k̚/
천막촌	/t͡ɕʰʌ̹nma̠k̚t͡ɕʰo̞n/
천만	/t͡ɕʰʌ̹nma̠n/
천만년	/t͡ɕʰʌ̹nma̠nɲjʌ̹n/
천만다행	/t͡ɕʰʌ̹nma̠nda̠ɦɛ̝ŋ/
천만대	/t͡ɕʰʌ̹nma̠ndɛ̝/
천만리	/t͡ɕʰʌ̹nma̠ɭʎi/
천만번	/t͡ɕʰʌ̹nma̠nbʌ̹n/
천만부당	/t͡ɕʰʌ̹nma̠nbuda̠ŋ/
천매암	/t͡ɕʰʌ̹nmɛ̝a̠m/
천명	/t͡ɕʰʌ̹nmjʌ̹ŋ/
천문	/t͡ɕʰʌ̹nmun/
천문단위	/t͡ɕʰʌ̹nmunda̠nɥi/, /t͡ɕʰʌ̹nmunda̠ny/
천문대	/t͡ɕʰʌ̹nmundɛ̝/
천문도	/t͡ɕʰʌ̹nmundo̞/
천문동	/t͡ɕʰʌ̹nmundo̞ŋ/
천문조	/t͡ɕʰʌ̹nmund͡ʑo̞/
천문학	/t͡ɕʰʌ̹nmunɦa̠k̚/
천문학자	/t͡ɕʰʌ̹nmunɦa̠k̚t͡ɕ͈a̠/
천문학적	/t͡ɕʰʌ̹nmunɦa̠k̚t͡ɕ͈ʌ̹k̚/
천문항법	/t͡ɕʰʌ̹nmunɦa̠ŋbʌ̹p̚/
천민	/t͡ɕʰʌ̹nmin/
천민문학	/t͡ɕʰʌ̹nminmunɦa̠k̚/
천박	/t͡ɕʰʌ̹nba̠k̚/
천방뚝	/t͡ɕʰʌ̹nba̠ŋt͈uk̚/
천방지축	/t͡ɕʰʌ̹nba̠ŋd͡ʑit͡ɕʰuk̚/
천벌	/t͡ɕʰʌ̹nbʌ̹ɭ/
천병만마	/t͡ɕʰʌ̹nbjʌ̹ŋma̠nma̠/
천부	/t͡ɕʰʌ̹nbu/
천부적	/t͡ɕʰʌ̹nbud͡ʑʌ̹k̚/
천분	/t͡ɕʰʌ̹nbun/
천분율	/t͡ɕʰʌ̹nbuɲjuɭ/
천불동	/t͡ɕʰʌ̹nbuɭdo̞ŋ/
천비	/t͡ɕʰʌ̹nbi/
천사	/t͡ɕʰʌ̹nsʰa̠/
천산	/t͡ɕʰʌ̹nsʰa̠n/
천산갑	/t͡ɕʰʌ̹nsʰa̠nɡa̠p̚/
천상	/t͡ɕʰʌ̹nsʰa̠ŋ/
천상계	/t͡ɕʰʌ̹nsʰa̠ŋɡje̞/, /t͡ɕʰʌ̹nsʰa̠ŋɡe̞/
천상천하	/t͡ɕʰʌ̹nsʰa̠ŋt͡ɕʰʌ̹nɦa̠/
천생	/t͡ɕʰʌ̹nsʰɛ̝ŋ/
천생배필	/t͡ɕʰʌ̹nsʰɛ̝ŋbɛ̝pʰiɭ/
천생연분	/t͡ɕʰʌ̹nsʰɛ̝ŋjʌ̹nbun/
천성	/t͡ɕʰʌ̹nsʰʌ̹ŋ/
천수	/t͡ɕʰʌ̹nsʰu/
천수경	/t͡ɕʰʌ̹nsʰuɡjʌ̹ŋ/
천수관음	/t͡ɕʰʌ̹nsʰuɡwa̠nɯm/
천수답	/t͡ɕʰʌ̹nsʰuda̠p̚/
천시	/t͡ɕʰʌ̹nɕʰi/
천식	/t͡ɕʰʌ̹nɕʰik̚/
천신만고	/t͡ɕʰʌ̹nɕʰinma̠nɡo̞/
천양	/t͡ɕʰʌ̹ɲja̠ŋ/
천양지간	/t͡ɕʰʌ̹ɲja̠ŋd͡ʑiɡa̠n/
천양지차	/t͡ɕʰʌ̹ɲja̠ŋd͡ʑit͡ɕʰa̠/
천양지판	/t͡ɕʰʌ̹ɲja̠ŋd͡ʑipʰa̠n/
천업	/t͡ɕʰʌ̹nʌ̹p̚/
천연	/t͡ɕʰʌ̹ɲjʌ̹n/
천연과실	/t͡ɕʰʌ̹ɲjʌ̹nɡwa̠ɕʰiɭ/
천연두	/t͡ɕʰʌ̹ɲjʌ̹ndu/
천연림	/t͡ɕʰʌ̹ɲjʌ̹ɭʎim/
천연물	/t͡ɕʰʌ̹ɲjʌ̹nmuɭ/
천연비료	/t͡ɕʰʌ̹ɲjʌ̹nbiɾjo/
천연색	/t͡ɕʰʌ̹ɲjʌ̹nsʰɛ̝k̚/
천연색텔레비전	/t͡ɕʰʌ̹ɲjʌ̹nsʰɛ̝k̚tʰe̞ɭɭe̞bid͡ʑʌ̹n/
천연섬유	/t͡ɕʰʌ̹ɲjʌ̹nsʰʌ̹mju/
천연수지	/t͡ɕʰʌ̹ɲjʌ̹nsʰud͡ʑi/
천연염료	/t͡ɕʰʌ̹ɲjʌ̹ɲjʌ̹mɲjo/
천연자석	/t͡ɕʰʌ̹ɲjʌ̹nd͡ʑa̠sʰʌ̹k̚/
천연자원	/t͡ɕʰʌ̹ɲjʌ̹nd͡ʑa̠wʌ̹n/
천연적	/t͡ɕʰʌ̹ɲjʌ̹nd͡ʑʌ̹k̚/
천연향료	/t͡ɕʰʌ̹ɲjʌ̹nʝja̠ŋɲjo/
천왕	/t͡ɕʰʌ̹nwa̠ŋ/
천왕문	/t͡ɕʰʌ̹nwa̠ŋmun/
천왕성	/t͡ɕʰʌ̹nwa̠ŋsʰʌ̹ŋ/
천우신조	/t͡ɕʰʌ̹nuɕʰind͡ʑo̞/
천운	/t͡ɕʰʌ̹nun/
천의무봉	/t͡ɕʰʌ̹nɰimubo̞ŋ/
천이	/t͡ɕʰʌ̹ni/
천인	/t͡ɕʰʌ̹nin/
천인공노	/t͡ɕʰʌ̹ninɡo̞ŋno̞/
천일기도	/t͡ɕʰʌ̹niɭɡido̞/
천일야화	/t͡ɕʰʌ̹niɾja̠βwa̠/
천일염	/t͡ɕʰʌ̹niɾjʌ̹m/
천일제염	/t͡ɕʰʌ̹niɭd͡ʑe̞jʌ̹m/
천일주	/t͡ɕʰʌ̹niɭd͡ʑu/
천일초	/t͡ɕʰʌ̹niɭt͡ɕʰo̞/
천일홍	/t͡ɕʰʌ̹niɾβo̞ŋ/
천자	/t͡ɕʰʌ̹nd͡ʑa̠/
천자만홍	/t͡ɕʰʌ̹nd͡ʑa̠ma̠nβo̞ŋ/
천자문	/t͡ɕʰʌ̹nd͡ʑa̠mun/
천장	/t͡ɕʰʌ̹nd͡ʑa̠ŋ/
천재	/t͡ɕʰʌ̹nd͡ʑɛ̝/
천재교육	/t͡ɕʰʌ̹nd͡ʑɛ̝ɡjojuk̚/
천재일우	/t͡ɕʰʌ̹nd͡ʑɛ̝iɾu/
천재적	/t͡ɕʰʌ̹nd͡ʑɛ̝d͡ʑʌ̹k̚/
천재지변	/t͡ɕʰʌ̹nd͡ʑɛ̝d͡ʑibjʌ̹n/
천저점	/t͡ɕʰʌ̹nd͡ʑʌ̹d͡ʑʌ̹m/
천적	/t͡ɕʰʌ̹nd͡ʑʌ̹k̚/
천정	/t͡ɕʰʌ̹nd͡ʑʌ̹ŋ/
천정거리	/t͡ɕʰʌ̹nd͡ʑʌ̹ŋɡʌ̹ɾi/
천정배필	/t͡ɕʰʌ̹nd͡ʑʌ̹ŋbɛ̝pʰiɭ/
천정의	/t͡ɕʰʌ̹nd͡ʑʌ̹ŋɰi/
천정점	/t͡ɕʰʌ̹nd͡ʑʌ̹ŋd͡ʑʌ̹m/
