𠻺	/a:˨/
飢荒	/kei˥ fɔ:ŋ˥/
飢餓	/kei˥ ŋɔ:˨/, /kei˥ ɔ:˨/
飢餓感	/kei˥ ŋɔ:˨ kɐm˧˥/, /kei˥ ɔ:˨ kɐm˧˥/
飢饉	/kei˥ kɐn˧˥/
飣	/tɪŋ˧/
飤	/tsi:˨/
飥	/tʰɔ:k˧/
飧	/sy:n˥/
飩	/tʰɐn˥/, /tʰɐn˨˩/
飪	/jɐm˩˧/, /jɐm˨/
飫	/jy:˧/
飭	/tsʰɪk˥/, /sɪk˥/
飯	/fa:n˨/
𦧲飯	/kɛ:u˥ fa:n˨/
𢳂飯	/pɐt˥ fa:n˨/
飯匙	/fa:n˨ tsʰi:˨˩/
飯堂	/fa:n˨ tʰɔ:ŋ˨˩/
飯局	/fa:n˨ kʊk˨/
飯店	/fa:n˨ ti:m˧/
飯廳	/fa:n˨ tʰɛ:ŋ˥/
𦧲飯應	/kɛ:u˥ fa:n˨ jɪŋ˧/
飯枱	/fa:n˨ tʰɔ:i˧˥/
飯桶	/fa:n˨ tʰʊŋ˧˥/
飯檯	/fa:n˨ tʰɔ:i˧˥/
飯殼	/fa:n˨ hɔ:k˧/
飯湯	/fa:n˨ tʰɔ:ŋ˥/
飯焦	/fa:n˨ tsi:u˥/
飯煲	/fa:n˨ pou˥/
飯盒	/fa:n˨ hɐp˨/
飯碗	/fa:n˨ wu:n˧˥/
飯票	/fa:n˨ pʰi:u˧/
飯粒	/fa:n˨ nɐp˥/
飯糰	/fa:n˨ tʰy:n˨˩/
飯缽	/fa:n˨ pu:t˧/
飯腳	/fa:n˨ kœ:k˧/
飯菜	/fa:n˨ tsʰɔ:i˧/
飯蓋	/fa:n˨ kɔ:i˧/
飯袋	/fa:n˨ tɔ:i˨/
飯量	/fa:n˨ lœ:ŋ˨/
飯鍋	/fa:n˨ wɔ:˥/
飯鏟	/fa:n˨ tsʰa:n˧˥/
飯鏟頭	/fa:n˨ tsʰa:n˧˥ tʰɐu˨˩/
飯館	/fa:n˨ ku:n˧˥/
飯餸	/fa:n˨ sʊŋ˧/
飲	/jɐm˧˥/
飲	/jɐm˧˥/, /jɐm˧/
飲傻仔水	/jɐm˧˥ sɔ:˨˩ tsɐi˧˥ sɵy˧˥/
飲到面紅紅	/jɐm˧˥ tou˧ mi:n˨ hʊŋ˨˩ hʊŋ˨˩/
飲勝	/jɐm˧˥ sɪŋ˧/
飲勝佢	/jɐm˧˥ sɪŋ˧ kʰɵy˩˧/
飲品	/jɐm˧˥ pɐn˧˥/
飲啖水	/jɐm˧˥ ta:m˨ sɵy˧˥/
飲啖茶	/jɐm˧˥ ta:m˨ tsʰa:˨˩/
飲嘢	/jɐm˧˥ jɛ:˩˧/
飲大咗	/jɐm˧˥ ta:i˨ tsɔ:˧˥/
飲大咗兩杯	/jɐm˧˥ ta:i˨ tsɔ:˧˥ lœ:ŋ˩˧ pu:i˥/
飲彈	/jɐm˧˥ ta:n˨/
飲彈自盡	/jɐm˧˥ ta:n˨ tsi:˨ tsɵn˨/
飲恨	/jɐm˧˥ hɐn˨/
飲恨而終	/jɐm˧˥ hɐn˨ ji:˨˩ tsʊŋ˥/
飲料	/jɐm˧˥ li:u˨/
飲料店	/jɐm˧˥ li:u˨ ti:m˧/
飲杯	/jɐm˧˥ pu:i˥/
飲水	/jɐm˧˥ sɵy˧˥/
飲水思源	/jɐm˧˥ sɵy˧˥ si:˥ jy:n˨˩/
飲水機	/jɐm˧˥ sɵy˧˥ kei˥/
飲泣	/jɐm˧˥ jɐp˥/
飲用	/jɐm˧˥ jʊŋ˨/
飲用水	/jɐm˧˥ jʊŋ˨ sɵy˧˥/
飲筒	/jɐm˧˥ tʰʊŋ˧˥/
飲管	/jɐm˧˥ ku:n˧˥/
飲翻杯喇	/jɐm˧˥ fa:n˥ pu:i˥ la:˥/
飲茶	/jɐm˧˥ tsʰa:˨˩/
飲茶錢	/jɐm˧˥ tsʰa:˨˩ tsʰi:n˧˥/
飲衫	/jɐm˧˥ sa:m˥/
飲酒	/jɐm˧˥ tsɐu˧˥/
飲醇自醉	/jɐm˧˥ sɵn˨˩ tsi:˨ tsɵy˧/
飲醉	/jɐm˧˥ tsɵy˧/
飲醉咗	/jɐm˧˥ tsɵy˧ tsɔ:˧˥/
飲醉酒	/jɐm˧˥ tsɵy˧ tsɐu˧˥/
飲頭啖湯	/jɐm˧˥ tʰɐu˨˩ ta:m˨ tʰɔ:ŋ˥/
飲食	/jɐm˧˥ sɪk˨/
飲食失調	/jɐm˧˥ sɪk˨ sɐt˥ tʰi:u˨˩/
飲食店	/jɐm˧˥ sɪk˨ ti:m˧/
飲食業	/jɐm˧˥ sɪk˨ ji:p˨/
飲食男女	/jɐm˧˥ sɪk˨ na:m˨˩ nɵy˩˧/, /jɐm˧˥ sɪk˨ la:m˨˩ lɵy˩˧/
飲飲食食	/jɐm˧˥ jɐm˧˥ sɪk˨ sɪk˨/
飲鴆止渴	/jɐm˧˥ tsɐm˨ tsi:˧˥ hɔ:t˧/
飴	/ji:˨˩/
飴糖	/ji:˨˩ tʰɔ:ŋ˨˩/
飵	/tsɔ:k˧/
飶	/pɐt˨/, /pi:t˥/
飺	/tsʰi:˥/
飼	/tsi:˨/
飼料	/tsi:˨ li:u˨/
飼養	/tsi:˨ jœ:ŋ˩˧/
飽	/pa:u˧˥/
飽受	/pa:u˧˥ sɐu˨/
飽含	/pa:u˧˥ hɐm˨˩/
飽和	/pa:u˧˥ wɔ:˨˩/
飽和度	/pa:u˧˥ wɔ:˨˩ tou˨/
飽和狀態	/pa:u˧˥ wɔ:˨˩ tsɔ:ŋ˨ tʰa:i˧/
飽和點	/pa:u˧˥ wɔ:˨˩ ti:m˧˥/
飽嗝	/pa:u˧˥ ka:k˧/
飽嘗	/pa:u˧˥ sœ:ŋ˨˩/
飽嚐	/pa:u˧˥ sœ:ŋ˨˩/
飽學	/pa:u˧˥ hɔ:k˨/
飽學之士	/pa:u˧˥ hɔ:k˨ tsi:˥ si:˨/
飽得滯	/pa:u˧˥ tɐk˥ tsɐi˨/
飽得濟	/pa:u˧˥ tɐk˥ tsɐi˨/
飽擦一輪	/pa:u˧˥ tsʰa:t˧ jɐt˥ lɵn˨˩/
飽暖	/pa:u˧˥ ny:n˩˧/, /pa:u˧˥ ly:n˩˧/
飽暖思淫慾	/pa:u˧˥ ny:n˩˧ si:˥ jɐm˨˩ jʊk˨/, /pa:u˧˥ ly:n˩˧ si:˥ jɐm˨˩ jʊk˨/
飽死	/pa:u˧˥ sei˧˥/
飽死我啦！	/pa:u˧˥ sei˧˥ ŋɔ:˩˧ la:˧/
飽滿	/pa:u˧˥ mu:n˩˧/
飽經	/pa:u˧˥ kɪŋ˥/
飽經世故	/pa:u˧˥ kɪŋ˥ sɐi˧ ku:˧/
飽經滄桑	/pa:u˧˥ kɪŋ˥ tsʰɔ:ŋ˥ sɔ:ŋ˥/
飽經風霜	/pa:u˧˥ kɪŋ˥ fʊŋ˥ sœ:ŋ˥/
飽食	/pa:u˧˥ sɪk˨/
飽食終日	/pa:u˧˥ sɪk˨ tsʊŋ˥ jɐt˨/
飽餐	/pa:u˧˥ tsʰa:n˥/
飾	/sɪk˥/
飾品	/sɪk˥ pɐn˧˥/
飾物	/sɪk˥ mɐt˨/
餂	/tʰi:m˩˧/
餃	/ka:u˧˥/
𤆣餃	/sa:p˨ ka:u˧˥/
餃子	/ka:u˧˥ tsi:˧˥/
餅	/pɛ:ŋ˧˥/, /pɪŋ˧˥/
餅乾	/pɛ:ŋ˧˥ kɔ:n˥/
餅乾店	/pɛ:ŋ˧˥ kɔ:n˥ ti:m˧/
餅乾盒	/pɛ:ŋ˧˥ kɔ:n˥ hɐp˨/
餅仔	/pɛ:ŋ˧˥ tsɐi˧˥/
餅印	/pɛ:ŋ˧˥ jɐn˧/
餅咭	/pɛ:ŋ˧˥ kʰa:t˥/
餅屑	/pɛ:ŋ˧˥ si:t˧/
餅師	/pɛ:ŋ˧˥ si:˥/
餅店	/pɛ:ŋ˧˥ ti:m˧/
餅舖	/pɛ:ŋ˧˥ pʰou˧˥/
餅鋪	/pɛ:ŋ˧˥ pʰou˧˥/
餈	/tsʰi:˨˩/
餉	/hœ:ŋ˧˥/
養	/jœ:ŋ˩˧/, /jœ:ŋ˨/
養傷	/jœ:ŋ˩˧ sœ:ŋ˥/
養兒防老	/jœ:ŋ˩˧ ji:˨˩ fɔ:ŋ˨˩ lou˩˧/
養兵	/jœ:ŋ˩˧ pɪŋ˥/
養兵之道	/jœ:ŋ˩˧ pɪŋ˥ tsi:˥ tou˨/
養兵千日	/jœ:ŋ˩˧ pɪŋ˥ tsʰi:n˥ jɐt˨/
養兵千日，用兵一時	/jœ:ŋ˩˧ pɪŋ˥ tsʰi:n˥ jɐt˨ jʊŋ˨ pɪŋ˥ jɐt˥ si:˨˩/
養大	/jœ:ŋ˩˧ ta:i˨/
養女	/jœ:ŋ˨ nɵy˩˧/, /jœ:ŋ˨ lɵy˩˧/
養家	/jœ:ŋ˩˧ ka:˥/
養家活口	/jœ:ŋ˩˧ ka:˥ wu:t˨ hɐu˧˥/
養尊處優	/jœ:ŋ˩˧ tsy:n˥ tsʰy:˩˧ jɐu˥/
養志	/jœ:ŋ˩˧ tsi:˧/
養性	/jœ:ŋ˩˧ sɪŋ˧/
養殖	/jœ:ŋ˩˧ tsɪk˨/
養母	/jœ:ŋ˩˧ mou˩˧/
養父	/jœ:ŋ˩˧ fu:˨/
養生	/jœ:ŋ˩˧ sɐŋ˥/
養生之道	/jœ:ŋ˩˧ sɐŋ˥ tsi:˥ tou˨/
養畜牲	/jœ:ŋ˩˧ tsʰʊk˥ sa:ŋ˥/
養病	/jœ:ŋ˩˧ pɛ:ŋ˨/
養眼	/jœ:ŋ˩˧ ŋa:n˩˧/, /jœ:ŋ˩˧ a:n˩˧/
養神	/jœ:ŋ˩˧ sɐn˨˩/
養精蓄銳	/jœ:ŋ˩˧ tsɪŋ˥ tsʰʊk˥ jɵy˨/
養老	/jœ:ŋ˩˧ lou˩˧/
養老金	/jœ:ŋ˩˧ lou˩˧ kɐm˥/
養老院	/jœ:ŋ˩˧ lou˩˧ jy:n˨/
養育	/jœ:ŋ˩˧ jʊk˨/
養育之恩	/jœ:ŋ˩˧ jʊk˨ tsi:˥ jɐn˥/
養育院	/jœ:ŋ˩˧ jʊk˨ jy:n˨/
養虎反被虎咬	/jœ:ŋ˩˧ fu:˧˥ fa:n˧˥ pei˨ fu:˧˥ ŋa:u˩˧/, /jœ:ŋ˩˧ fu:˧˥ fa:n˧˥ pei˨ fu:˧˥ a:u˩˧/
養身	/jœ:ŋ˩˧ sɐn˥/
養身之道	/jœ:ŋ˩˧ sɐn˥ tsi:˥ tou˨/
養魚	/jœ:ŋ˩˧ jy:˨˩/
餌	/nei˨/
餐	/tsʰa:n˥/
餐具	/tsʰa:n˥ kɵy˨/
餐券	/tsʰa:n˥ ky:n˧/
餐屎	/tsʰa:n˥ si:˧˥/
餐巾	/tsʰa:n˥ kɐn˥/
餐廳	/tsʰa:n˥ tʰɛ:ŋ˥/
餐枱	/tsʰa:n˥ tʰɔ:i˧˥/
餐檯	/tsʰa:n˥ tʰɔ:i˧˥/
𢴈餐死	/ta:t˧ tsʰa:n˥ sei˧˥/
餐牌	/tsʰa:n˥ pʰa:i˧˥/
餐盒	/tsʰa:n˥ hɐp˨/
餐薦	/tsʰa:n˥ tsi:n˧˥/
餐費	/tsʰa:n˥ fɐi˧/
餐車	/tsʰa:n˥ tsʰɛ:˥/
餐飲	/tsʰa:n˥ jɐm˧˥/
餐飲業	/tsʰa:n˥ jɐm˧˥ ji:p˨/
餐館	/tsʰa:n˥ ku:n˧˥/
餐點	/tsʰa:n˥ ti:m˧˥/
餑	/pu:t˨/
餒	/nɵy˩˧/, /nɔ:i˩˧/
餓	/ŋɔ:˨/
餓死	/ŋɔ:˨ sei˧˥/, /ɔ:˨ sei˧˥/
餓死事小失節事大	/ŋɔ:˨ sei˧˥ si:˨ si:u˧˥ sɐt˥ tsi:t˧ si:˨ ta:i˨/, /ɔ:˨ sei˧˥ si:˨ si:u˧˥ sɐt˥ tsi:t˧ si:˨ ta:i˨/
餓死老婆熏臭屋	/ŋɔ:˨ sei˧˥ lou˩˧ pʰɔ:˨˩ wɐn˥ tsʰɐu˧ ŋʊk˥/, /ɔ:˨ sei˧˥ lou˩˧ pʰɔ:˨˩ wɐn˥ tsʰɐu˧ ʊk˥/
餓死老婆瘟臭屋	/ŋɔ:˨ sei˧˥ lou˩˧ pʰɔ:˨˩ wɐn˥ tsʰɐu˧ ŋʊk˥/, /ɔ:˨ sei˧˥ lou˩˧ pʰɔ:˨˩ wɐn˥ tsʰɐu˧ ʊk˥/
餓死老婆薰臭屋	/ŋɔ:˨ sei˧˥ lou˩˧ pʰɔ:˨˩ wɐn˥ tsʰɐu˧ ŋʊk˥/, /ɔ:˨ sei˧˥ lou˩˧ pʰɔ:˨˩ wɐn˥ tsʰɐu˧ ʊk˥/
餓漢	/ŋɔ:˨ hɔ:n˧/, /ɔ:˨ hɔ:n˧/
餓狼	/ŋɔ:˨ lɔ:ŋ˨˩/, /ɔ:˨ lɔ:ŋ˨˩/
餓肚	/ŋɔ:˨ tʰou˩˧/, /ɔ:˨ tʰou˩˧/
餓虎	/ŋɔ:˨ fu:˧˥/, /ɔ:˨ fu:˧˥/
餓親	/ŋɔ:˨ tsʰɐn˥/, /ɔ:˨ tsʰɐn˥/
餓過飢	/ŋɔ:˨ kwɔ:˧ kei˥/, /ɔ:˨ kwɔ:˧ kei˥/
餓過饑	/ŋɔ:˨ kwɔ:˧ kei˥/, /ɔ:˨ kwɔ:˧ kei˥/
餓鬼	/ŋɔ:˨ kwɐi˧˥/, /ɔ:˨ kwɐi˧˥/
餓鬼投胎	/ŋɔ:˨ kwɐi˧˥ tʰɐu˨˩ tʰɔ:i˥/, /ɔ:˨ kwɐi˧˥ tʰɐu˨˩ tʰɔ:i˥/
餔	/pou˥/, /pou˧/, /pou˨/
餕	/tsɵn˧/
餖	/tɐu˨/
餗	/tsʰʊk˥/
餘	/jy:˨˩/
餘下	/jy:˨˩ ha:˨/
餘孽	/jy:˨˩ ji:t˨/
餘情未了	/jy:˨˩ tsʰɪŋ˨˩ mei˨ li:u˩˧/
餘興	/jy:˨˩ hɪŋ˧/
餘輝	/jy:˨˩ fɐi˥/
餘震	/jy:˨˩ tsɐn˧/
餘震不斷	/jy:˨˩ tsɐn˧ pɐt˥ ty:n˨/
餘音猶在	/jy:˨˩ jɐm˥ jɐu˨˩ tsɔ:i˨/
餘音繞梁	/jy:˨˩ jɐm˥ ji:u˧˥ lœ:ŋ˨˩/
餘音繞樑	/jy:˨˩ jɐm˥ ji:u˧˥ lœ:ŋ˨˩/
餘額	/jy:˨˩ ŋa:k˨/, /jy:˨˩ a:k˨/
餘香	/jy:˨˩ hœ:ŋ˥/
餘黨	/jy:˨˩ tɔ:ŋ˧˥/
餙	/sɪk˥/
餚	/ŋa:u˨˩/
餛	/wɐn˨˩/
餛飩	/wɐn˨˩ tʰɐn˥/
餛飩麪	/wɐn˨˩ tʰɐn˥ mi:n˨/
餛飩麵	/wɐn˨˩ tʰɐn˥ mi:n˨/
餜	/kwɔ:˧˥/
餞	/tsi:n˧/
餞別	/tsi:n˧ pi:t˨/
餞行	/tsi:n˧ hɐŋ˨˩/
餟	/tsɵy˧/, /tsy:t˧/
餡	/ha:m˩˧/, /ha:m˨/
餡餅	/ha:m˨ pɛ:ŋ˧˥/
餤	/ta:m˨/, /tʰa:m˨˩/
餧	/nɔ:i˩˧/, /wɐi˧/
館	/ku:n˧˥/
館主	/ku:n˧˥ tsy:˧˥/
館長	/ku:n˧˥ tsœ:ŋ˧˥/
餩	/ɐk˥/
餪	/ny:n˩˧/
餫	/wɐn˨˩/, /wɐn˨/
餬	/wu:˨˩/
餬口	/wu:˨˩ hɐu˧˥/
餭	/wɔ:ŋ˨˩/
餮	/tʰi:t˧/
餱	/hɐu˨˩/
餲	/a:i˧/, /a:t˧/
餲	/ŋa:t˧/, /a:t˧/
餲堪堪	/ŋa:t˧ hɐm˥ hɐm˥/, /a:t˧ hɐm˥ hɐm˥/
餳	/tsʰɪŋ˨˩/
餵	/wɐi˧/
餵奶	/wɐi˧ na:i˩˧/, /wɐi˧ la:i˩˧/
餵食	/wɐi˧ sɪk˨/
餸	/sʊŋ˧/
餸尾	/sʊŋ˧ mei˩˧/
餸籃	/sʊŋ˧ la:m˨˩/
餸菜	/sʊŋ˧ tsʰɔ:i˧/
餸頭餸尾	/sʊŋ˧ tʰɐu˨˩ sʊŋ˧ mei˩˧/
餸飯	/sʊŋ˧ fa:n˨/
餺	/pɔ:k˧/
餻	/kou˥/
餼	/hei˧/
餼豬	/hei˧ tsy:˥/
餼雞	/hei˧ kɐi˥/
餼鷄	/hei˧ kɐi˥/
餽	/kwɐi˨/
餾	/lɐu˨˩/, /lɐu˨/
餿	/sʊk˥/
餿	/sɐu˥/
餿主意	/sɐu˥ tsy:˧˥ ji:˧/
餿亨亨	/sʊk˥ hɐŋ˥ hɐŋ˥/
餿包	/sʊk˥ pa:u˥/
餿哼哼	/sʊk˥ hɐŋ˥ hɐŋ˥/
饁	/ji:p˧/
饃	/mɔ:˨˩/
饃饃	/mɔ:˨˩ mɔ:˨˩/
饅	/ma:n˨˩/
饅頭	/ma:n˨˩ tʰɐu˨˩/
饇	/jy:˧/
饈	/sɐu˥/
饈膳	/sɐu˥ si:n˨/
饈錯	/sɐu˥ tsʰɔ:˧/
饈饌	/sɐu˥ tsa:n˨/
饉	/kɐn˧˥/
饊	/sa:n˧˥/
饋	/kwɐi˧/, /kwɐi˨/
饋贈	/kwɐi˨ tsɐŋ˨/
饌	/tsa:n˨/
饍	/si:n˨/
饎	/tsʰi:˧/, /tsʰi:˨˩/
饐	/ji:˧/
饑	/kei˥/
饑荒	/kei˥ fɔ:ŋ˥/
饑餓	/kei˥ ŋɔ:˨/, /kei˥ ɔ:˨/
饒	/ji:u˨˩/
饒命	/ji:u˨˩ mɪŋ˨/
饒恕	/ji:u˨˩ sy:˧/
饒沃	/ji:u˨˩ jʊk˥/
饒舌	/ji:u˨˩ si:t˨/
饒舌歌	/ji:u˨˩ si:t˨ kɔ:˥/
饒舌歌手	/ji:u˨˩ si:t˨ kɔ:˥ sɐu˧˥/
饔	/jʊŋ˥/
饕	/tʰou˥/
饕餮	/tʰou˥ tʰi:t˧/
饗	/hœ:ŋ˧˥/
饘	/tsi:n˥/
饙	/fɐn˥/
饛	/mʊŋ˨˩/
饜	/ji:m˧/
饜足	/ji:m˧ tsʊk˥/
饞	/tsʰa:m˨˩/
饞嘴	/tsʰa:m˨˩ tsɵy˧˥/
饞涎欲滴	/tsʰa:m˨˩ ji:n˨˩ jʊk˨ tɪk˥/
饟	/hœ:ŋ˧˥/
饡	/tsa:n˧/
饤	/tɪŋ˧/
饦	/tʰɔ:k˧/
饧	/tsʰɪŋ˨˩/
饩	/hei˧/
饫	/jy:˧/
饽	/pu:t˨/
饾	/tɐu˨/
馀	/jy:˨˩/
馂	/tsɵn˧/
馌	/ji:p˧/
馎	/pɔ:k˧/
首	/sɐu˧˥/
首先	/sɐu˧˥ si:n˥/
首創	/sɐu˧˥ tsʰɔ:ŋ˧/
首富	/sɐu˧˥ fu:˧/
首屆	/sɐu˧˥ ka:i˧/
首席	/sɐu˧˥ tsɪk˨/
首席代表	/sɐu˧˥ tsɪk˨ tɔ:i˨ pi:u˧˥/
首席檢查官	/sɐu˧˥ tsɪk˨ ki:m˧˥ tsʰa:˨˩ ku:n˥/
首府	/sɐu˧˥ fu:˧˥/
首度	/sɐu˧˥ tou˨/
首播	/sɐu˧˥ pɔ:˧/
首日	/sɐu˧˥ jɐt˨/
首映	/sɐu˧˥ jɪŋ˧˥/
首映典禮	/sɐu˧˥ jɪŋ˧˥ ti:n˧˥ lɐi˩˧/
首期	/sɐu˧˥ kʰei˨˩/
首次	/sɐu˧˥ tsʰi:˧/
首段	/sɐu˧˥ ty:n˨/
首當其衝	/sɐu˧˥ tɔ:ŋ˥ kʰei˨˩ tsʰʊŋ˥/
首相	/sɐu˧˥ sœ:ŋ˧/
首級	/sɐu˧˥ kʰɐp˥/
首腦	/sɐu˧˥ nou˩˧/, /sɐu˧˥ lou˩˧/
首被告	/sɐu˧˥ pei˨ kou˧/
首要	/sɐu˧˥ ji:u˧/
首都	/sɐu˧˥ tou˥/
首頁	/sɐu˧˥ ji:p˨/
首飾	/sɐu˧˥ sɪk˥/
馗	/kʰwɐi˨˩/
馘	/kwɪk˥/
香	/hœ:ŋ˥/
香包	/hœ:ŋ˥ pa:u˥/
香口膠	/hœ:ŋ˥ hɐu˧˥ ka:u˥/
𡁻香口膠	/tsi:u˨ hœ:ŋ˥ hɐu˧˥ ka:u˥/
香味	/hœ:ŋ˥ mei˨/
香味撲鼻	/hœ:ŋ˥ mei˨ pʰɔ:k˧ pei˨/
香咗	/hœ:ŋ˥ tsɔ:˧˥/
香噴噴	/hœ:ŋ˥ pʰɐn˧ pʰɐn˧/
香客	/hœ:ŋ˥ ha:k˧/
香料	/hœ:ŋ˥ li:u˨/
香料粉	/hœ:ŋ˥ li:u˨ fɐn˧˥/
香案	/hœ:ŋ˥ ɔ:n˧/, /hœ:ŋ˥ ŋɔ:n˧/
香梘	/hœ:ŋ˥ ka:n˧˥/
香椿	/hœ:ŋ˥ tsʰɵn˥/
香椿芽	/hœ:ŋ˥ tsʰɵn˥ ŋa:˨˩/, /hœ:ŋ˥ tsʰɵn˥ a:˨˩/
香椿頭	/hœ:ŋ˥ tsʰɵn˥ tʰɐu˨˩/
香樟	/hœ:ŋ˥ tsœ:ŋ˥/
香檳	/hœ:ŋ˥ pɐn˥/
香檳酒	/hœ:ŋ˥ pɐn˥ tsɐu˧˥/
香氣	/hœ:ŋ˥ hei˧/
香水	/hœ:ŋ˥ sɵy˧˥/
香油	/hœ:ŋ˥ jɐu˨˩/
香消玉殞	/hœ:ŋ˥ si:u˥ jʊk˨ wɐn˩˧/
香港人	/hœ:ŋ˥ kɔ:ŋ˧˥ jɐn˨˩/
香港地	/hœ:ŋ˥ kɔ:ŋ˧˥ tei˧˥/
香港腳	/hœ:ŋ˥ kɔ:ŋ˧˥ kœ:k˧/
香濃	/hœ:ŋ˥ nʊŋ˨˩/, /hœ:ŋ˥ lʊŋ˨˩/
香火	/hœ:ŋ˥ fɔ:˧˥/
香灰	/hœ:ŋ˥ fu:i˥/
香煙	/hœ:ŋ˥ ji:n˥/
香煙盒	/hœ:ŋ˥ ji:n˥ hɐp˨/
香煙頭	/hœ:ŋ˥ ji:n˥ tʰɐu˨˩/
香燭	/hœ:ŋ˥ tsʊk˥/
香爐	/hœ:ŋ˥ lou˨˩/
香爐躉	/hœ:ŋ˥ lou˨˩ tɐn˧˥/
香片	/hœ:ŋ˥ pʰi:n˧˥/
香瓜	/hœ:ŋ˥ kwa:˥/
香瓜汁	/hœ:ŋ˥ kwa:˥ tsɐp˥/
香甜	/hœ:ŋ˥ tʰi:m˨˩/
香甜可口	/hœ:ŋ˥ tʰi:m˨˩ hɔ:˧˥ hɐu˧˥/
香皂	/hœ:ŋ˥ tsou˨/
香盒	/hœ:ŋ˥ hɐp˨/
香粉	/hœ:ŋ˥ fɐn˧˥/
香粉盒	/hœ:ŋ˥ fɐn˧˥ hɐp˨/
香精油	/hœ:ŋ˥ tsɪŋ˥ jɐu˨˩/
香紙	/hœ:ŋ˥ tsi:˧˥/
香肉	/hœ:ŋ˥ jʊk˨/
香腸	/hœ:ŋ˥ tsʰœ:ŋ˨˩/
香艷	/hœ:ŋ˥ ji:m˨/
香花	/hœ:ŋ˥ fa:˥/
香芹	/hœ:ŋ˥ kʰɐn˨˩/
香茶	/hœ:ŋ˥ tsʰa:˨˩/
香草	/hœ:ŋ˥ tsʰou˧˥/
香草奶昔	/hœ:ŋ˥ tsʰou˧˥ na:i˩˧ sɪk˥/, /hœ:ŋ˥ tsʰou˧˥ la:i˩˧ sɪk˥/
香菇	/hœ:ŋ˥ ku:˥/
香菜	/hœ:ŋ˥ tsʰɔ:i˧/
香菰	/hœ:ŋ˥ ku:˥/
香蕉	/hœ:ŋ˥ tsi:u˥/
香蕉奶昔	/hœ:ŋ˥ tsi:u˥ na:i˩˧ sɪk˥/, /hœ:ŋ˥ tsi:u˥ la:i˩˧ sɪk˥/
香酒	/hœ:ŋ˥ tsɐu˧˥/
香酥	/hœ:ŋ˥ sou˥/
香閨	/hœ:ŋ˥ kwɐi˥/
香闺	/hœ:ŋ˥ kwɐi˥/
香餅	/hœ:ŋ˥ pɛ:ŋ˧˥/
馝	/pi:t˨/
馞	/pu:t˨/
馡	/fei˥/
馥	/fʊk˥/, /fʊk˨/
馥郁	/fʊk˥ jʊk˥/
馨	/hɪŋ˥/
馨香	/hɪŋ˥ hœ:ŋ˥/
馬	/ma:˩˧/
馬上	/ma:˩˧ sœ:ŋ˨/
馬不停蹄	/ma:˩˧ pɐt˥ tʰɪŋ˨˩ tʰɐi˨˩/
馬仔	/ma:˩˧ tsɐi˧˥/
馬仰人翻	/ma:˩˧ jœ:ŋ˩˧ jɐn˨˩ fa:n˥/
馬伕	/ma:˩˧ fu:˥/
馬來人	/ma:˩˧ lɔ:i˨˩ jɐn˨˩/
馬來語	/ma:˩˧ lɔ:i˨˩ jy:˩˧/
馬克思主義	/ma:˩˧ hɐk˥ si:˥ tsy:˧˥ ji:˨/
馬克思主義者	/ma:˩˧ hɐk˥ si:˥ tsy:˧˥ ji:˨ tsɛ:˧˥/
馬克思列寧主義	/ma:˩˧ hɐk˥ si:˥ li:t˨ nɪŋ˨˩ tsy:˧˥ ji:˨/, /ma:˩˧ hɐk˥ si:˥ li:t˨ lɪŋ˨˩ tsy:˧˥ ji:˨/
馬具	/ma:˩˧ kɵy˨/
馬列主義	/ma:˩˧ li:t˨ tsy:˧˥ ji:˨/
馬到成功	/ma:˩˧ tou˧ sɪŋ˨˩ kʊŋ˥/
馬力	/ma:˩˧ lɪk˨/
馬匹	/ma:˩˧ pʰɐt˥/
馬場	/ma:˩˧ tsʰœ:ŋ˨˩/
馬夫	/ma:˩˧ fu:˥/
馬尾	/ma:˩˧ mei˩˧/
馬尿	/ma:˩˧ ni:u˨/, /ma:˩˧ li:u˨/
馬屁	/ma:˩˧ pʰei˧/
馬屁大王	/ma:˩˧ pʰei˧ ta:i˨ wɔ:ŋ˨˩/
馬屁精	/ma:˩˧ pʰei˧ tsɪŋ˥/
馬廄	/ma:˩˧ kɐu˧/
馬後炮	/ma:˩˧ hɐu˨ pʰa:u˧/
馬戲團	/ma:˩˧ hei˧ tʰy:n˨˩/
馬房	/ma:˩˧ fɔ:ŋ˨˩/
馬拉松	/ma:˩˧ la:i˥ tsʰʊŋ˨˩/
馬掌	/ma:˩˧ tsœ:ŋ˧˥/
馬桶	/ma:˩˧ tʰʊŋ˧˥/
馬桶蓋	/ma:˩˧ tʰʊŋ˧˥ kɔ:i˧/
馬棚	/ma:˩˧ pʰa:ŋ˨˩/
馬槽	/ma:˩˧ tsʰou˨˩/
馬步	/ma:˩˧ pou˨/
馬死落地行	/ma:˩˧ sei˧˥ lɔ:k˨ tei˨ ha:ŋ˨˩/
馬甲	/ma:˩˧ ka:p˧/
馬經	/ma:˩˧ kɪŋ˥/
馬肉	/ma:˩˧ jʊk˨/
馬背	/ma:˩˧ pu:i˧/
馬虎	/ma:˩˧ fu:˧˥/
馬蜂	/ma:˩˧ fʊŋ˥/
馬蝨	/ma:˩˧ sɐt˥/
馬螂狂	/ma:˩˧ lɔ:ŋ˨˩ kʰwɔ:ŋ˨˩/
