a	/aː/
stellið	/stɛlɪð/
stellingar	/stɛtliŋkar/
stellingu	/stɛtliŋkʏ/
Stellu	/stɛlʏ/
stelpa	/stɛl̥pa/
stelpan	/stɛl̥pan/
stelpna	/stɛl̥pna/
stelpnanna	/stɛl̥pnana/
stelpu	/stɛl̥pʏ/
stelpum	/stɛl̥pʏm/
stelpuna	/stɛl̥pʏna/
stelpunnar	/stɛl̥pʏnar/
stelpunni	/stɛl̥pʏnɪ/
stelpunum	/stɛl̥pɔnʏm/
stelpur	/stɛl̥pʏr/
stelpurnar	/stɛl̥pʏrtnar/
stelpurófa	/stɛl̥pʏrouːa/
stelst	/stɛlst/
stelur	/stɛːlʏr/
stemma	/stɛma/
stemmdir	/stɛmtɪr/
stemming	/stɛmiŋk/
stemmir	/stɛmɪr/
stemmning	/stɛmiŋk/
stemmningin	/stɛmiɲcɪn/
stemmningu	/stɛmiŋkʏ/
stemmninguna	/stɛmiŋkʏna/
stemmningunni	/stɛmiŋkʏnɪ/
stemning	/stɛmiŋk/
stemningin	/stɛmiɲcɪn/
stemningsdeildinni	/stɛmiŋksteiltɪnɪ/
stemningu	/stɛmiŋkʏ/
stend	/stɛnt/
stendur	/stɛntʏr/
stenst	/stɛnst/
Stephensen	/stɛːfɛnsɛn/
steppur	/stɛhpʏr/
sterk	/stɛr̥k/
sterka	/stɛr̥ka/
sterkan	/stɛr̥kan/
sterkar	/stɛr̥kar/
sterkara	/stɛr̥kara/
sterkari	/stɛr̥karɪ/
sterkast	/stɛr̥kast/
sterkasta	/stɛr̥kasta/
sterkastan	/stɛr̥kastan/
sterkasti	/stɛr̥kastɪ/
sterkgulu	/stɛr̥kʏlʏ/
sterki	/stɛr̥cɪ/
sterkir	/stɛr̥cɪr/
sterkja	/stɛr̥ca/
sterklega	/stɛr̥klɛɣa/
sterklegan	/stɛr̥klɛɣan/
sterklegar	/stɛr̥klɛɣar/
sterklegum	/stɛr̥klɛɣʏm/
sterklegur	/stɛr̥klɛɣʏm/
sterkra	/stɛr̥kra/
sterkrar	/stɛr̥krar/
sterkri	/ster̥krɪ/
sterkstraumshluti	/stɛr̥kstrœjmsl̥ʏːtɪ/
sterkt	/stɛr̥t/
sterku	/stɛr̥kʏ/
sterkum	/stɛr̥kʏm/
sterkur	/stɛr̥kʏr/
sterkust	/stɛr̥kʏst/
sterkustu	/stɛr̥kʏstʏ/
sterum	/stɛːrʏm/
steypa	/steiːpa/
steypast	/steiːpast/
steyping	/stɛːjpiŋk/
steypir	/steiːpɪr/
steypt	/steift/
steypta	/stɛjfta/
steyptist	/steiftɪst/
steyptu	/steiftʏ/
steyptur	/stɛjftʏr/
steyptust	/steiftʏst/
steypu	/steiːpʏ/
steypuhrærivélarnar	/stɛːjpʏr̥ajrɪvjɛːlatnar/
steypum	/stɛːjpʏm/
steypustöð	/stɛːjpʏstœːð/
steyta	/steiːta/
steytti	/steihtɪ/
steyttu	/steihtʏ/
sté	/stjɛː/
stél	/stjɛːl/
stélflatarsætinu	/stjɛːlflatar̥saːjtɪnʏ/
stétt	/stjɛht/
stétta	/stjɛhta/
stéttar	/stjɛhtar/
stéttarbræður	/stjɛhtar̥prajːðʏr/
stéttarfélag	/stjɛhtarfjɛːlaɣ/
stéttarfélaga	/stjɛhtarfjɛːlaɣa/
stéttarfélagi	/stjɛhtarfjɛːlaijɪ/
stéttarfélagið	/stjɛhtarfjɛːlaijɪð/
stéttarfélags	/stjɛhtarfjɛːlaxs/
stéttarfélög	/stjɛhtarfjɛːlœɣ/
stéttarfélögum	/stjɛhtarfjɛːlœɣʏm/
stéttarinnar	/stjɛhtarɪnar/
stéttina	/stjɛhtɪna/
stéttinni	/stjɛhtɪnɪ/
stéttir	/stjɛhtɪr/
stéttlausir	/stjɛhtlœjsɪr/
stéttlausra	/stjɛhtlœjsra/
stéttlaust	/stjɛhtlœjst/
stéttum	/stjɛhtʏm/
stiftamtmanni	/stɪftam̥tmanɪ/
stiga	/stɪːɣa/
stigagangi	/stɪːɣakauɲcɪ/
stigaganginn	/stɪːɣakauɲcɪn/
stigaganginum	/stɪːɣakauɲcɪnʏm/
stigagangurinn	/stɪːɣakauŋkʏrɪn/
Stigahlíð	/stɪːɣal̥iːð/
stigahúsinu	/stɪːɣahuːsɪnʏ/
stigahæsti	/stɪːɣahaistɪ/
stigahæstur	/stɪːɣahaistʏr/
stigakeppni	/stɪːɣacʰɛhpnɪ/
stigakerfi	/stɪːɣacʰɛrvɪ/
stigamaður	/stɪːɣamaːðʏr/
stigamenn	/stɪːɣamɛn/
stigamót	/stɪːɣamouːð/
stigamuns	/stɪːɣamʏns/
stigamönnum	/stɪːɣamœnʏm/
stigana	/stɪːɣana/
stigann	/stɪːɣan/
stiganum	/stɪːɣanʏm/
stigapallinn	/stɪːɣapatlɪn/
stigapallinum	/stɪːɣapatlɪnʏm/
stigateikningu	/stɪːɣatʰɛjhkniŋkʏ/
stigatölu	/stɪːɣatʰœːlʏ/
stigendingunni	/stiɣɛntiŋkʏnɪ/
stigi	/stiːjɪ/
stigið	/stiːjɪð/
stigin	/stiːjɪn/
stigs	/stɪxs/
stigu	/stɪːɣʏ/
stigum	/stɪːɣʏm/
stigvaxandi	/stɪːɣvaksantɪ/
stika	/stɪːka/
stikaði	/stɪːkaðɪ/
stiki	/stɪːcɪ/
stikkfrí	/stɪhkfri/
stikkfríar	/stɪhkfrijar/
stikkilsber	/stɪhcɪlspɛr/
stikla	/stɪhkla/
stiklað	/stɪhklað/
stiklar	/stɪhklar/
stiklu	/stɪhklʏ/
stilkbeðja	/stɪl̥kpɛðja/
stilklöng	/stɪl̥hklœjŋk/
stilkum	/stɪl̥kʏm/
still	/stɪtl̥/
stilla	/stɪtla/
stillanlegt	/stɪtlanlɛxt/
stilli	/stɪtlɪ/
stilling	/stɪtliŋk/
stillingu	/stɪtliŋkʏ/
stillir	/stɪtlɪr/
stillt	/stɪl̥t/
stillti	/stɪl̥tɪ/
stilltu	/stɪl̥tʏ/
stilltum	/stɪl̥tʏm/
stilltur	/stɪl̥tʏr/
stimamjúkur	/stɪːmamjuːkʏr/
stimpil	/stɪm̥pɪl/
stimpilgjald	/stɪm̥pɪlcalt/
stimpla	/stɪm̥pla/
stimplablöð	/stɪm̥plaplœːð/
stimplað	/stɪm̥plað/
stimplaðar	/stɪm̥plaðar/
stimplaði	/stɪm̥plaðɪ/
stimplaðu	/stɪm̥plaðʏ/
stimpluð	/stɪm̥plʏð/
sting	/stiŋk/
stinga	/stiŋka/
stingandi	/stiŋkantɪ/
stinghylki	/stiŋkhɪl̥cɪ/
stingi	/stiɲcɪ/
stingst	/stiŋst/
stingur	/stiŋkʏr/
stinn	/stɪn/
stinna	/stɪna/
stinningskaldi	/stɪniŋkskaltɪ/
stinnum	/stɪnʏm/
stinnur	/stɪnʏr/
stirð	/stɪrð/
stirðlega	/stɪrðlɛɣa/
stirðna	/stɪrtna/
stirðnuð	/stɪrtnʏð/
stirðum	/stɪrðʏm/
stirður	/stɪrðʏr/
stirndi	/stɪrntɪ/
stirnir	/stɪrtnɪr/
stirt	/stɪr̥t/
stía	/sttiːja/
stíf	/stiːv/
stífa	/stiːva/
stífan	/stiːvan/
stífar	/stiːvar/
stífbrakandi	/stiːvprakantɪ/
stífir	/stiːvɪr/
stífkrampa	/stiːvkʰram̥pa/
stífla	/stipla/
stíflað	/stiplað/
stíflan	/stiplan/
stíflu	/stiplʏ/
stíflugerðar	/stiplʏcɛrðar/
stíflur	/stiplʏr/
stífna	/stipna/
stífnaði	/stipnaðɪ/
stífpressuðum	/stivprɛsʏðʏm/
stíft	/stift/
stífu	/stiːvʏ/
stífuð	/stiːvʏð/
stífuðum	/stiːvʏðʏm/
stífum	/stiːvʏm/
stífun	/stiːvʏn/
stífuna	/stiːvʏna/
stífur	/stiːvʏr/
stíg	/stiːɣ/
Stígamóta	/stiːɣamouːta/
stígandi	/stiːɣantɪ/
stígar	/stiːɣar/
stíginn	/stiːjɪn/
stígnum	/stiknʏm/
Stígsson	/stixsɔn/
stígur	/stiːɣʏr/
stígvél	/stiɣvjɛl/
stígvélið	/stiɣvjɛlɪð/
stígvélin	/stiɣvjɛlɪn/
stígvélinu	/stiɣvjɛlɪnʏ/
stígvélum	/stiɣvjɛlʏm/
stíl	/stiːl/
stíla	/stiːla/
stílabókina	/stiːlapouːcɪna/
stílabókunum	/stiːlapouːkɔnʏm/
stílabækur	/stiːlapaiːkʏr/
stílað	/stiːlað/
stílfært	/stilfajr̥t/
stílinn	/stiːlɪn/
stíll	/stitl̥/
stíllinn	/stitlɪn/
stílnum	/stilnʏm/
stíluð	/stiːlʏð/
stímabraki	/stiːmapraːcɪ/
Stína	/stiːna/
Stínu	/stiːnʏ/
stírurnar	/stiːrʏrtnar/
stjakar	/stjaːkar/
stjana	/stjaːna/
stjarfir	/stjarvɪr/
stjarna	/stjartna/
stjarnan	/stjartnan/
stjarnanna	/stjartnana/
stjarnfrumnaæxli	/stjartnfrʏmnaajkstlɪ/
stjarnfræðieininga	/stjartnfrajðɪɛːjniŋka/
stjarnfræðileg	/stjartnfrajðɪlːɛɣ/
stjá	/stjauː/
stjái	/stjauːɪ/
stjáklaði	/stjauhklaðɪ/
Stjána	/stjauːna/
Stjáni	/stjauːnɪ/
stjóri	/stjouːrɪ/
stjórn	/stjourtn̥/
stjórna	/stjourtna/
stjórnað	/stjourtnað/
stjórnaði	/stjourtnaðɪ/
stjórnanda	/stjourtnanta/
stjórnandans	/stjourtnantans/
stjórnandanum	/stjourtnantanʏm/
stjórnandi	/stjourtnantɪ/
stjórnandinn	/stjourtnantɪn/
stjórnar	/stjourtnar/
stjórnarandstaðan	/stjourtnarantstaðan/
stjórnarandstæðinga	/stjourtnarantstaiðiŋka/
stjórnarandstæðingar	/stjourtnarantstaiðiŋkar/
stjórnarandstöðu	/stjourtnarantstœðʏ/
stjórnarandstöðuflokkarnir	/stjourtnarantstœðʏflɔhkatnɪr/
stjórnarandstöðuna	/stjourtnarantstœðʏna/
stjórnarandstöðunnar	/stjourtnarantstœðʏnar/
stjórnarandstöðunni	/stjourtnarantstœðʏnɪ/
stjórnardeildarinnar	/stjourtnar̥tɛjltarɪnar/
stjórnarfar	/stjourtnarfaːr/
stjórnarflokkanna	/stjourtnarflɔhkana/
stjórnarflokkarnir	/stjourtnarflɔhkartnɪr/
stjórnarformaður	/stjourtnarfɔrmaðʏr/
stjórnarformaðurinn	/stjourtnarfɔrmaðʏrɪn/
stjórnarformann	/stjourtnarfɔrman/
stjórnarformanni	/stjourtnarfɔrmanɪ/
stjórnarformanns	/stjourtnarfɔrmans/
stjórnarfólks	/stjourtnar̥foul̥ks/
stjórnarfundi	/stjourtnarfʏntɪ/
stjórnarfundinum	/stjourtnar̥fʏntɪnʏm/
stjórnarhætti	/stjourtnarhaihtɪ/
stjórnarinnar	/stjourtnarɪnar/
stjórnarkjörs	/stjourtnar̥cʰœr̥s/
stjórnarliðar	/stjourtnarlɪðar/
stjórnarmaður	/stjourtnarmaːðʏr/
stjórnarmaðurinn	/stjourtnarmaːðʏrɪn/
stjórnarmanna	/stjourtnarmana/
stjórnarmeðlimir	/stjourtnarmɛðlɪmɪr/
stjórnarmenn	/stjourtnarmɛn/
stjórnarmynstur	/stjourtnarmɪnstʏr/
stjórnarmönnum	/stjourtnarmœnʏm/
stjórnarnefnd	/stjourtnarnɛmt/
stjórnarnefnda	/stjourtnarnemta/
stjórnarnefndir	/stjourtnarnɛmtɪr/
stjórnarsáttmálann	/stjourtnar̥sauhtmaulan/
stjórnarsetu	/stjourtnar̥sɛːtʏ/
stjórnarskrá	/stjourtnar̥skrauː/
stjórnarskráa	/stjourtnar̥skraːua/
stjórnarskráin	/stjourtnar̥skrauːɪn/
stjórnarskrána	/stjourtnar̥skrauna/
stjórnarskránni	/stjourtnar̥skraunɪ/
stjórnarskrár	/stjourtnar̥skrauːr/
stjórnarskrárinnar	/stjourtnar̥skrauːrɪnar/
stjórnarskrárnefndar	/stjourtnar̥skraurnɛmtar/
stjórnartaumana	/stjourtnartœiːmana/
stjórnartaumunum	/stjourtnartœiːmɔnʏm/
stjórnartíð	/stjourtnar̥tiːð/
stjórnartíðinda	/stjourtnar̥tʰiːðɪnta/
stjórnast	/stjourtnast/
stjórnborð	/stjourtnpɔrð/
stjórnenda	/stjourtnɛnta/
stjórnendareglur	/stjourtnɛntarɛklʏr/
stjórnendaskóli	/stjourtnɛntaskouːlɪ/
stjórnendum	/stjourtnɛntʏm/
stjórnendur	/stjourtnɛntʏr/
stjórnför	/stjourtnfœːr/
stjórnherbergi	/stjourtn̥hɛrpɛrcɪ/
stjórnhnappinum	/stjourtnn̥ahpɪnʏm/
stjórni	/stjourtnɪ/
stjórnin	/stjourtnɪn/
stjórnina	/stjourtnɪna/
stjórninni	/stjourtnɪnɪ/
stjórnir	/stjourtnɪr/
stjórnkerfi	/stjourtn̥cʰɛrvɪ/
stjórnkerfinu	/stjourtn̥cʰɛrvɪnʏ/
stjórnkerfis	/stjourtn̥cʰɛrvɪs/
stjórnkerfisins	/stjourtn̥cʰɛrvɪsɪns/
stjórnleysi	/stjourtn̥leisɪ/
stjórnleysingjar	/stjourtn̥lɛjsiɲcar/
stjórnmál	/stjourtn̥maul/
stjórnmála	/stjourtn̥maula/
stjórnmálaflokk	/stjourtn̥maulaflɔhk/
stjórnmálaflokka	/stjourtn̥maulaflɔhka/
stjórnmálaflokkanna	/stjourtn̥maulaflɔhkana/
stjórnmálaflokkar	/stjourtn̥maulaflɔhkar/
stjórnmálaflokks	/stjourtn̥maulaflɔhks/
stjórnmálaflokkum	/stjourtn̥maulaflɔhkʏm/
stjórnmálaflokkur	/stjourtn̥maulaflɔhkʏr/
stjórnmálaforingjar	/stjourtn̥maulafɔːriɲcar/
stjórnmálafræði	/stjourtn̥maulafraiːðɪ/
stjórnmálafræðingur	/stjourtn̥maulafraiːðiŋkʏr/
stjórnmálafræðiskor	/stjourtn̥maulafrajðɪskɔːr/
stjórnmálahagfræðingur	/stjourtn̥maulahaxfrajðiŋkʏr/
stjórnmálakreppu	/stjourtn̥maulakrɛhpʏ/
stjórnmálamaður	/stjourtn̥maulamaːðʏr/
stjórnmálamanna	/stjourtn̥maulamana/
stjórnmálamenn	/stjourtn̥maulamɛn/
stjórnmálamennirnir	/stjourtn̥maulamɛnɪrtnɪr/
stjórnmálamönnum	/stjourtn̥maulamœnʏm/
stjórnmálanna	/stjourtn̥maulana/
stjórnmálasamband	/stjourtn̥maulasampant/
stjórnmálasambands	/stjourtn̥maulasampants/
stjórnmálaskoðanir	/stjourtn̥maulaskɔːðanɪr/
stjórnmálaskýrendur	/stjourtn̥maulasciːrɛntʏr/
stjórnmálasögu	/stjourtn̥maulasœːɣʏ/
stjórnmálin	/stjourtn̥maulɪn/
stjórnmálum	/stjourtn̥maulʏm/
stjórnmálunum	/stjourtn̥maulɔnʏm/
stjórnskipan	/stjourtn̥scɪpan/
stjórnskipulegan	/stjourtn̥scɪpʏlɛːɣan/
stjórnskipulegt	/stjourtn̥scɪpʏlɛxt/
stjórnstaður	/stjourtn̥staðʏr/
stjórnstöð	/stjourtn̥stœð/
stjórnstöngum	/stjourtn̥stœjŋkʏm/
stjórnsýsla	/stjourtn̥sistla/
stjórnsýslan	/stjourtn̥sistlan/
stjórnsýslu	/stjourtn̥sistlʏ/
stjórnsýslulaga	/stjourtn̥sistlʏlaːɣa/
stjórnsýsluleg	/stjourtn̥sistlʏlɛɣ/
stjórnsýslunnar	/stjourtn̥sistlʏnar/
stjórnsýslunni	/stjourtn̥sistlʏnɪ/
stjórntæki	/stjourtn̥taicɪ/
stjórnuðu	/stjourtnʏðʏ/
stjórnum	/stjourtnʏm/
stjórnun	/stjourtnʏn/
stjórnunar	/stjourtnʏnar/
stjórnunarlegri	/stjourtnʏnarlɛɣrɪ/
stjórnunarstöðum	/stjourtnʏnar̥stœːðʏm/
stjórnunarstörfum	/stjourtnʏnar̥stœrvʏm/
stjórnvald	/stjourtnvalt/
stjórnvalda	/stjourtnvalta/
stjórnvalds	/stjourtnvalts/
stjórnvöld	/stjourtnvœlt/
stjórnvöldum	/stjourtnvœltʏm/
stjórnvölinn	/stjourtnvœlɪn/
stjúpdóttur	/stjuːptouhtʏr/
stjúpfaðir	/stjuːpfaðɪr/
stjúpföður	/stjuːpfœðʏr/
stjúpi	/stjuːpɪ/
stjörnu	/stjœrtnʏ/
Stjörnubíó	/stjœrtnʏpiːjou/
stjörnubjart	/stjœrtnʏpjar̥t/
stjörnubjartan	/stjœrtnʏpjar̥tan/
stjörnubjörtum	/stjœrtnʏpjœr̥tʏm/
stjörnubækur	/stjœrtnʏpaːjkʏr/
stjörnufræðingar	/stjœrtnʏfraːjðiŋkar/
stjörnufræðistöðin	/stjœrtnʏfrajðɪstœːðɪn/
stjörnuhimininn	/stjœrtnʏhɪːmɪnɪn/
stjörnum	/stjœrtnʏm/
Stjörnumenn	/stjœrtnʏmɛn/
stjörnuna	/stjœrtnʏna/
stjörnunnar	/stjœrtnʏnar/
stjörnunni	/stjœrtnʏnɪ/
stjörnunótt	/stjœrtnʏnouht/
stjörnunum	/stjœrtnɔnʏm/
stjörnur	/stjœrtnʏr/
stjörnurnar	/stjœrtnʏrtnar/
stjörnuskoðunarforrit	/stjœrtnʏskɔðʏnarfɔrɪt/
stjörnuspá	/stjœrtnʏspauː/
stjörnuspána	/stjœrtnʏspauna/
stjörnuspegill	/stjœrtnʏspeijɪtl̥/
stjörnutengdir	/stjœrtnʏtʰɛjŋtɪr/
stoð	/stɔːð/
stoðaði	/stɔːðaðɪ/
stoðar	/stɔːðar/
stoðgreinanna	/stɔðkrɛjnana/
stoðir	/stɔːðɪr/
stoðsendingar	/stɔðsɛntiŋk/
stoðsendingarnar	/stɔðsɛntiŋkatnar/
stoðum	/stɔːðʏm/
stofa	/stɔːva/
stofan	/stɔːvan/
stofn	/stɔpn̥/
stofna	/stɔpna/
stofnað	/stɔpnað/
stofnaðar	/stɔpnaðar/
stofnaði	/stɔpnaðɪ/
stofnaðir	/stɔpnaðɪr/
stofnaður	/stɔpnaðʏr/
stofnana	/stɔpnana/
stofnanabundið	/stɔpnanapʏntɪð/
stofnananna	/stɔpnanana/
stofnanda	/stɔpnanta/
stofnandi	/stɔpnantɪ/
stofnanir	/stɔpnanɪr/
stofnanirnar	/stɔpnanɪrtnar/
stofnanna	/stɔpnana/
stofnar	/stɔpnar/
stofnefnahagsreikning	/stɔpnɛpnahaxsrɛjhkniŋk/
stofnenda	/stɔpnɛnta/
stofnendum	/stɔpnɛntʏm/
stofnendur	/stɔpnɛntʏr/
stofnfé	/stɔpn̥fjɛ/
stofnfjár	/stɔpn̥fjaur/
stofnfjáraðilar	/stɔpn̥fjauraːðɪlar/
stofnfjáraðilinn	/stɔpn̥fjauraːðɪlɪn/
stofnfjáreigenda	/stɔpn̥fjaureiːɣɛnta/
stofnfjáreigendum	/stɔpn̥fjaureiːɣɛntʏm/
stofnfjáreigendur	/stɔpn̥fjaureiːɣɛntʏr/
stofnfruma	/stɔpn̥frʏma/
stofnfrumur	/stɔpn̥frʏmʏr/
stofnfrumusöfnunar	/stɔpn̥frʏmʏsœpnʏnar/
stofnfundi	/stɔpn̥fʏntɪ/
stofngjald	/stɔpn̥calt/
stofni	/stɔpnɪ/
stofninn	/stɔpnɪn/
stofninum	/stɔpnɪnʏm/
stofnkostnaður	/stɔpn̥kʰɔstnaðʏr/
stofns	/stɔpn̥s/
stofnsamninginn	/stɔpn̥samniɲcɪn/
stofnsáttmála	/stɔpn̥sauhtmaula/
stofnsett	/stɔpn̥sɛht/
stofnsins	/stɔpn̥sɪns/
stofnskjal	/stɔpn̥scaːl/
stofnstærð	/stɔpn̥stairð/
stofnstærðarmat	/stɔpn̥stajrðarmaːt/
stofnuð	/stɔpnʏð/
stofnuðu	/stɔpnʏðʏ/
stofnuðum	/stɔpnʏðʏm/
stofnum	/stɔpnʏm/
stofnun	/stɔpnʏn/
stofnunar	/stɔpnʏnar/
stofnunarinnar	/stɔpnʏnarɪnar/
stofnunin	/stɔpnʏnɪn/
stofnunina	/stɔpnʏnɪna/
stofnuninni	/stɔpnʏnɪnɪ/
stofnunum	/stɔpnʏnʏm/
stofnvari	/stɔpn̥varɪ/
stofnvistfræðingur	/stɔpn̥vɪstfrajːðiŋkʏr/
stofu	/stɔːvʏ/
stofuborðið	/stɔːvʏpɔrðɪð/
stofuborðinu	/stɔːvʏpɔrðɪnʏ/
stofudyrnar	/stɔːvʏtɪrtnar/
stofudyrunum	/stɔːvʏtɪrɔnʏm/
stofufangelsi	/stɔːvʏfauɲcɛlsɪ/
stofugólfið	/stɔːvʏkoulvɪð/
stofuhita	/stɔːvʏhɪːta/
stofum	/stɔːvʏm/
stofuna	/stɔːvʏna/
stofunnar	/stɔːvʏnar/
stofunni	/stɔːvʏnɪ/
stofuprýðin	/stɔːvʏpʰriðɪn/
stofur	/stɔːvʏr/
stofurnar	/stɔːvʏrtnar/
stofusófanum	/stɔːvʏsouːfanʏm/
stofustúlka	/stɔːvʏstul̥ka/
stokk	/stɔhk/
stokka	/stɔhka/
stokkaði	/stɔhkaðɪ/
Stokkhólm	/stɔhkhoulm/
Stokkhólmi	/stɔhkhoulmɪ/
Stokkhólms	/stɔhkhoulms/
Stokkhólmur	/stɔhkhoulmʏr/
stokkið	/stɔhcɪð/
stokkinn	/stɔhcɪn/
stokknum	/stɔhknʏm/
Stokkseyri	/stɔhkseiːrɪ/
stokkunum	/stɔhkɔnʏm/
stolið	/stɔːlɪð/
stolinn	/stɔːlɪn/
stolna	/stɔlna/
stolnum	/stɔlnʏm/
stolt	/stɔl̥t/
stoltar	/stɔl̥tar/
stoltari	/stɔl̥tarɪ/
stolti	/stɔl̥tɪ/
stoltið	/stɔl̥tɪð/
stoltir	/stɔl̥tɪr/
stoltu	/stɔl̥tʏ/
stoltur	/stɔl̥tʏr/
stopp	/stɔhp/
stoppa	/stɔhpa/
stoppað	/stɔhpað/
stoppaði	/stɔhpaðɪ/
stoppaður	/stɔhpaðʏr/
stoppar	/stɔhpar/
stoppistöð	/stɔhpɪstœːð/
stoppistöðinni	/stɔhpɪstœːðɪnɪ/
stoppuð	/stɔhpʏð/
stoppuðu	/stɔhpʏðʏ/
stoppuðum	/stɔhpʏðʏm/
storð	/stɔrð/
storka	/stɔr̥ka/
storkan	/stɔr̥kan/
storkar	/stɔr̥kar/
storkna	/stɔr̥kna/
storknað	/stɔr̥knað/
storknuð	/stɔr̥knʏð/
storknuðu	/stɔr̥knʏðʏ/
storm	/stɔrm/
stormar	/stɔrmar/
stormi	/stɔrmɪ/
stormur	/stɔrmʏr/
stormurinn	/stɔrmʏrɪn/
stormvatn	/stɔrmvahtn̥/
stóð	/stouːð/
stóðhesta	/stouːðhɛsta/
stóðst	/stouðst/
stóðu	/stouːðʏ/
stóðum	/stouːðʏm/
stóðust	/stouːðʏst/
stól	/stouːl/
stóla	/stouːla/
stólana	/stouːlana/
stólar	/stouːlar/
stólarnir	/stouːlartnɪr/
stólbakið	/stoulpacɪð/
stóli	/stouːlɪ/
stólinn	/stouːlɪn/
stólkoll	/stoulkɔtl̥/
stóll	/stoutl̥/
stóllinn	/stoutlɪn/
stólnum	/stoulnʏm/
stólpa	/stoul̥pa/
stólpi	/stoul̥pɪ/
stólpum	/stoul̥pʏm/
stólsins	/stoulsɪns/
stólum	/stouːlʏm/
stólunum	/stouːlɔnʏm/
stór	/stouːr/
stóra	/stouːra/
stórafmæli	/stouːravmailɪ/
Stóragerði	/stouːracɛrðɪ/
stórahjalla	/stouːraçatla/
stóran	/stouːran/
stórar	/stouːrar/
stórauka	/stouːrœika/
stóraukið	/stouːrœicɪð/
stóraukin	/stouːrœicɪn/
stóraukist	/stouːrœicɪst/
stórborg	/stourpɔrk/
stórborga	/stourpɔrka/
stórborgarinnar	/stourpɔrkarɪnar/
stórborginni	/stourpɔrcɪnɪ/
stórborgum	/stourpɔrkʏm/
stórborgunum	/stourpɔrkɔnʏm/
stórbókin	/stourpoucɪn/
stórbrotið	/stourprɔtɪð/
stórbrotin	/stourprɔtɪn/
stórbrotinn	/stourprɔtɪn/
stórbrotna	/stourprɔhtna/
stórbrotnu	/stourprɔhtnʏ/
stórbú	/stourpu/
stórbýli	/stourpilɪ/
stórbæja	/stourpaja/
stórbættar	/stourpajhtar/
stórbætti	/stourpajhtɪ/
stóreflis	/stouːrɛplɪs/
stóreflst	/stouːrɛvl̥st/
stórefnilegir	/stouːrɛpnɪlɛːjɪr/
stóreyg	/stouːreiɣ/
stórfelld	/stour̥fɛlt/
stórfellda	/stour̥fɛlta/
stórfellt	/stour̥fɛl̥t/
stórfengleg	/stour̥feiŋklɛɣ/
stórfenglega	/stour̥feiŋklɛɣa/
stórfenglegt	/stour̥feiŋklɛxt/
stórfenglegu	/stour̥feiŋklɛɣʏ/
stórfengleika	/stour̥fɛjŋklɛːjka/
stórfé	/stour̥fjɛ/
stórfjölskyldan	/stour̥fjœlscɪltan/
stórfjölskyldu	/stour̥fjœlscɪltʏ/
stórfjölskyldunni	/stour̥fjœlscɪltʏnɪ/
stórfljót	/stourfljout/
stórframkvæmdir	/stour̥framkvaimtɪr/
stórfrétt	/stour̥frjɛht/
stórfyrirtæki	/stour̥fɪrɪtaiːcɪ/
stórfyrirtækja	/stour̥fɪrɪtaiːca/
stórfyrirtækjum	/stour̥fɪrɪtaiːcʏm/
stórgerður	/stourcɛrðʏr/
stórglæsileg	/stourklaisɪlɛk/
stórgóðir	/stourkouðɪr/
stórgóður	/stourkouðʏr/
Stórgötu	/stourkœtʏ/
stórhátíðir	/stouːrhauːtiðɪr/
stórhátíðum	/stouːrhauːtiðʏm/
stórhlaupari	/stouːr̥l̥œjparɪ/
stórhljómsveitinni	/stouːr̥l̥joumsvɛjtɪnɪ/
stórhneyksluð	/stouːr̥n̥ɛjkstlʏð/
Stórholti	/stourhɔl̥tɪ/
stórhrifinn	/stour̥ɪvɪn/
stórhríð	/stour̥ið/
stórhug	/stouːrhʏɣ/
stórhuga	/stouːrhʏɣa/
stórhveli	/stour̥kʰvɛlɪ/
stórhýsi	/stouːrhisɪ/
stórhýsinu	/stouːrhisɪnʏ/
stórhættulegt	/stouːrhaihtʏlɛxt/
stórhættur	/stouːrhajhtʏr/
Stórhöfða	/stouːrhœvða/
stóri	/stouːrɪ/
stóriðja	/stouːrɪðja/
stóriðju	/stouːrɪðjʏ/
stórir	/stouːrɪr/
stórkostleg	/stourœkʰɔstlɛɣ/
stórkostlega	/stourœkʰɔstlɛɣa/
stórkostlegar	/stourœkʰɔstlɛɣar/
stórkostlegt	/stourœkʰɔstlɛxt/
stórkostlegu	/stourœkʰɔstlɛɣʏ/
stórkostlegum	/stourœkʰɔstlɛɣʏm/
stórkostlegur	/stourœkʰɔstlɛɣʏr/
stórkostlegustu	/stour̥kʰɔstlɛːɣʏstʏ/
stórlega	/stourlɛka/
stórleik	/stourleik/
stórleika	/stourlɛjka/
stórleikinn	/stourlɛjcɪn/
stórleikur	/stourlɛjkʏr/
stórliðsins	/stourlɪðsɪns/
stórlækka	/stourlajhka/
stórmarkaða	/stourmar̥kaða/
stórmarkaði	/stourmar̥kaðɪ/
stórmál	/stourmaul/
stórmeistara	/stourmeistara/
stórmeistarann	/stourmɛjstaran/
stórmeistarans	/stourmɛjstarans/
stórmeistaranum	/stourmeistaranʏm/
stórmeistarar	/stourmeistarar/
stórmeistari	/stourmeistarɪ/
stórmeistarinn	/stourmeistarɪn/
stórmenni	/stourmɛnɪ/
stórmerki	/stourmɛr̥cɪ/
stórmerkilegt	/stourmɛr̥cɪlɛxt/
stórmót	/stourmout/
stórmóti	/stourmoutɪ/
stórmótum	/stourmoutʏm/
